Compound,m/z,z,p value,specificity,areas
Sel Score: 0.51 RTime: 2336.358,456.9801,2.0,0.9516111632707092,Unclear,"[2916890.911737089, 4436530.42022071, 5466341.180950594, 5057393.579916673, 6423201.709823761, 982362.7995688902]"
Sel Score: 0.51 RTime: 4148.394,480.4918,2.0,0.9573894537725194,Unclear,"[3989371.9774320885, 1216307.0067031346, 1840699.029671399, 1408263.0898893415, 3844098.4493613197, 1598207.8424764113]"
Sel Score: 0.51 RTime: 1360.366,339.3996,5.0,0.9439773408288106,Unclear,"[5682202.916120934, 2014919.8300244256, 4868411.26728655, 5008506.294142767, 1904344.5156774162, 5303772.442494281]"
Sel Score: 0.51 RTime: 4570.818,626.9753,3.0,0.9162997004420768,Unclear,"[3615326.6885229647, 3674029.207539893, 4338667.217931353, 3271219.588198319, 5491977.431509404, 2542648.6283445945]"
Sel Score: 0.51 RTime: 3094.74,440.749,2.0,0.9552910259860685,Unclear,"[5228499.78870838, 4606078.596231273, 15102925.514610087, 10456186.99324079, 8528612.45932718, 5268419.703764631]"
Sel Score: 0.51 RTime: 3342.934,585.9637,3.0,0.9174105285417085,Unclear,"[8211266.823303175, 3980976.9568320652, 5124467.474520312, 6794431.8288509445, 5117840.053696631, 4930622.97713424]"
Sel Score: 0.51 RTime: 1330.6,441.7446,4.0,0.9539492644282881,Unclear,"[10635300.974062128, 7000742.699009932, 18155509.401353188, 11406792.71864454, 4518537.723446344, 18887542.597261537]"
Sel Score: 0.51 RTime: 5422.005,596.9626,3.0,0.9498509536793681,Unclear,"[1149926.275336458, 2272353.262303219, 939070.918813215, 2207516.784324278, 1258499.7058656183, 776914.2498417944]"
Sel Score: 0.51 RTime: 4259.014,464.4862,4.0,0.9642871421900614,Unclear,"[1084177.4532341673, 6056222.176958985, 1842311.448961751, 3357601.3745902227, 3596208.864777431, 1785091.083130867]"
Sel Score: 0.51 RTime: 4113.11,464.7421,4.0,0.9447401655238924,Unclear,"[2297273.738130624, 4811575.618012767, 1532298.250610572, 3000826.2479572324, 2875964.837471505, 2530484.721960218]"
Sel Score: 0.51 RTime: 1992.787,331.9889,3.0,0.9484116295811779,Unclear,"[437264237.54768777, 515723821.3213832, 415941194.2626714, 335971468.05303323, 768365967.4240166, 228072992.64783984]"
Sel Score: 0.51 RTime: 1825.943,430.4975,2.0,0.965792818360639,Unclear,"[1867652.226338284, 9340017.017995235, 2941625.7142485837, 2060239.2911677484, 4864362.31644079, 6847947.737059089]"
Sel Score: 0.51 RTime: 1426.93,400.2334,2.0,0.9644624401433814,Unclear,"[11836478.159681207, 2584726.2603123584, 8552529.972622529, 13748150.505222876, 2740478.6891944935, 5879569.4484056495]"
Sel Score: 0.51 RTime: 4439.882,598.6301,3.0,0.9662677313525628,Unclear,"[2054178.9373679853, 7986705.35771565, 5756150.568380542, 2933303.025440799, 10038225.702730004, 2416845.5527842767]"
Sel Score: 0.51 RTime: 1738.315,415.9905,4.0,0.940728190184325,Unclear,"[2376413.4382083896, 5099984.177763812, 3480883.699625048, 2423567.546732989, 5314322.270475746, 2936408.6815663036]"
Sel Score: 0.51 RTime: 3000.641,451.2453,4.0,0.9281972908506463,Unclear,"[5393299.960450075, 11210204.572233632, 9429716.082718322, 7472611.681147685, 11477437.435413096, 6417955.905925603]"
Sel Score: 0.51 RTime: 3869.877,603.962,3.0,0.6875252280956656,Unclear,"[3687333.661503989, 3629279.3873215164, 4237498.267864031, 3608580.542410981, 3967169.245801576, 3683909.079755757]"
Sel Score: 0.51 RTime: 2248.844,419.4915,4.0,0.9594178597515942,Unclear,"[11102575.670492522, 4365124.599632953, 2986995.106075754, 8626360.669044923, 4786731.801511373, 4572550.982731406]"
Sel Score: 0.51 RTime: 1879.816,447.739,2.0,0.9489877892426513,Unclear,"[3309549.6204206767, 7694836.747121539, 8125745.118747995, 7777199.13599469, 8254188.513989566, 2613411.339169433]"
Sel Score: 0.51 RTime: 1343.796,341.3958,5.0,0.9333348186040706,Unclear,"[5475502.843043827, 2540807.5418854887, 2903231.999881543, 4313801.580678869, 3294995.017303144, 3034906.2828317974]"
Sel Score: 0.51 RTime: 4200.002,599.5106,3.0,0.825535059098824,Unclear,"[79445244.83045706, 97509198.87553418, 81324174.53284419, 71255885.64487419, 95022373.36551376, 85647326.1445252]"
Sel Score: 0.51 RTime: 1366.361,406.4726,4.0,0.9694943194236025,Unclear,"[5257573.098404666, 8784610.076836945, 906069.9316219545, 7831397.842540679, 1652225.4367328687, 5109880.1120137265]"
Sel Score: 0.51 RTime: 1825.413,434.2556,2.0,0.9606875061666426,Unclear,"[1308792.0637852438, 2958989.119246316, 3582239.1605041022, 4324073.433608614, 2196141.645943805, 1147051.2509068688]"
Sel Score: 0.51 RTime: 1426.571,390.2156,2.0,0.9310028631281871,Unclear,"[3993768.259341713, 8185314.083459878, 4562228.451134385, 5618542.181333269, 5280002.526891264, 5456991.77970627]"
Sel Score: 0.51 RTime: 2626.782,421.7262,4.0,0.8724681570172929,Unclear,"[8087489.0359210195, 9522503.326204486, 6665426.099029715, 7029962.984547329, 9299891.272416323, 7387979.200856545]"
Sel Score: 0.51 RTime: 1513.422,462.7527,4.0,0.95045995010383,Unclear,"[3063272.590760465, 2647449.5109776137, 1234329.1688106805, 2755350.94588271, 2894302.596043046, 1138734.7305892408]"
Sel Score: 0.51 RTime: 6495.716,971.3492,2.0,0.9661274277822071,Unclear,"[5634517.903837523, 1820022.7636602714, 1762310.1091247564, 3351641.650365665, 4170579.445159289, 1487866.2911264899]"
Sel Score: 0.51 RTime: 2806.765,461.9794,4.0,0.9631996485494556,Unclear,"[10566448.82290974, 3630757.4124054913, 3938345.0161910523, 7959416.146223714, 6871410.555651964, 2898505.260489306]"
Sel Score: 0.51 RTime: 1686.94,395.4672,4.0,0.9488536989976667,Unclear,"[2492545.772982828, 2759303.1022729534, 4449912.727363014, 3116294.9784371536, 4654554.1600825, 1715219.1552630225]"
Sel Score: 0.51 RTime: 1634.59,429.9717,4.0,0.955136349772454,Unclear,"[1754357.2808093783, 4616881.102831372, 7024918.147023306, 4135893.50539663, 3768261.472868152, 5195203.909588761]"
Sel Score: 0.51 RTime: 1661.354,411.7194,4.0,0.961028193494934,Unclear,"[9503004.600066712, 3068204.240366042, 6253411.079487078, 9918806.653523017, 3667173.94762986, 4821854.561724601]"
Sel Score: 0.51 RTime: 1353.539,431.9889,2.0,0.9661798365389898,Unclear,"[5173432.947292429, 19089374.858268205, 12148857.713145623, 9945438.466927864, 5520284.90765849, 20146245.994857818]"
Sel Score: 0.51 RTime: 1526.541,418.7268,4.0,0.9689018120045885,Unclear,"[16316812.49412182, 5084350.293245978, 6110507.593961749, 5904563.636520592, 15295194.406970331, 5716471.154937337]"
Sel Score: 0.51 RTime: 2417.291,424.9898,2.0,0.9507543425060627,Unclear,"[8143008.359267964, 5247032.029040397, 11959369.27079038, 5676039.606315928, 7164363.228488135, 11973064.121732373]"
Sel Score: 0.51 RTime: 1591.451,399.4715,4.0,0.9758170074044941,Unclear,"[7530037.928969931, 2136433.0708124596, 674818.0958336672, 4057592.1271234863, 3217545.5930760903, 2850459.954092213]"
Sel Score: 0.51 RTime: 1379.706,335.7919,5.0,0.9517116326189872,Unclear,"[5925815.951564215, 4932579.657613063, 3606222.431591083, 6000702.604011595, 1987943.1391453533, 6174699.515889783]"
Sel Score: 0.51 RTime: 4128.139,484.244,4.0,0.9341392015024182,Unclear,"[3246773.7347885747, 4465952.557275665, 1982372.238550676, 3052274.6729701427, 3239920.744707039, 3201776.223843386]"
Sel Score: 0.51 RTime: 3599.648,812.1236,3.0,0.9581475579272503,Unclear,"[7227771.297053667, 2245915.292950725, 6075566.770986787, 6538100.394567578, 5852719.760213567, 2841049.4337636614]"
Sel Score: 0.51 RTime: 1580.256,434.5097,2.0,0.9578862153284659,Unclear,"[6384868.391790214, 2164847.67909876, 2945967.3529824363, 3594392.0640469417, 4246250.766622183, 3420798.874671403]"
Sel Score: 0.51 RTime: 4024.135,460.4771,2.0,0.9692234852812004,Unclear,"[4202631.189033117, 7513319.025414567, 1282648.4018370376, 3803321.656285407, 6280591.18589546, 2653232.3225655677]"
Sel Score: 0.5 RTime: 4156.861,586.9492,3.0,0.9471135754927279,Unclear,"[3734888.086735606, 7327392.269617961, 3430476.372498459, 4978816.354843109, 5120157.8406563625, 4107520.007775629]"
Sel Score: 0.5 RTime: 1372.318,429.7254,2.0,0.9710424159734092,Unclear,"[6252900.4433899475, 12416327.876330279, 4413162.897527359, 3590485.403050584, 13538166.83650449, 5501409.12022729]"
Sel Score: 0.5 RTime: 1305.736,433.9813,4.0,0.952279151546559,Unclear,"[4511536.135470624, 12674432.77924397, 7892889.676139642, 7445779.687029279, 8860409.935583713, 8288693.209220424]"
Sel Score: 0.5 RTime: 1353.924,452.2388,2.0,0.9435123909638026,Unclear,"[7512683.035393607, 9772067.110764574, 6655361.166705871, 4738055.357288212, 10714201.323899152, 8035676.026750318]"
Sel Score: 0.5 RTime: 1343.156,413.7215,2.0,0.971258056922254,Unclear,"[2215231.281609487, 17305358.703631382, 12181359.225503678, 12801943.19526023, 5210966.296703489, 13090714.200729884]"
Sel Score: 0.5 RTime: 2673.382,469.7431,2.0,0.962106639727321,Unclear,"[7182135.477069984, 4961133.995102432, 3762270.279112168, 3835155.12395034, 8515360.339544635, 3256404.776284862]"
Sel Score: 0.5 RTime: 1405.228,400.2199,2.0,0.9752965637705691,Unclear,"[12440566.056491783, 12645096.165851533, 2926913.082091731, 17211006.267613243, 3375007.8621493797, 6906201.200994929]"
Sel Score: 0.5 RTime: 2806.897,425.2369,4.0,0.9663789573240325,Unclear,"[3374089.6910779574, 12338647.37907418, 9129322.510574136, 5818967.029127326, 12146498.245531904, 6429844.8936818605]"
Sel Score: 0.5 RTime: 1558.931,431.7366,4.0,0.9536908975507346,Unclear,"[12687051.846582029, 6826557.338229143, 11716103.897558244, 14831215.452119406, 9098631.701521697, 6739262.764569342]"
Sel Score: 0.5 RTime: 2995.326,485.2452,4.0,0.9659814197656234,Unclear,"[6920015.290413237, 3182831.861092585, 3970895.809998619, 7329440.1958877025, 4027550.8499280736, 2466871.4163533016]"
Sel Score: 0.5 RTime: 1397.911,409.4836,4.0,0.9657707619111728,Unclear,"[8232429.714746996, 5474380.614261305, 4576744.837744844, 9633215.783633122, 2549667.2879441115, 5776388.78103533]"
Sel Score: 0.5 RTime: 4598.696,528.6162,3.0,0.952394771519218,Unclear,"[1479029.4503494008, 1701536.3798696331, 3178157.3745224797, 1744758.4846931128, 2410604.6778153516, 2091433.0399096021]"
Sel Score: 0.5 RTime: 1616.12,404.2201,4.0,0.9711929743320812,Unclear,"[6020353.594447532, 6525990.549740916, 1223542.8511676232, 2537292.6231389586, 6181656.5726763625, 4818229.845486243]"
Sel Score: 0.5 RTime: 1306.617,442.7409,2.0,0.9671214533202281,Unclear,"[5396284.60155109, 7235773.546474928, 9749177.979721753, 11247371.900085691, 2704894.2127496134, 8053636.476141203]"
Sel Score: 0.5 RTime: 5433.994,628.9647,3.0,0.9639227879595262,Unclear,"[764807.6927486698, 1504432.6385775893, 2277439.0523458035, 2013824.0217831195, 1410886.2062965757, 1046131.7967702906]"
Sel Score: 0.5 RTime: 1700.783,444.753,2.0,0.9622284710464717,Unclear,"[8771711.414857814, 5173723.902509286, 3849451.021127079, 7828947.155786576, 6257798.345030027, 3411864.284479207]"
Sel Score: 0.5 RTime: 1327.827,452.7418,2.0,0.9697350087652364,Unclear,"[2537986.430316018, 10491570.638665056, 8914950.932463232, 7132633.585979421, 10220272.450523458, 4227857.135377216]"
Sel Score: 0.5 RTime: 2904.612,443.7196,4.0,0.9751861121278632,Unclear,"[9809664.454992212, 14590618.542500751, 1903832.3795569774, 11266575.224188736, 10139402.675016537, 4468948.669895996]"
Sel Score: 0.5 RTime: 1364.387,413.7337,4.0,0.9684518227267238,Unclear,"[11007166.8003267, 15284218.136124752, 10182918.637384934, 20060417.38541605, 6429190.731693595, 9406602.70984239]"
Sel Score: 0.5 RTime: 1303.501,406.7374,2.0,0.9668297251977305,Unclear,"[2149343.3226333484, 7292936.1110401, 6476766.990060211, 6870786.606449898, 3607153.434102269, 5191599.795007648]"
Sel Score: 0.5 RTime: 1381.364,412.7174,2.0,0.9792858104512466,Unclear,"[9921634.686603418, 7265558.560970529, 9193163.28184347, 17817282.772450503, 4721077.404375812, 3434761.982701769]"
Sel Score: 0.5 RTime: 1752.626,434.9775,4.0,0.9438759131591795,Unclear,"[4614465.156128147, 6608391.694701863, 3538424.29268876, 4646192.52531922, 4343246.074530828, 5547046.585196488]"
Sel Score: 0.5 RTime: 3723.014,441.2284,4.0,0.961312713853251,Unclear,"[7051554.976737777, 4118761.3584208526, 3791034.750273719, 6108126.374868518, 2862527.785766091, 5764506.56298255]"
Sel Score: 0.5 RTime: 1441.588,420.2375,4.0,0.971174835108949,Unclear,"[6524471.244186396, 12336293.2460499, 3526263.047379344, 6157668.186941637, 9034323.112663988, 6868304.852753212]"
Sel Score: 0.5 RTime: 1330.771,355.5916,5.0,0.9758194747801654,Unclear,"[4945438.890540513, 8527141.145734834, 2421944.069374353, 5169018.378679277, 2549631.025378886, 7947411.39564585]"
Sel Score: 0.5 RTime: 4755.774,595.9541,3.0,0.9762604847317499,Unclear,"[7551258.261795499, 1734329.8210078613, 6834512.837692564, 4029905.022930471, 8489373.572281748, 3369124.5460700933]"
Sel Score: 0.5 RTime: 1634.232,419.4878,4.0,0.9760836028876306,Unclear,"[11739133.183154723, 3761357.927206852, 3890656.117262087, 6827915.490910262, 7705934.498737685, 4579754.982480753]"
Sel Score: 0.5 RTime: 3056.52,435.468,2.0,0.9426019270526019,Unclear,"[9746703.853150321, 7764157.227126767, 7555337.063250748, 10693469.516190795, 6003158.161714354, 8011143.029937667]"
Sel Score: 0.5 RTime: 1427.927,419.9786,4.0,0.9640104612891528,Unclear,"[10396872.30347431, 10262732.93644183, 4094831.728180805, 7593235.631985253, 6537813.977699863, 10277416.577309087]"
Sel Score: 0.5 RTime: 3290.359,566.6175,3.0,0.9735720417922187,Unclear,"[5212689.515365598, 8938181.712974738, 5115167.853418251, 2373829.7735482077, 7035957.398793242, 9592590.634899892]"
Sel Score: 0.5 RTime: 2655.582,454.9849,4.0,0.9601109593661689,Unclear,"[7977627.707691424, 8121561.98935555, 4413360.2022200525, 8319229.3502711365, 7664438.215087408, 4249456.647110666]"
Sel Score: 0.5 RTime: 3710.516,439.7245,2.0,0.9756139756308847,Unclear,"[4513950.857988683, 5338227.38577323, 4689103.915007906, 2799543.260799628, 8589733.439269595, 2953926.652674158]"
Sel Score: 0.5 RTime: 4050.296,459.7359,4.0,0.9792875299247003,Unclear,"[5907918.745013992, 11786752.041710174, 1660461.7350523437, 6971193.534821829, 6453962.791286584, 5670753.983892025]"
Sel Score: 0.5 RTime: 5364.855,617.2975,3.0,0.9807504475305946,Unclear,"[2045176.6800548176, 1683166.6431601488, 1175834.7626877518, 1045405.6413293491, 3091202.9398394297, 704657.740323999]"
Sel Score: 0.5 RTime: 3925.012,589.2819,3.0,0.97124569391673,Unclear,"[7208521.005647225, 7492952.342984061, 7873528.842330291, 10986429.932886235, 3005141.2263030736, 8296774.233989088]"
Sel Score: 0.5 RTime: 2242.029,438.2368,2.0,0.9773053427478707,Unclear,"[18144036.2927408, 16464885.234005906, 4100990.126230021, 7369162.307827235, 13135824.697256142, 17715555.01283163]"
Sel Score: 0.5 RTime: 3448.532,451.2306,2.0,0.9526003974795957,Unclear,"[8498548.546181638, 6008440.878875335, 11640792.716830336, 8117256.336324943, 8679740.830761796, 9020345.615586028]"
Sel Score: 0.5 RTime: 1987.387,446.4645,2.0,0.9763399678381368,Unclear,"[1878148.3507388984, 1508076.1680816934, 4268508.337973764, 2050292.9456128199, 3550509.029414404, 1957259.7982820363]"
Sel Score: 0.5 RTime: 7328.056,594.6841,3.0,0.9649897995201985,Unclear,"[1155340.3468344503, 2334686.493394243, 1295009.5369482695, 1910533.1963777049, 1553783.47738116, 1261078.220840993]"
Sel Score: 0.5 RTime: 4100.462,580.6217,3.0,0.9614834457549617,Unclear,"[6382228.818917596, 6369185.034611867, 3021647.235716316, 4825048.642073532, 4490738.159595252, 6261208.132968673]"
Sel Score: 0.5 RTime: 1326.92,391.2172,2.0,0.9816887958920735,Unclear,"[6134385.911160221, 14141220.075287584, 2561488.5090032835, 6696073.831217893, 9717385.210039515, 6149496.783991438]"
Sel Score: 0.5 RTime: 2216.762,400.4562,4.0,0.9532516548594144,Unclear,"[2697806.672119671, 3527016.536075602, 2837001.029915628, 1997673.3560426654, 3333090.6603232785, 3623603.299564197]"
Sel Score: 0.5 RTime: 2103.378,451.7291,2.0,0.9854821758389714,Unclear,"[6591095.7968032025, 2664648.17846697, 425603.513131213, 4164502.756877735, 3163924.8121354403, 2238861.074892253]"
Sel Score: 0.5 RTime: 1260.297,413.2462,2.0,0.9857694078030274,Unclear,"[730728.8556137051, 3144598.0779212657, 8017380.321834578, 2247832.951128415, 4573362.26060842, 4936159.033511344]"
Sel Score: 0.5 RTime: 2768.632,467.5006,2.0,0.9716912866272621,Unclear,"[3556767.375142727, 3208612.6572847697, 7185678.083560056, 4195236.698790855, 5441886.302518042, 4156234.2644703574]"
Sel Score: 0.5 RTime: 2243.954,452.261,2.0,0.9817523113039702,Unclear,"[3475765.3170437315, 997680.3969019749, 4750000.406004931, 4443669.043350059, 3242180.0393242016, 1434599.3298083507]"
Sel Score: 0.5 RTime: 1658.961,447.9841,2.0,0.9801900337899909,Unclear,"[7672234.799341689, 1628255.9801085652, 9883853.30398824, 5634416.804938637, 7755948.615481815, 5581541.68340634]"
Sel Score: 0.5 RTime: 1464.416,436.9826,2.0,0.9840324448526824,Unclear,"[8418961.130195245, 4210541.346832604, 13402223.984129595, 15612578.953554545, 3713193.316586483, 6418588.191532608]"
Sel Score: 0.5 RTime: 2024.258,421.7194,4.0,0.9737069996144555,Unclear,"[4452704.354101268, 1842080.4508149293, 4179614.286020334, 4609616.541837531, 2167520.843356792, 3582454.433869332]"
Sel Score: 0.5 RTime: 2939.658,414.4603,2.0,0.9669741525894313,Unclear,"[6254453.897557951, 7532041.6084369635, 4127612.685534636, 7334734.555039221, 6579435.1054, 3806712.817228266]"
Sel Score: 0.5 RTime: 1580.712,420.9647,2.0,0.9753285741837214,Unclear,"[3394060.73622531, 2274073.207554357, 5925445.065650331, 4983820.238833807, 3132617.0729189515, 3353750.3982862574]"
Sel Score: 0.5 RTime: 1783.892,409.725,4.0,0.9714508492309337,Unclear,"[4640459.536713527, 5682098.336208835, 4936818.8502965, 3994405.5076387846, 7618330.310410572, 3486473.6568228896]"
Sel Score: 0.5 RTime: 1821.107,436.0018,2.0,0.9773716294901127,Unclear,"[2798452.0478306604, 6130452.403452299, 3117449.5895769955, 2386149.928079134, 4097939.95383963, 5437017.428114505]"
Sel Score: 0.5 RTime: 2371.044,429.4929,4.0,0.9853799066865129,Unclear,"[12456180.844998375, 4956708.2315091435, 2635234.767021568, 10358636.757878546, 5164091.395616373, 4317646.031885553]"
Sel Score: 0.5 RTime: 1381.299,434.4856,4.0,0.9852546739462373,Unclear,"[12619118.212053804, 10379232.035595808, 8847023.661135534, 20229962.201415043, 2605830.8537693364, 8682111.509414025]"
Sel Score: 0.5 RTime: 2114.81,455.7286,2.0,0.97527236732099,Unclear,"[3034928.496011612, 1165806.6295414767, 1806306.7902758375, 1712337.933265967, 1851239.0722211339, 2383546.33068266]"
Sel Score: 0.5 RTime: 3281.248,580.2832,3.0,0.9789603563965388,Unclear,"[5697943.893206053, 3809167.40181991, 4093244.4094071747, 2692150.939464981, 3421261.4679549015, 7351372.228292225]"
Sel Score: 0.5 RTime: 1677.021,414.489,4.0,0.9755758384785006,Unclear,"[4775000.044235379, 3361610.5215769545, 8633501.166068802, 6056967.032657339, 4939853.810649735, 5608042.172066975]"
Sel Score: 0.5 RTime: 1950.362,424.4845,4.0,0.9865005529749783,Unclear,"[15989872.459073246, 8734808.668386504, 1762528.144960914, 4677680.8703458365, 13026940.221948639, 8521639.783287734]"
Sel Score: 0.5 RTime: 4495.059,567.6205,3.0,0.9849500939886634,Unclear,"[5182008.03276134, 9050963.311549367, 1894501.3353517381, 7353022.513017835, 6423328.369705584, 2193510.985902523]"
Sel Score: 0.5 RTime: 2937.567,461.4944,4.0,0.9805975746031158,Unclear,"[4399697.294016712, 15010142.482807795, 9694289.351860644, 7462273.78189251, 12582577.413217606, 8787566.076503199]"
Sel Score: 0.5 RTime: 1655.56,420.4692,2.0,0.9829883581218952,Unclear,"[3307566.723326409, 11052329.583990468, 5068791.195946811, 6550433.771684143, 8089445.676249153, 4610206.369635699]"
Sel Score: 0.5 RTime: 3900.575,583.287,3.0,0.9926253483433194,Unclear,"[1874776.878925072, 2092073.704241207, 9799107.0495748, 9781.0, 11043793.187786756, 2587146.4334802404]"
Sel Score: 0.5 RTime: 2318.419,443.4804,4.0,0.9852241030567082,Unclear,"[16015493.04901353, 5421058.835828163, 4565467.65812778, 8890344.779587483, 7054865.03599046, 9822768.612859363]"
Sel Score: 0.5 RTime: 1395.81,420.7372,2.0,0.9797353641501754,Unclear,"[8145339.462884269, 11878808.725366151, 10153090.830846561, 12527077.60477005, 3928330.4978919667, 13451386.487350283]"
Sel Score: 0.5 RTime: 2896.188,465.9932,4.0,0.9852486362264009,Unclear,"[2601149.717832353, 9195467.741419531, 13297002.75948513, 5677472.949038568, 12479278.730834052, 6712796.139615065]"
Sel Score: 0.5 RTime: 1377.84,421.7206,4.0,0.9821495933402004,Unclear,"[7040017.4429154005, 9849936.791331897, 12200962.74133006, 9368087.929999094, 4479923.633694788, 14995711.11714785]"
Sel Score: 0.5 RTime: 1412.756,439.4895,4.0,0.9894526623925359,Unclear,"[11823137.37901029, 10266267.135417653, 3836155.502933177, 17483802.147194512, 4610417.766649128, 3612713.2846118947]"
Sel Score: 0.5 RTime: 2995.98,417.736,4.0,0.9832027704998922,Unclear,"[4051936.172494667, 6578867.508789862, 1699391.282949089, 3851317.2875732267, 4980769.699984112, 3394405.96657959]"
Sel Score: 0.5 RTime: 1522.854,448.2354,2.0,0.9812048560196668,Unclear,"[3629307.7381710135, 6530597.120762568, 4808055.082820466, 6899193.607863658, 2692550.91638222, 5263603.557388936]"
Sel Score: 0.5 RTime: 4229.799,599.3423,4.0,0.9718702777784395,Unclear,"[28547665.840453856, 26073478.458315603, 31373952.036456708, 25304336.11730688, 21467728.410177056, 38588201.2677011]"
Sel Score: 0.5 RTime: 1567.951,418.2313,4.0,0.98738885068083,Unclear,"[14175833.844421066, 10072160.411100725, 4803325.915679503, 6462317.134407604, 15581868.274411228, 6803562.485289378]"
Sel Score: 0.5 RTime: 1362.503,438.4875,2.0,0.9868266635213255,Unclear,"[12074795.295188682, 9117754.0825689, 17092289.562121704, 20865580.763470083, 6053505.615064854, 11101026.611714229]"
Sel Score: 0.5 RTime: 1538.586,437.735,4.0,0.9892633483937023,Unclear,"[6487588.724676607, 3878711.441536303, 3404638.951486326, 6816838.506485638, 748689.1800699788, 6111388.802160685]"
Sel Score: 0.5 RTime: 3597.433,609.5964,4.0,0.9834354193135159,Unclear,"[49180518.93242962, 27291419.945902627, 23328881.903268583, 34368148.99035463, 41870039.055260435, 22911644.492924694]"
Sel Score: 0.5 RTime: 3286.116,444.9704,2.0,0.9832309130326745,Unclear,"[8663773.443160677, 5525733.260470592, 3328019.389226161, 6828343.717536806, 5270535.201799488, 5304943.12310995]"
Sel Score: 0.5 RTime: 4138.042,599.9507,3.0,0.989305161850923,Unclear,"[4459825.333555396, 4032753.430850581, 7985643.87024996, 4376782.043243819, 9460889.029058753, 2535653.777069938]"
Sel Score: 0.5 RTime: 1401.814,456.4878,2.0,0.980471427509476,Unclear,"[6388383.166214558, 4701266.752153157, 3680563.8561550546, 5748622.474706119, 3336062.7809499134, 5598797.858874629]"
Sel Score: 0.5 RTime: 2464.031,458.991,2.0,0.9899286130707373,Unclear,"[3736265.3354116846, 10722634.179599859, 3899276.8350225375, 6292184.109176019, 4850465.057320682, 7114816.810094966]"
Sel Score: 0.5 RTime: 1681.24,451.7305,2.0,0.989935791170486,Unclear,"[3467941.977169027, 5881655.61146885, 7514419.342050345, 6788836.062534277, 7568133.102023809, 2426694.278071399]"
Sel Score: 0.5 RTime: 1538.48,455.7399,2.0,0.9926535022151339,Unclear,"[5192462.866534005, 1965360.4974511154, 1896963.6625300613, 4318780.117146086, 2911105.474679518, 1786042.859940716]"
Sel Score: 0.5 RTime: 4509.135,589.2911,3.0,0.9961309435930317,Unclear,"[1980517.9880347669, 7519589.835475388, 19279486.6775387, 6179746.532832528, 7022048.396758291, 15485096.915390143]"
Sel Score: 0.5 RTime: 1576.0,423.4792,4.0,0.9942831561039714,Unclear,"[3583483.940298843, 11001262.422674807, 10937003.87632794, 4953801.320183137, 12942118.670029163, 7547946.982406129]"
Sel Score: 0.5 RTime: 3691.872,449.2168,2.0,0.9840282673026253,Unclear,"[3286967.3245069003, 4180567.931746829, 3102116.786893362, 4162598.7560533932, 2889641.000083426, 3485697.6588465525]"
Sel Score: 0.5 RTime: 1924.606,456.9955,4.0,0.9951803117536506,Unclear,"[2238120.0462952354, 8004261.135945131, 5341715.552546243, 5488467.762765827, 7462888.870680985, 2590531.306078521]"
Sel Score: 0.5 RTime: 4102.362,573.2919,3.0,0.9952350017696744,Unclear,"[8651073.542496853, 5850269.41049904, 2751098.7974142917, 4284037.872289454, 8707732.55970313, 4217533.354044757]"
Sel Score: 0.5 RTime: 1593.261,399.7064,4.0,0.99689700062375,Unclear,"[1896884.2522804388, 7486297.764288585, 2650074.981077798, 4203983.892771221, 4118417.8755865684, 3687748.680304501]"
Sel Score: 0.5 RTime: 1677.327,405.4669,4.0,0.9977441074727894,Unclear,"[2435717.448948286, 6596003.3335452145, 3501279.0069043604, 4246815.564577399, 6609865.073397433, 1659177.7511437647]"
Sel Score: 0.5 RTime: 1647.759,414.2339,4.0,0.9980660709827581,Unclear,"[3950974.1114819255, 10640500.396284062, 6728354.821850563, 6474256.323239569, 7254779.396120052, 7574747.49710556]"
Sel Score: 0.5 RTime: 2543.955,414.2135,4.0,0.9983680333937031,Unclear,"[7215137.414098931, 9166448.777351724, 5559169.785609992, 5541403.432219912, 4883750.435725248, 11499929.730278423]"
Sel Score: 0.5 RTime: 1637.307,404.4657,4.0,0.9979348937718432,Unclear,"[5756401.498698976, 7071147.114247879, 3585340.7975055114, 5996181.587481001, 5930212.7917367965, 4476938.857779483]"
Sel Score: 0.5 RTime: 4212.419,570.9516,3.0,0.9994385464845185,Unclear,"[7710039.891937852, 2123123.3865903453, 16827571.40689714, 11552090.791651264, 10775408.538505364, 4322117.018264642]"
Sel Score: 0.5 RTime: 3989.01,572.9584,3.0,0.9991427734715128,Unclear,"[8480075.41187285, 6736437.539554884, 4708939.283642484, 7453431.686911749, 9442642.387210837, 3021758.734458556]"
Sel Score: 0.5 RTime: 3069.561,457.7466,4.0,0.9994300401690032,Unclear,"[6087642.33947947, 11273373.183646716, 2944259.097357707, 4540340.750340537, 6265912.896826368, 9492483.343754528]"
Sel Score: 0.5 RTime: 3464.809,440.2187,2.0,0.9996139632123092,Unclear,"[5392675.613211648, 4544912.838702632, 12136965.217047444, 3323760.4121635817, 14612855.813001659, 4131145.616959521]"
Sel Score: 0.5 RTime: 1490.221,436.244,2.0,0.999761180935504,Unclear,"[9005672.821448749, 5765969.668601674, 6345568.331201943, 7272337.762539725, 6803378.7720419625, 7042510.055531106]"
Sel Score: 0.5 RTime: 3470.319,463.9804,2.0,0.9977879479572341,Unclear,"[6996568.234058116, 3825221.5991908973, 4104836.5480629434, 2861667.638591279, 6257854.3864854025, 5820126.6078157695]"
