Compound,m/z,z,p value,specificity,areas
Sel Score: 0.23 RTime: 3773.845,455.4798,4.0,0.21779042968286988,Unclear,"[4248800.358861699, 4911941.752744477, 2515170.2409751406, 3808010.724062227, 22222678.434687536, 13847038.30238477]"
Sel Score: 0.23 RTime: 2513.929,428.2283,4.0,0.25956974722183396,Unclear,"[6860631.538082998, 8822140.699412147, 8843884.799614554, 46184034.2867356, 34041258.43050315, 3544877.5199349057]"
Sel Score: 0.23 RTime: 3316.019,445.7493,4.0,0.04546431729686376,WDR5,"[3324277.728833957, 1800425.6489786506, 3187220.861710855, 6554455.395947547, 12224764.746584844, 9618575.7941217]"
Sel Score: 0.23 RTime: 4127.126,456.2457,2.0,0.04420697887486703,WDR5,"[2001851.4944732257, 1591185.8300739229, 906777.3445431736, 6583793.694233774, 5313454.409356814, 3476527.3823496033]"
Sel Score: 0.23 RTime: 2644.269,422.9776,2.0,0.49566352249498363,Unclear,"[12578232.909193544, 3883187.6686346154, 6440322.14380731, 4639199.239140123, 70707624.42343532, 2927064.903809582]"
Sel Score: 0.23 RTime: 2627.408,444.9887,2.0,0.24664714935766058,Unclear,"[2687983.351814806, 8671479.359965855, 3066029.0747545618, 30564619.802881423, 12286405.533409111, 6458656.958850137]"
Sel Score: 0.23 RTime: 2889.578,403.2178,4.0,0.24406938962008332,Unclear,"[8487387.66236268, 3888392.863204392, 4557559.745777593, 11786744.135143008, 36095680.573190406, 10011534.805668395]"
Sel Score: 0.23 RTime: 2341.171,409.9854,4.0,0.10430625537372358,WDR5,"[2154303.794543416, 2261506.5901323934, 3115312.479149787, 12757830.31016967, 7519746.38055067, 5484861.381920446]"
Sel Score: 0.23 RTime: 3033.043,453.2402,2.0,0.07330378710602466,WDR5,"[7662232.675391467, 6873584.474869776, 5411522.810734833, 32151090.62494497, 17512786.572148643, 18581067.014383752]"
Sel Score: 0.23 RTime: 2454.897,395.9564,2.0,0.031645158726115175,WDR5,"[3292942.487535178, 720883.968147608, 1636139.1985211181, 8017493.660588886, 4349403.633174923, 6965703.399577001]"
Sel Score: 0.23 RTime: 1642.251,363.0061,5.0,0.05384223629106299,WDR5,"[816999.8133298216, 1731665.3988197634, 1311465.9439720842, 4601357.481212992, 2870072.1145051266, 5742517.216586474]"
Sel Score: 0.23 RTime: 4043.69,474.2464,2.0,0.0008933962468312291,WDR5,"[2603381.5813321183, 1265593.742808296, 1879366.2735497528, 6505727.42976307, 7162119.935232815, 6013904.008156579]"
Sel Score: 0.23 RTime: 1701.358,329.5896,5.0,0.21174285917277966,Unclear,"[533570.3093258869, 556411.8690346585, 346732.87802407466, 1854517.0367845003, 2630843.03183436, 434301.1240500165]"
Sel Score: 0.23 RTime: 2470.289,393.4626,2.0,0.007887482401337798,WDR5,"[1982365.5220658416, 1578066.9339188687, 365044.2078559368, 5202311.997825926, 4122342.155849903, 4117625.6465837397]"
Sel Score: 0.23 RTime: 1385.423,384.7161,4.0,0.29780305370164667,Unclear,"[2001785.752533257, 2073199.4752133403, 1619981.188897675, 12500079.852807118, 1104662.572536619, 5907746.43321314]"
Sel Score: 0.23 RTime: 4016.106,547.2964,3.0,0.22455959583112103,Unclear,"[2816213.9982708166, 1972471.02075667, 1555205.2297129538, 13119843.793592975, 3568931.684982048, 5049599.917181776]"
Sel Score: 0.23 RTime: 3436.946,410.974,4.0,0.09455383371946924,WDR5,"[2745885.0690202448, 2325980.5423120833, 1362022.6114393678, 5248282.3163884245, 10921222.957065137, 5877746.996412193]"
Sel Score: 0.23 RTime: 2190.25,437.4856,2.0,0.19718039943245386,Unclear,"[2310140.4903073255, 6761550.712758588, 3021720.6982495543, 3906234.500073447, 21728802.619615775, 15816599.972606294]"
Sel Score: 0.23 RTime: 1308.398,350.1956,5.0,0.031056117533746635,WDR5,"[4290911.532294604, 2922922.646714233, 2713661.270860377, 11475099.306577625, 14130628.779372951, 8423261.993484892]"
Sel Score: 0.23 RTime: 2411.737,424.7433,2.0,0.17507599432500429,Unclear,"[8013348.103390731, 2785557.3238975857, 1460173.420578143, 19886361.239107803, 18076285.690431837, 4082749.6167031727]"
Sel Score: 0.23 RTime: 3890.996,444.2319,2.0,0.12106089995000484,WDR5,"[2921536.928071611, 1662227.7942325268, 2273738.5589866196, 11327695.337786753, 8334438.679874222, 3857516.2640158366]"
Sel Score: 0.23 RTime: 1646.663,348.9954,5.0,0.1564893419656577,Unclear,"[1141925.2573508539, 1428560.5710792548, 2327000.063972025, 4740651.991325802, 9091056.191509917, 2968692.824795429]"
Sel Score: 0.23 RTime: 2901.601,415.2179,2.0,0.16843733239603928,Unclear,"[3761366.7770042955, 1960848.9725816674, 4846133.528878396, 8209328.288200353, 20328608.058956303, 7745258.210629646]"
Sel Score: 0.23 RTime: 3037.769,412.2368,2.0,0.11868110523787578,WDR5,"[3619486.6739346357, 3418146.7777178, 3900377.056575007, 11157785.518903367, 18913473.593908373, 7486324.284606998]"
Sel Score: 0.23 RTime: 3695.789,430.9857,4.0,0.0914143541346628,WDR5,"[1117492.6573982714, 1997822.5774558666, 2386225.905065073, 5720400.559085317, 9170753.98633562, 4000150.167044621]"
Sel Score: 0.23 RTime: 2088.045,429.7165,4.0,0.2060145586490556,Unclear,"[2779055.347829276, 1962183.4704022133, 8528391.437426832, 23596870.091771312, 18338953.66903515, 3640859.0569267594]"
Sel Score: 0.23 RTime: 2572.455,404.2114,4.0,0.17246213480407063,Unclear,"[4590524.606057311, 5343590.113454636, 3128826.2021551896, 24999147.992022585, 11683476.598470552, 8184466.441222586]"
Sel Score: 0.23 RTime: 2646.367,446.2434,2.0,0.15750796121889776,Unclear,"[4801583.8707489595, 7874976.0987039395, 6827903.659950088, 22014450.871441323, 35012934.99664666, 10007559.339162266]"
Sel Score: 0.23 RTime: 2890.853,394.973,4.0,0.20052015849411747,Unclear,"[1913455.0098306206, 2491517.259855097, 2960428.832733562, 7582660.844378093, 14339901.556108912, 3392066.0369100296]"
Sel Score: 0.23 RTime: 4644.848,543.2872,3.0,0.2142201077053991,Unclear,"[2052166.208614752, 1852700.801765468, 5056762.9584500315, 18128163.306911547, 8451958.174486086, 4221674.794597554]"
Sel Score: 0.23 RTime: 2061.639,438.7397,2.0,0.22770313511556697,Unclear,"[2258746.4102777587, 4837875.955670129, 2788431.6388375154, 9279806.118715258, 20310295.808025524, 4396396.1670436915]"
Sel Score: 0.23 RTime: 2838.971,412.2452,2.0,0.1440249705934141,Unclear,"[2655755.271215366, 1414963.0430775362, 3245226.123380251, 10647082.500386903, 11301130.01075668, 3206288.4681559503]"
Sel Score: 0.23 RTime: 2098.557,455.2263,2.0,0.07063914238986582,WDR5,"[3201539.059086283, 923941.0127501361, 2147681.8275183784, 7457918.681453164, 9839542.340438273, 4285546.886625504]"
Sel Score: 0.23 RTime: 4203.854,939.1452,2.0,0.24436638366916805,Unclear,"[9087105.717796132, 3911203.1976731913, 11836441.792796016, 53082239.850245334, 19780896.544912636, 12582183.8984754]"
Sel Score: 0.23 RTime: 2819.912,402.7276,2.0,0.0998565857349331,WDR5,"[4327945.766343557, 2591577.515535376, 827377.9310421211, 9761651.710781623, 12451885.34302501, 4440193.309988832]"
Sel Score: 0.22 RTime: 2080.224,450.736,2.0,0.05468521898523675,WDR5,"[2643602.371832534, 2900338.7710534986, 2055495.4082876437, 11812918.406279087, 6785795.787426839, 7581404.922160598]"
Sel Score: 0.22 RTime: 1272.161,344.0008,5.0,0.04470372929926608,WDR5,"[85654.62186696765, 5527658.403529104, 2960829.2821648205, 10267354.555010939, 9542789.51398907, 9732609.431611644]"
Sel Score: 0.22 RTime: 1583.591,355.8029,5.0,0.31242771533350666,Unclear,"[650211.6067004608, 5615095.050229657, 813364.0646655334, 16486082.594593683, 5824005.49175045, 2096479.6387277474]"
Sel Score: 0.22 RTime: 2306.325,350.386,5.0,0.09735427993363693,WDR5,"[148226.68022090438, 585197.0433336591, 778343.1162277263, 2473236.8067586822, 1830651.1143434, 909890.4239305439]"
Sel Score: 0.22 RTime: 2113.379,434.4906,4.0,0.3884657678946273,Unclear,"[2207354.560640535, 2185631.0757092815, 6110857.650848055, 27726568.39213069, 3370358.633376313, 5131298.12730473]"
Sel Score: 0.22 RTime: 2906.748,425.7346,4.0,0.2572626023327532,Unclear,"[3348990.6162795876, 3400735.0031307777, 10180530.053474985, 16088339.600091059, 36291124.15014681, 6025395.698648823]"
Sel Score: 0.22 RTime: 2452.474,450.4874,2.0,0.2017783227637127,Unclear,"[6788150.722213919, 3714883.745283401, 4392458.561594721, 28853718.37555319, 16298816.730411803, 6249414.10964561]"
Sel Score: 0.22 RTime: 1604.996,411.716,2.0,0.09949770857665786,WDR5,"[705942.7211871436, 4221480.151550891, 3600440.6638674075, 7529592.810900636, 6929884.634902447, 15000738.699718304]"
Sel Score: 0.22 RTime: 2615.139,403.9639,2.0,0.08218893601617036,WDR5,"[2845188.7497238433, 3382653.3182081534, 2375681.729123351, 8942669.482830914, 14090500.780879952, 6690305.602183131]"
Sel Score: 0.22 RTime: 3402.624,421.4881,4.0,0.01824797361592524,WDR5,"[1150254.963432962, 2474894.6983300387, 1480902.4797633688, 6458449.900567329, 6862773.292204429, 4329048.927578214]"
Sel Score: 0.22 RTime: 2142.693,417.9682,4.0,0.045255373772970155,WDR5,"[2519074.8410246703, 3633475.789231245, 1014715.9111873747, 11372004.74844094, 6877871.505853967, 6528641.078558377]"
Sel Score: 0.22 RTime: 2215.154,435.9757,2.0,0.19585954850111556,Unclear,"[2006265.1890976636, 2998713.82924429, 5839818.415648763, 10062593.021551847, 21628516.192962095, 5806035.278226303]"
Sel Score: 0.22 RTime: 3209.545,402.4801,2.0,0.2046783388945013,Unclear,"[2233058.5598454005, 1098719.158627799, 2391997.1779899728, 4433280.962879793, 11675324.157832434, 3682756.8161303815]"
Sel Score: 0.22 RTime: 1841.516,422.9692,4.0,0.0029200905599582206,WDR5,"[1902392.0388605392, 1697706.4266096698, 3701332.6170924534, 9727278.034768507, 7967048.86501096, 7555595.58173971]"
Sel Score: 0.22 RTime: 2903.463,456.2294,4.0,0.059795285110331636,WDR5,"[2912028.756738844, 5283844.950097432, 3511005.7826545853, 18791503.286033083, 10924847.934399072, 10777428.72202042]"
Sel Score: 0.22 RTime: 3547.764,429.4864,2.0,0.002953731745994627,WDR5,"[2328511.7503200676, 828780.6719445584, 2541382.9543460943, 7464114.281773325, 6109843.196250964, 6137964.477339111]"
Sel Score: 0.22 RTime: 4105.24,545.6223,3.0,0.048866978052257995,WDR5,"[1223930.0420088093, 2042547.6834347646, 2754608.375163146, 9409595.159906883, 6310992.918026256, 5111068.645097958]"
Sel Score: 0.22 RTime: 3029.223,402.2161,2.0,0.1562743229480315,Unclear,"[4426579.691550809, 2834280.682519065, 2064129.5677572102, 11435584.078908142, 16457734.835446706, 4375669.817114041]"
Sel Score: 0.22 RTime: 2715.189,454.7319,4.0,0.2919860701038873,Unclear,"[3460820.6577933147, 3424254.744962114, 2252994.420670718, 6812529.697688289, 20985405.347247165, 3830318.785552604]"
Sel Score: 0.22 RTime: 3152.345,414.4695,4.0,0.2895472995084162,Unclear,"[3606131.075092531, 2502184.3710086416, 4818901.934271498, 9209081.729526766, 24797147.371916384, 3817603.7535716174]"
Sel Score: 0.22 RTime: 2839.335,433.7333,2.0,0.1497322706297775,Unclear,"[3347984.855985492, 6708523.350566876, 5673672.6263737, 23416515.36686723, 24345665.089873206, 6688931.155668639]"
Sel Score: 0.22 RTime: 2787.426,447.2322,2.0,0.06049717666846062,WDR5,"[5884135.762393127, 10888401.527179094, 6256137.754081851, 17738798.75124309, 36141647.86170173, 25887524.728905782]"
Sel Score: 0.22 RTime: 1500.708,359.3939,5.0,0.10993059247211676,WDR5,"[3037946.769550672, 1446399.0889706367, 477110.40362334537, 8861116.730147611, 3568805.3683789237, 4756062.496477918]"
Sel Score: 0.22 RTime: 2511.772,438.7228,2.0,0.12969335845147548,WDR5,"[6983551.901487041, 3778646.4406748023, 4534656.595349506, 24735265.8212655, 20589361.43711161, 7677804.388062766]"
Sel Score: 0.22 RTime: 2354.13,466.2445,2.0,0.25044758825231295,Unclear,"[1802680.7603479247, 2964027.2045139354, 2649706.411526099, 8440675.366277749, 15231101.895202141, 2025714.9709449369]"
Sel Score: 0.22 RTime: 2056.276,337.785,5.0,0.045642749164069435,WDR5,"[713716.3932409532, 495424.78670921, 944344.9825601174, 3333987.8899413683, 1894385.4101065903, 2235336.715979447]"
Sel Score: 0.22 RTime: 1413.379,357.8016,5.0,0.1934109164979802,Unclear,"[2164963.3943071067, 4701873.10028903, 3386168.3946796614, 15011257.661514804, 3132586.359673854, 17395009.34596119]"
Sel Score: 0.22 RTime: 2648.148,389.2272,2.0,0.16847109262627946,Unclear,"[1682788.3340948317, 1501072.1960905567, 1659157.126556629, 7209705.8334189905, 7732339.276881538, 1844808.3589980474]"
Sel Score: 0.22 RTime: 3469.137,447.4928,4.0,0.08365006610058211,WDR5,"[4389767.784236824, 2780858.9245081698, 3063882.2047444712, 6789539.749295633, 15939043.111596199, 12761460.869661134]"
Sel Score: 0.22 RTime: 2014.668,428.9793,2.0,0.006643984785402299,WDR5,"[5672209.839339496, 2482443.355390133, 2150654.3748650234, 9588559.861709492, 13508355.232332999, 12644607.721180951]"
Sel Score: 0.22 RTime: 4763.848,583.9598,3.0,0.024919976486632543,WDR5,"[3018975.6653697593, 3360596.8642852176, 2353198.953068649, 12140737.769628724, 10392237.831281023, 7766154.368347217]"
Sel Score: 0.22 RTime: 2867.717,400.9671,4.0,0.10682233338831205,WDR5,"[1639560.1152194047, 1835140.9975925144, 1888580.872207161, 3413964.068783981, 8865705.002541546, 6331236.822890574]"
Sel Score: 0.22 RTime: 3955.694,461.2408,4.0,0.1253898237102088,WDR5,"[2804333.716042095, 1192212.754955155, 1513786.0057108216, 4896455.5732491035, 10047303.9702788, 4178175.2171007125]"
Sel Score: 0.22 RTime: 2523.133,397.719,2.0,0.09360248435563655,WDR5,"[3048281.0627696584, 1571779.8504426433, 1947382.1299011747, 10707012.123007135, 7822797.296444159, 4269856.819195248]"
Sel Score: 0.22 RTime: 2232.273,430.9722,2.0,0.16308184584906435,Unclear,"[9976.0, 6352929.900053806, 3716454.114653361, 19705656.83334717, 7691477.108521443, 7610752.876489688]"
Sel Score: 0.22 RTime: 2596.197,400.2166,4.0,0.17735829671930717,Unclear,"[5528607.883676784, 1860763.6527925208, 1977717.619515971, 16038694.048386406, 13266242.949701283, 3239561.21153191]"
Sel Score: 0.22 RTime: 2813.309,451.2284,4.0,0.135629122432401,Unclear,"[8292275.678696422, 5192743.4490407, 6704657.788235132, 36634660.8354975, 20255536.26302721, 13276819.724899178]"
Sel Score: 0.22 RTime: 2288.953,445.2227,4.0,0.29377721860066947,Unclear,"[2779287.1697438303, 5779220.218927369, 3546656.0426046452, 8317094.831213054, 28141520.981831923, 5626302.059028145]"
Sel Score: 0.22 RTime: 2569.602,418.7309,2.0,0.09530482569769244,WDR5,"[2786764.529500266, 6589313.941869625, 2615470.2026563142, 10589783.588184971, 21027189.24391046, 10089718.702742418]"
Sel Score: 0.22 RTime: 2350.255,398.7203,2.0,0.2607268937182509,Unclear,"[1828015.4061290894, 2404049.1604837584, 1681512.0531768417, 5578209.637563908, 12837882.48785215, 2153245.0968968403]"
Sel Score: 0.22 RTime: 1632.169,350.401,5.0,0.07806338811211108,WDR5,"[936669.4050950083, 2108719.300960271, 1110126.4954682044, 4051845.846134631, 3405148.3281394243, 7004464.693390611]"
Sel Score: 0.22 RTime: 7484.057,653.3849,3.0,0.23187710203233194,Unclear,"[723659.998106313, 1020766.8716772484, 675652.342087649, 1205437.4029170629, 5113924.653919753, 2102762.1711215368]"
Sel Score: 0.22 RTime: 3057.902,446.988,2.0,0.1767741062080528,Unclear,"[5494408.473885188, 7217296.359077576, 5922721.884602497, 36613688.844480135, 12920834.435029509, 15322444.470276635]"
Sel Score: 0.22 RTime: 1956.984,412.7301,4.0,0.07779366591239675,WDR5,"[1067516.5310884486, 1483098.5904467243, 6526125.810206016, 7848939.956382539, 15546623.48585678, 8200619.7501449175]"
Sel Score: 0.22 RTime: 3566.603,419.9719,4.0,0.039159364243339705,WDR5,"[1733042.2080574865, 3266083.1688009286, 2240018.6000096635, 11129793.340515653, 7483694.698260054, 6591923.803556621]"
Sel Score: 0.22 RTime: 3338.471,418.7188,2.0,0.0895604475734362,WDR5,"[3845245.350716785, 1534840.5588158467, 4291482.293144243, 5931726.938955139, 12583513.062437108, 15161556.228784034]"
Sel Score: 0.22 RTime: 3887.334,423.9759,2.0,0.1306899125365891,WDR5,"[819931.1408037625, 2760292.4947263612, 2220513.344536053, 10345676.190474292, 6456286.821503497, 3397691.778627857]"
Sel Score: 0.22 RTime: 2294.054,442.4905,4.0,0.07782441179599293,WDR5,"[4849151.081118365, 4044730.615852072, 6402220.955026918, 25441690.479959145, 14696423.20653131, 13126900.436240008]"
Sel Score: 0.22 RTime: 3879.801,555.2906,3.0,0.13333420726839695,WDR5,"[3441888.3574368013, 2779938.844559322, 906610.0934290813, 9741796.867059682, 11700594.881436583, 3391630.7678929335]"
Sel Score: 0.22 RTime: 2212.72,399.7344,2.0,0.17841374481242592,Unclear,"[4366531.555586409, 2187072.513698926, 1342117.4294009204, 15324874.239330655, 8099403.131154637, 4085362.534873793]"
Sel Score: 0.22 RTime: 6182.713,477.7676,2.0,0.007455837785469896,WDR5,"[1866620.8568825787, 1226255.2855641493, 681663.5368281296, 4565576.409039694, 4384032.18341607, 4204289.013411167]"
Sel Score: 0.22 RTime: 3890.3,443.2364,2.0,0.15853352089510733,Unclear,"[2761179.4419086385, 3050258.157205185, 3042944.495090558, 15933005.985487606, 4398586.126163863, 10528388.44971679]"
Sel Score: 0.22 RTime: 2339.925,390.7222,2.0,0.14153537886138082,Unclear,"[1799402.2630070907, 777057.3564564057, 1544127.384495015, 7627944.315628439, 2675227.7638192, 4060225.7755866186]"
Sel Score: 0.22 RTime: 4115.424,426.4792,2.0,0.033102444918688634,WDR5,"[1632883.1501909038, 1316485.9690578212, 1276496.3780421917, 5111701.276966606, 5982133.19727989, 3640156.440890576]"
Sel Score: 0.22 RTime: 2381.96,433.9964,2.0,0.2178545609929005,Unclear,"[2262366.643086952, 6250085.291636043, 2447386.481588942, 21438737.853420775, 13344052.174173258, 3457175.001824105]"
Sel Score: 0.22 RTime: 3182.562,401.9815,2.0,0.2465856113894226,Unclear,"[1230011.8712585634, 1788509.2706357355, 1678620.6497106021, 9978913.348316351, 4655745.100171225, 1754745.3476709076]"
Sel Score: 0.22 RTime: 2221.921,408.9733,2.0,0.06364310537370614,WDR5,"[5500339.003209231, 4511023.671403701, 1562729.9475002354, 8721741.27271843, 13006143.91140025, 18699057.09699359]"
Sel Score: 0.22 RTime: 2008.452,433.9965,2.0,0.22112376987103016,Unclear,"[825652.85314553, 1899621.7937390432, 2580155.7761683054, 3703491.742564355, 11250012.76461471, 3577769.5215143706]"
Sel Score: 0.22 RTime: 2129.503,374.8005,5.0,0.05047343946438439,WDR5,"[1179180.5370690953, 402405.7080015204, 734280.2668516159, 3477845.9536731103, 2919498.1068089576, 1698284.8650689574]"
Sel Score: 0.22 RTime: 3864.114,443.7379,2.0,0.165344638449596,Unclear,"[3534188.6852291073, 2644192.57137669, 1216245.594778309, 13186498.656790532, 9520366.954562979, 3145401.5233430075]"
Sel Score: 0.22 RTime: 2129.856,450.4972,4.0,0.006190995274655348,WDR5,"[836881.3631071688, 2189815.7822050313, 1565603.8696347903, 6436604.116691009, 4873985.578919256, 4747807.851716825]"
Sel Score: 0.22 RTime: 2082.319,389.9629,2.0,0.0926858863867842,WDR5,"[827506.637302897, 2957430.4609468956, 650522.6145705162, 6345228.772512572, 6681567.3661982585, 2483905.843174303]"
Sel Score: 0.22 RTime: 2609.121,437.9701,2.0,0.34053995020120587,Unclear,"[3907655.753111479, 6971821.427732719, 4762006.933452838, 10510906.407001799, 5183790.641396774, 39012325.795413084]"
Sel Score: 0.22 RTime: 1345.693,365.2112,5.0,0.13354045563803366,WDR5,"[5406887.885190966, 1688000.6692292832, 3041803.3500219015, 13120049.695305316, 5054978.2062413115, 17285009.670526277]"
Sel Score: 0.22 RTime: 2927.336,470.2396,2.0,0.217067053313138,Unclear,"[4179174.1541173793, 1913146.7784933804, 1758632.1193466852, 5600728.888308036, 16588794.321903322, 5279251.147450693]"
Sel Score: 0.22 RTime: 3992.456,565.9433,3.0,0.028314066843289024,WDR5,"[3314243.301729905, 5978196.97679174, 775357.7755383736, 13503175.205475323, 13796060.406822214, 7928559.978408577]"
Sel Score: 0.22 RTime: 3478.535,439.7353,2.0,0.040786455762795014,WDR5,"[6486358.771497562, 3529499.6961583453, 1541974.8326396206, 11565236.659927243, 18454886.03978823, 10434049.054398837]"
Sel Score: 0.22 RTime: 2901.565,446.9758,2.0,0.09552174871718473,WDR5,"[2219479.0240239473, 4815777.289116884, 6211308.62449124, 14334354.616415367, 22716828.489605274, 9314042.116686553]"
Sel Score: 0.22 RTime: 3324.902,420.4885,2.0,0.20520062018621965,Unclear,"[2018872.38186929, 2729334.9092837963, 1355884.120766589, 12573136.074559476, 5212997.877208973, 3581258.2201078227]"
Sel Score: 0.22 RTime: 2876.09,385.2106,4.0,0.2432351255028485,Unclear,"[950040.8936070844, 3402360.5606359574, 1884409.9524117198, 5988742.528270808, 13363987.012253476, 2482275.6318914145]"
Sel Score: 0.22 RTime: 2517.859,417.4668,4.0,0.12874414577195292,WDR5,"[6317973.138680474, 3411526.34324818, 1962602.936223234, 6563392.58658855, 20668431.99509905, 13714014.119387958]"
Sel Score: 0.22 RTime: 3091.004,421.2233,2.0,0.1102610981988438,WDR5,"[5159376.153268152, 6405482.106839139, 4402378.943823401, 18892470.101053104, 26976692.689043783, 10060817.403629243]"
Sel Score: 0.22 RTime: 3020.417,408.9701,2.0,0.2217440186735812,Unclear,"[4263076.328423041, 3902223.5208139536, 1429467.800398251, 8715464.93970543, 20146011.892016947, 4757053.010417822]"
Sel Score: 0.22 RTime: 1787.174,361.998,5.0,0.22816695385174898,Unclear,"[1491493.0862082066, 2042713.1407391857, 964876.4950049229, 9660747.583161099, 3235572.899753192, 2884999.5252203927]"
Sel Score: 0.22 RTime: 3305.668,395.9658,2.0,0.011865822890073435,WDR5,"[1891600.9578976622, 419868.82469404856, 1178755.8179878637, 5079687.853659491, 3580135.152442961, 3586153.417981424]"
Sel Score: 0.22 RTime: 2070.545,420.4698,2.0,0.17769812251338984,Unclear,"[7508553.401109482, 3347594.0447175875, 632709.2189159177, 5396250.340151482, 22239794.77985924, 12679534.589585133]"
Sel Score: 0.22 RTime: 3077.839,414.969,2.0,0.20897015576537248,Unclear,"[4625634.402980054, 4217762.483459256, 2337888.6764018475, 6155234.03008458, 23134544.48252706, 9947788.209584178]"
Sel Score: 0.22 RTime: 3578.681,443.4833,4.0,0.21135722599459084,Unclear,"[4539311.521852959, 2216452.6128026443, 4808936.720867668, 22404864.77153519, 14388670.814967452, 3830205.83990987]"
Sel Score: 0.22 RTime: 2795.953,437.2441,2.0,0.22351954223739282,Unclear,"[2010163.5859541208, 1989394.5786193348, 3900010.93149021, 6857258.202201754, 16739849.95172751, 4153112.0530942436]"
Sel Score: 0.22 RTime: 2330.363,432.7301,4.0,0.30107447227605677,Unclear,"[4134460.95124286, 2733500.8412314737, 2326551.8040944664, 7091500.866610656, 21734803.862744756, 3480181.8318497264]"
Sel Score: 0.22 RTime: 1709.499,444.9803,2.0,0.23333953247968758,Unclear,"[2407307.2694197553, 3011471.34065765, 2050695.7007074514, 3210625.870543425, 15802136.033126976, 7236167.35955633]"
Sel Score: 0.22 RTime: 1907.582,415.9663,2.0,0.2274884694444633,Unclear,"[3900417.9079484874, 2226121.8240098828, 2151780.2902003597, 17692091.842098903, 4527574.448667596, 6872107.635559759]"
Sel Score: 0.22 RTime: 4044.145,558.6111,3.0,0.21647689786294427,Unclear,"[4022316.0630769082, 2661626.4092047065, 4082713.360308148, 22021038.827604678, 11244323.924532805, 4593750.846983704]"
Sel Score: 0.22 RTime: 1686.96,410.7266,4.0,0.07211353643154053,WDR5,"[4003795.159893925, 2131389.4215991125, 2867489.3278405396, 8918308.068914436, 7710245.688283147, 15028083.968025275]"
Sel Score: 0.22 RTime: 3615.907,422.9695,2.0,0.08565611396953615,WDR5,"[3452694.6203345787, 1029847.3355973721, 3312935.132704661, 7449040.49142173, 6421092.184948403, 13552393.354799986]"
Sel Score: 0.22 RTime: 2319.835,461.9854,4.0,0.1277824540579461,WDR5,"[2949171.173042103, 2087091.3690211019, 1986269.2700661235, 8097659.831935091, 12400538.307076996, 4215972.128005904]"
Sel Score: 0.22 RTime: 2437.109,423.7424,4.0,0.13635816194821743,Unclear,"[2376423.5690779886, 5309142.162551301, 4018180.949712086, 10915987.316325571, 21905758.808189306, 8376612.206553592]"
Sel Score: 0.22 RTime: 2841.596,419.9713,2.0,0.18172574415762507,Unclear,"[6586336.498355098, 7479201.722713286, 3661837.515390019, 12488005.517067812, 35705159.50258126, 14211316.697012722]"
Sel Score: 0.22 RTime: 2456.55,415.741,2.0,0.22034798502677097,Unclear,"[3988732.093927611, 4438488.311826698, 4556679.333671147, 20987336.138817836, 21869180.50258088, 2852984.328148935]"
Sel Score: 0.22 RTime: 5216.213,570.6324,3.0,0.055275075729166484,WDR5,"[828954.791391634, 636578.3309382077, 1980413.185722769, 3723869.1505424175, 5632122.047654359, 2778741.0248871176]"
Sel Score: 0.22 RTime: 2340.793,434.498,4.0,0.12216211738024649,WDR5,"[1505709.751005469, 1967316.2553544035, 3727701.7228524606, 6799525.802516505, 13254974.853749225, 5315068.224500992]"
Sel Score: 0.22 RTime: 1805.956,433.4828,2.0,0.09743704965394807,WDR5,"[2447534.868697618, 2616114.329557051, 1185437.4548864036, 10338678.429467939, 3958192.606023621, 7726033.80831826]"
Sel Score: 0.22 RTime: 3101.771,391.2045,2.0,0.0406494262594305,WDR5,"[3066531.7736170334, 556194.9547671098, 1705041.4494936713, 6769811.9533012705, 7984090.169772057, 4023576.3139524143]"
Sel Score: 0.22 RTime: 3326.264,560.2704,3.0,0.17626383784872382,Unclear,"[2593794.6478081066, 3060486.645353607, 3158779.1923772665, 17529872.628579948, 6012297.185755655, 7522828.186812615]"
Sel Score: 0.22 RTime: 1976.847,429.2206,2.0,0.10943857278212459,WDR5,"[5095359.656131706, 3201097.903236535, 1689893.7981526882, 15575026.609781913, 14261223.343899297, 5366344.484994989]"
Sel Score: 0.22 RTime: 2177.531,433.4736,4.0,0.01028312706855489,WDR5,"[2292258.469587498, 3918018.7696364373, 1822972.7817344228, 8056953.125469404, 11576522.298067227, 8700949.38502001]"
Sel Score: 0.22 RTime: 2113.618,426.9713,2.0,0.13445282179792864,Unclear,"[3759848.8550655846, 1278782.038567516, 4442637.853576631, 17464268.210641466, 5799300.440835437, 10206367.88316305]"
Sel Score: 0.22 RTime: 1207.953,427.4857,2.0,0.1987304108472128,Unclear,"[17528.00383205907, 3000230.567103915, 3165654.850323732, 3603030.7755252, 12840449.246343717, 5388097.597565047]"
Sel Score: 0.22 RTime: 2655.435,392.7135,4.0,0.263677480535532,Unclear,"[2934836.5557745122, 1923211.4561200077, 2434041.623284802, 6303315.382830268, 16365476.411665963, 3077673.024146259]"
Sel Score: 0.22 RTime: 2519.904,421.4872,4.0,0.13362301513824107,WDR5,"[1366573.5729356697, 9481048.108177828, 5091965.530135848, 18282711.90190801, 29057444.292345434, 8941877.794145957]"
Sel Score: 0.22 RTime: 1285.531,340.7803,5.0,0.16423598602296852,Unclear,"[18262.629811956096, 3388212.9894696986, 2734067.039109897, 11492976.509455003, 2796701.3496197476, 7392497.030727438]"
