m/z,RT (min),z,Obs Mass,Specificity,P-value,SelScore 12ca5,SelScore Intstd 12ca5,Ln(Concentration-Dependent Enrichment) 12ca5,SelScore WDR5,SelScore Intstd WDR5,Ln(Concentration-Dependent Enrichment) WDR5,Areas_toberemoved_12ca5,yint_toberemoved_12ca5,Slope_toberemoved_12ca5,Areas_toberemoved_WDR5,yint_toberemoved_WDR5,Slope_toberemoved_WDR5,Area of Beads Only Reference,SelScore Rank WDR5,SelScore Intstd Rank WDR5,Concentration-Dependent Enrichment Rank WDR5,Total Rank WDR5,Total Intstd Rank WDR5
381.47125358881993,39.35841929618577,4.0,1521.8559084752796,WDR5,7.709778298567479e-05,0.06996228388955858,880723.0624815987,-12.535843563783338,0.9300377161104414,11707817.698593253,14.819580013691516,"((1, 293530.9852268813), (0.6, 407895.40634238155), (0.3, 512709.46575517877))",576510.2261763392,-278129.9039100512,"((1, 3902604.8045045435), (0.6, 1157667.1492462335), (0.3, 1519151.5738916395))",576510.2261763392,2729366.2945892187,576510.2261763392,20,2596,2199,2219,4795
677.3312132123632,66.05224996547433,3.0,2028.9718102270895,WDR5,0.009270029040673575,0.07306104390408391,1943305.0669132709,13.073216906640269,0.9269389560959161,24655070.2514641,15.640997531938718,"((1, 647769.3448122141), (0.6, 880882.9155859944), (0.3, 407832.20834006666))",320220.2861806712,476020.83660715655,"((1, 8218355.936837673), (0.6, 1906729.5126878943), (0.3, 814862.0163957548))",320220.2861806712,6205816.354444109,320220.2861806712,21,1367,858,879,2225
420.50490792488404,32.86636559872825,2.0,838.995262909768,WDR5,0.09286269737182111,0.07837592287565483,1440533.738092742,12.650001932194865,0.9216240771243451,16939265.63445412,14.959801206990695,"((1, 480179.136969304), (0.6, 1221531.0940039859), (0.3, 465450.6917018676))",474039.53567889176,311764.0504690581,"((1, 3451358.9007484415), (0.6, 2313362.8520113933), (0.3, 2048691.4472742325))",474039.53567889176,3140213.0534213134,474039.53567889176,22,2130,2039,2061,4169
322.9852756586651,21.15719484812524,5.0,1609.8899959433256,WDR5,0.003229005707526848,0.08099068808206661,1123599.952665566,-11.557637006244423,0.9190093119179334,12749599.291265287,14.943873123499205,"((1, 374536.69993005256), (0.6, 1308611.3419895533), (0.3, 273548.245770548))",733367.5155173353,-104572.61675600776,"((1, 4287461.990382758), (0.6, 2282164.6953343377), (0.3, 726651.5203220313))",733367.5155173353,3090591.713239333,733367.5155173353,23,2509,2058,2081,4567
406.9607279982277,35.336292109474655,4.0,1623.8138061129107,WDR5,0.06626166033869423,0.08202141101314167,1855802.6009420552,12.336333684302662,0.9179785889868582,20770028.606042594,15.336006379476252,"((1, 618599.701202803), (0.6, 1724704.4254205201), (0.3, 1725683.0024411567))",968831.9963735532,227825.14009836927,"((1, 5239487.82367396), (0.6, 4018273.0813555247), (0.3, 2744478.7632586136))",968831.9963735532,4574492.7648599865,968831.9963735532,24,1741,1421,1445,3162
325.7854629679557,21.366510374347413,5.0,1623.8909324897786,WDR5,0.10395834104303635,0.0821579264589346,1704350.288224806,-13.499236453190099,0.9178420735410654,19040456.22873007,15.241265230028745,"((1, 568114.6849081507), (0.6, 792554.7088836217), (0.3, 221595.96574172776))",1140511.9909480335,-728859.6388775399,"((1, 6207860.746279818), (0.6, 2282537.9305971414), (0.3, 2076782.332028417))",1140511.9909480335,4160996.8462281115,1140511.9909480335,25,1916,1594,1619,3510
349.8137225570593,19.981446801060635,5.0,1744.0322304352965,WDR5,0.09680306795899551,0.08442010323990212,734886.9237644934,13.017802199832524,0.9155798967600978,7970230.643743298,15.173184238605309,"((1, 244938.74685724507), (0.6, 772180.7755423948), (0.3, 1237975.9858691234))",224535.91246840588,450359.8459388313,"((1, 3405162.6619710866), (0.6, 4034389.271992132), (0.3, 790583.5866108323))",224535.91246840588,3887140.046355514,224535.91246840588,26,2772,1731,1757,4503
453.22510941317256,46.536678157746046,2.0,904.4356658863451,WDR5,0.11896433283669144,0.08521307808916447,4983457.2662576875,-8.60762681784519,0.9147869219108355,53498848.24373861,16.344214586070255,"((1, 1661150.6953085652), (0.6, 3811255.6828353587), (0.3, 3033152.965214774))",2560939.6746222996,-5473.244247385997,"((1, 18172856.030763417), (0.6, 7110116.621889442), (0.3, 2019561.7353988152))",2560939.6746222996,12537247.683068736,2560939.6746222996,27,131,90,117,221
726.9022234317088,116.78190166077417,2.0,1451.7898939234176,WDR5,0.025371206921501997,0.08527454052894612,720163.3010959289,-13.312810867109471,0.914725459471054,7725068.964347615,14.270265639419135,"((1, 240054.71640978684), (0.6, 661107.814178632), (0.3, 1077289.3279444352))",966844.5092049977,-604895.4227477678,"((1, 2575023.593183737), (0.6, 2300106.3367692498), (0.3, 556029.6547976863))",966844.5092049977,1575787.3962117268,966844.5092049977,28,2780,2599,2627,5379
462.7437347183458,102.12046640686873,2.0,923.4729164966916,WDR5,0.02654089750437395,0.08560389821364033,821400.6773220637,-12.775745178340726,0.9143961017863597,8773964.656066222,14.308861844625179,"((1, 273823.40299806703), (0.6, 889314.0407345999), (0.3, 1883239.177846808))",992112.1615991761,-353537.6193583412,"((1, 2924657.440314623), (0.6, 2155758.1854857854), (0.3, 139015.3096596043))",992112.1615991761,1637795.7561495278,992112.1615991761,29,2746,2576,2605,5322
534.6376285962764,119.53466894742569,3.0,1600.891056378829,WDR5,0.011975572231739772,0.08777607168338288,435749.6533574595,-12.012612068952539,0.9122239283166171,4528583.393230139,14.05535830740541,"((1, 145250.6371634987), (0.6, 878519.3199125797), (0.3, 1029815.1688113125))",642261.2942287503,-164820.4648977433,"((1, 1509528.5210013352), (0.6, 2168135.6022547563), (0.3, 843057.406049096))",642261.2942287503,1271055.61666099,642261.2942287503,30,2835,2676,2706,5511
474.2691296189497,124.7681252167404,4.0,1893.0474125957987,WDR5,0.01567127906314487,0.08930335011910664,375496.2408781999,-13.186488679625764,0.9106966498808933,3829231.13359755,13.330041332566202,"((1, 125167.52480588244), (0.6, 230116.8404755875), (0.3, 771973.7144656762))",667286.0980060615,-533112.9954384225,"((1, 1276410.2974509757), (0.6, 1297157.4044482685), (0.3, 351603.25991902273))",667286.0980060615,615408.363771229,667286.0980060615,31,2841,2789,2820,5630
351.1929007859838,38.41406407754801,5.0,1750.928121579919,WDR5,0.011608945733923681,0.09026433395988717,2257104.125868409,13.356618304456198,0.9097356660401128,22748388.374319427,15.503100537912191,"((1, 752368.2473576618), (0.6, 1602840.93280246), (0.3, 851610.0318040418))",554305.250308687,631983.3352185076,"((1, 7582795.377214965), (0.6, 1658261.4550961647), (0.3, 1049196.704244217))",554305.250308687,5406435.374028889,554305.250308687,32,1534,1109,1141,2643
391.4635362757548,35.307893956551005,4.0,1561.825039223019,WDR5,0.06343291715518355,0.0914007157950965,1501056.0168845947,-13.42837595541221,0.9085992842049034,14921747.719682246,14.590594449345076,"((1, 500352.9561119015), (0.6, 2009996.5039512392), (0.3, 687819.7607524005))",1524866.5018666184,-678999.6936837345,"((1, 4795788.841128563), (0.6, 1304492.3593220403), (0.3, 1554615.79821424))",1524866.5018666184,2170774.2287924206,1524866.5018666184,33,2325,2411,2444,4736
496.03201789376425,126.04962344094407,4.0,1980.098965695057,WDR5,0.07228544067999783,0.09725682398786974,519437.9775614531,-12.634914983169908,0.9027431760121303,4821451.805413976,13.535685484233776,"((1, 173143.1659604329), (0.6, 578992.8251009949), (0.3, 1263330.4487169448))",707803.6246983517,-307095.78561607725,"((1, 1607152.570344826), (0.6, 1124899.3298004966), (0.3, 529376.1892896808))",707803.6246983517,755915.9594500314,707803.6246983517,34,2832,2774,2808,5606
676.873972811553,122.2598881878489,2.0,1351.733392683106,WDR5,0.02491369982489945,0.10079372095857522,423568.1195246073,12.019338397278894,0.8992062790414247,3778758.329944281,13.870580194593119,"((1, 141127.56665969608), (0.6, 218111.89394468124), (0.3, 458767.4733034014))",88959.12069655134,165932.8383601444,"((1, 1259585.891143965), (0.6, 684408.1994636189), (0.3, 102940.31250331916))",88959.12069655134,1056614.1911639168,88959.12069655134,35,2843,2725,2760,5568
411.9623843174667,35.14186974046782,2.0,821.9102156949333,WDR5,0.12455947201231066,0.10121929937479977,4419021.03638323,13.748772729006031,0.8987807006252003,39238868.9478209,15.941154027441575,"((1, 1473007.7610941874), (0.6, 1640371.6177087454), (0.3, 1808470.2539830392))",864938.5319023527,935440.4145794591,"((1, 11136252.544546396), (0.6, 2726541.757756073), (0.3, 3399072.28866199))",864938.5319023527,8378286.925880827,864938.5319023527,36,419,398,434,817
567.2745656633181,83.15797142820851,3.0,1698.8018675799542,WDR5,0.06520023233000606,0.10229946297675091,1614701.8245351973,-13.774314913629615,0.8977005370232491,14169367.588440731,14.332275558802017,"((1, 538244.3908841214), (0.6, 2102147.565169308), (0.3, 699037.2728863717))",1789854.7851250889,-959641.3631846342,"((1, 3662577.7288024314), (0.6, 2119053.519151433), (0.3, 2992590.400440045))",1789854.7851250889,1676595.0835724003,1789854.7851250889,37,2389,2568,2605,4957
398.9884634047771,34.1307186636675,4.0,1591.9247477391084,WDR5,0.043762097538983365,0.10248796826066553,1360967.0986643354,10.784530814521517,0.8975120317393345,11918319.453322753,14.806809605569327,"((1, 453654.7681842697), (0.6, 1096334.7048115449), (0.3, 815578.0866734596))",676915.7640952334,48268.32437788311,"((1, 3972771.1969304667), (0.6, 1264490.5593121878), (0.3, 1540123.210995619))",676915.7640952334,2694732.7857910963,676915.7640952334,38,2584,2212,2250,4796
342.7887155699208,21.28090985125943,5.0,1708.907195499604,WDR5,0.02776183921155943,0.10310166396002501,4531517.166785213,-14.256274358386866,0.896898336039975,39420413.31362092,15.62463263024375,"((1, 1510505.43221396), (0.6, 2978003.6468577734), (0.3, 2763541.505144239))",3357639.9144607806,-1553893.6299741073,"((1, 10504609.553493131), (0.6, 6664352.1205191985), (0.3, 2428895.438837454))",3357639.9144607806,6105085.255191401,3357639.9144607806,39,413,887,926,1300
414.2252032012223,35.28804368294013,2.0,826.4358534624446,WDR5,0.09099651081081342,0.10445765761827913,5801468.896325547,12.291115244331895,0.8955423423817208,49737483.71474988,16.18568014370073,"((1, 1534603.21473002), (0.6, 2379843.822823224), (0.3, 1473627.8840386188))",1625713.935825266,217752.68914573823,"((1, 10595155.43904938), (0.6, 10583615.666961722), (0.3, 5524603.9110014355))",1625713.935825266,10699206.56309326,1625713.935825266,40,166,169,209,335
337.3895631787998,21.178289814494086,5.0,1681.911433543999,WDR5,0.008236928317083574,0.10853412633194569,4926865.15394484,13.492840545049305,0.8914658736680543,40467752.37746912,15.897767629888293,"((1, 1642288.9220280822), (0.6, 3420661.934115796), (0.3, 854969.6306829317))",1526878.1114526931,724212.7958113835,"((1, 11561553.18223277), (0.6, 4248680.688978086), (0.3, 1410043.3280853573))",1526878.1114526931,8022555.980575717,1526878.1114526931,41,367,464,505,831
398.96526094921984,41.1204536125903,4.0,1591.8319379168793,WDR5,0.012644050497401593,0.10991379437271058,3633327.526349256,12.775105287944362,0.8900862056272895,29422828.41008286,15.924469188626626,"((1, 1211110.4739743944), (0.6, 1445779.439523143), (0.3, 1642571.122132264))",1083709.3927366387,353311.4663952317,"((1, 12004977.3370058), (0.6, 1895010.2659781307), (0.3, 2881886.61986064))",1083709.3927366387,8239656.289914292,1083709.3927366387,42,957,417,459,1374
412.21581076035227,34.4111622845815,4.0,1644.834137161409,WDR5,0.10989534724931806,0.11116291426114247,4345132.166824991,-12.469916423786993,0.8888370857388576,34742833.41688994,16.036719596896997,"((1, 3483646.365400972), (0.6, 2027072.3592708723), (0.3, 1886383.1081620802))",2970190.9936032626,-260384.95829055345,"((1, 11056280.66447951), (0.6, 10185299.544307044), (0.3, 6142278.125094033))",2970190.9936032626,9218469.61960216,2970190.9936032626,43,620,295,338,915
341.7926425542372,19.961867260054724,5.0,1703.9268304211862,WDR5,0.013033082868335136,0.11210988580998399,1929274.4374118217,14.076934986277896,0.887890114190016,15279506.246583927,15.718586330337153,"((1, 643005.9168139248), (0.6, 1185259.3404539803), (0.3, 2061157.1160723472))",46989.15353002451,1298778.7869599448,"((1, 6651055.808716073), (0.6, 4601918.212513159), (0.3, 1338279.0662695456))",46989.15353002451,6706490.389678712,46989.15353002451,44,2287,734,778,3021
342.18226650795236,26.994860674049406,5.0,1705.8749501897619,WDR5,0.10232069293475181,0.11310673849422967,2651051.3494723244,-13.20345034405613,0.8868932615057703,20787440.3333868,14.74831769315773,"((1, 883684.6436887983), (0.6, 600836.5003249884), (0.3, 1014948.8163929129))",1228899.1919986145,-542232.6023868598,"((1, 4867128.033486188), (0.6, 1369547.4798139376), (0.3, 1104736.938572171))",1228899.1919986145,2541633.8828553287,1228899.1919986145,45,1737,2276,2321,4013
413.9810368861313,51.558179757947975,2.0,825.9475208322625,WDR5,0.07526119196742752,0.11387423977429108,5783205.653000579,-13.896052632333037,0.886125760225709,45002693.46222873,16.13563061759869,"((1, 1927854.580486952), (0.6, 2635191.7075061146), (0.3, 2926371.1906295414))",3136052.0596067966,-1083874.4490161587,"((1, 16534494.589396447), (0.6, 4572978.391950875), (0.3, 4789055.354786978))",3136052.0596067966,10176896.067151075,3136052.0596067966,46,238,207,253,445
401.9573517851641,46.502842049054465,2.0,801.9001506303282,WDR5,0.12071158232348468,0.11475631387051644,2727613.150556232,-13.195977571857217,0.8852436861294836,21041128.268185165,14.945346214555807,"((1, 909204.307247463), (0.6, 2048226.7758925145), (0.3, 1269397.1716553678))",1736496.4826079246,-538195.723793168,"((1, 5948317.366937748), (0.6, 2325749.1274965187), (0.3, 1478469.2001131016))",1736496.4826079246,3095147.7911866633,1736496.4826079246,47,1708,2056,2103,3764
390.2204777943251,43.895280905539764,4.0,1556.8528052973004,WDR5,0.11023546556044071,0.11495236881471346,3498252.798132656,-12.718572912596233,0.8850476311852865,26933941.28541278,15.300250826338793,"((1, 1166082.2773731628), (0.6, 2037199.6927933071), (0.3, 753830.7025056401))",1630891.9661230014,-333892.0154327417,"((1, 7722468.648560072), (0.6, 2278063.86721985), (0.3, 1364750.3639524346))",1630891.9661230014,4413818.855540504,1630891.9661230014,48,1156,1488,1536,2644
339.1985161858662,33.3922344708268,5.0,1690.956198579331,WDR5,0.007831248303254898,0.1153424142020997,2087938.7196090554,-13.12535059057773,0.8846575857979003,16014150.906767488,14.884259943157595,"((1, 695977.6071060218), (0.6, 859681.7566281367), (0.3, 943211.6282274431))",1169431.114684032,-501495.8396703488,"((1, 5338055.528966592), (0.6, 1000239.8198231399), (0.3, 1685788.4803506222))",1169431.114684032,2911735.7621383956,1169431.114684032,49,2216,2130,2179,4346
407.23343027887455,53.150658365412205,2.0,812.452307617749,WDR5,0.060459922704945886,0.11537076154208287,4790802.830241874,14.311277051980984,0.8846292384579171,36734474.16547572,16.071730911305316,"((1, 1596934.0544020662), (0.6, 3622159.1373137585), (0.3, 1576962.0220425625))",980406.1741124276,1641756.153171939,"((1, 12202274.710512066), (0.6, 4158246.630225523), (0.3, 3362024.826627375))",980406.1741124276,9546936.840361096,980406.1741124276,50,520,269,319,789
398.2126846369438,38.853943862636434,4.0,1588.821632667775,WDR5,0.0054222612040371095,0.1157599555712255,9263628.868582921,14.71982573644414,0.8842400444287746,70760839.20304777,16.594602878131372,"((1, 4564450.963389162), (0.6, 3858228.7306127944), (0.3, 2465269.0915360944))",2124800.740638891,2470239.6703919107,"((1, 23633391.477994006), (0.6, 4622249.666806447), (0.3, 3272517.723999484))",2124800.740638891,16104396.675869389,2124800.740638891,51,44,29,80,73
402.9809593331279,51.81908611859991,2.0,803.9473657262557,WDR5,0.1313799246651055,0.11713481622874908,3631999.6426534224,-14.332767720818715,0.8828651837712509,27375003.736773912,15.308058498275416,"((1, 1210664.538089147), (0.6, 1386409.4875766102), (0.3, 1320443.7264150733))",2563633.154234867,-1677420.4430785587,"((1, 9124998.29781121), (0.6, 2406833.4281305694), (0.3, 2506689.9047539826))",2563633.154234867,4448415.388592893,2563633.154234867,52,1128,1477,1529,2605
411.48249361338145,55.10907934448779,4.0,1641.9008685735257,WDR5,0.0762431639203318,0.11715425341422926,4377718.803098655,13.361114050950302,0.8828457465857709,32989416.196431365,15.897937475529186,"((1, 1459239.5583958037), (0.6, 1942278.7957041722), (0.3, 1341263.2246508626))",1108674.1569523236,634830.9684043052,"((1, 10130981.624687355), (0.6, 4536124.179867466), (0.3, 2961689.574936775))",1108674.1569523236,8023918.6924598925,1108674.1569523236,53,717,463,516,1180
405.230512828289,36.07630951707519,2.0,808.446472716578,WDR5,0.0967607292864977,0.11727256969688868,3189193.3267790587,14.054458891608544,0.8827274303031113,24005514.992669236,16.30150286811002,"((1, 3274872.5047142194), (0.6, 2431425.424671071), (0.3, 1402390.2448682094))",1743721.6289861994,1269912.9231160143,"((1, 15630231.802361825), (0.6, 6437462.969351768), (0.3, 4130874.1319224522))",1743721.6289861994,12013034.998803366,1743721.6289861994,54,1427,105,159,1532
429.989065464518,55.668799043587924,4.0,1715.9271559780718,WDR5,0.017269872051194464,0.11763588548529545,4844764.258582312,12.797829040713012,0.8823641145147046,36339643.361555934,15.80307433932373,"((1, 1614792.6714990407), (0.6, 3771330.3730192804), (0.3, 2546282.7230470865))",2167052.3140652464,361431.94323479827,"((1, 11500314.858576031), (0.6, 4048986.8418635377), (0.3, 2564685.316392452))",2167052.3140652464,7297733.214409702,2167052.3140652464,55,533,599,654,1132
