m/z,RT (min),z,Obs Mass,Specificity,P-value,SelScore 12ca5,SelScore Intstd 12ca5,Ln(Concentration-Dependent Enrichment) 12ca5,SelScore WDR5,SelScore Intstd WDR5,Ln(Concentration-Dependent Enrichment) WDR5,Areas_toberemoved_12ca5,yint_toberemoved_12ca5,Slope_toberemoved_12ca5,Areas_toberemoved_WDR5,yint_toberemoved_WDR5,Slope_toberemoved_WDR5,Area of Beads Only Reference,SelScore Rank 12ca5,SelScore Intstd Rank 12ca5,Concentration-Dependent Enrichment Rank 12ca5,Total Rank 12ca5,Total Intstd Rank 12ca5
441.74779425196107,24.550047696784336,2.0,881.4810355639221,12ca5,0.07455095912714164,0.8209987062013555,37059295.55609299,15.374991725333063,0.17900129379864455,8079990.628121713,15.06355482058378,"((1, 5820064.9878325835), (0.6, 7203740.423083015), (0.3, 5430976.859264829))",2565731.9214993473,4756352.853786136,"((1, 6147575.375075907), (0.6, 4349417.4462078195), (0.3, 3895912.6311675385))",2565731.9214993473,3483523.4340412957,2565731.9214993473,20,45,72,92,117
450.7600049808137,22.109921062730105,2.0,899.5054570216273,12ca5,0.0010228818348474744,0.8135918886657123,35427086.63943522,15.333534140052965,0.18640811133428778,8116964.294424893,-14.522305869898844,"((1, 11809028.540203748), (0.6, 3734829.0392580424), (0.3, 6704629.26994301))",4970883.3479426075,4563197.491568152,"((1, 2705653.237600416), (0.6, 4798642.01687351), (0.3, 3066630.0229929))",4970883.3479426075,-2027483.3845578553,4970883.3479426075,21,54,84,105,138
451.28373519409837,33.565292073554204,2.0,900.5529174481967,12ca5,0.10349698792612264,0.8103537682396734,99114675.0542888,16.67102732950933,0.1896462317603266,23195702.140100032,-14.90338508934421,"((1, 32248889.428394545), (0.6, 27305775.721228052), (0.3, 31545985.068623647))",17310628.4592825,17383418.14276249,"((1, 5697291.219556183), (0.6, 21591391.63979179), (0.3, 33115090.75352724))",17310628.4592825,-2967959.059912378,17310628.4592825,22,2,4,26,6
462.2590886388471,23.448257053925193,2.0,922.5036243376942,12ca5,0.04329578974688964,0.801691916961424,19714070.11126211,14.454149976116529,0.19830808303857617,4876511.001221178,-14.373159580322106,"((1, 6571356.42676608), (0.6, 3938150.5493294075), (0.3, 1862464.2163676247))",3550961.9268592745,1893902.3164166855,"((1, 1715633.0218399402), (0.6, 2605909.2997160433), (0.3, 3117116.074543455))",3550961.9268592745,-1746561.542667355,3550961.9268592745,23,171,176,199,347
456.75773156228854,22.126268881317255,4.0,1823.001820369154,12ca5,0.014706636403257797,0.7963890148557217,25351233.264831766,14.611656388660721,0.20361098514427833,6481492.6918723695,-15.141827035007838,"((1, 8450410.391803278), (0.6, 6690408.943495535), (0.3, 4096289.751746781))",5515222.081191394,2216979.825529852,"((1, 2183456.6970231663), (0.6, 3430829.7711191196), (0.3, 2582040.9718931927))",5515222.081191394,-3767141.447228431,5515222.081191394,24,125,163,187,288
460.00477044285765,24.76632951644634,2.0,917.9949879457153,12ca5,0.09728871715760057,0.7961315593211509,17380996.59399719,15.237925921875568,0.20386844067884918,4450817.998075632,-12.86838056586446,"((1, 7313568.1934065595), (0.6, 3794128.872064406), (0.3, 2002030.7061703913))",2198591.176953286,4147125.169326278,"((1, 1426385.3815741276), (0.6, 1526118.2648709898), (0.3, 4242935.5525033735))",2198591.176953286,-387852.5675543384,2198591.176953286,25,187,96,121,283
424.7547018054957,22.557353446675105,2.0,847.4948506709914,12ca5,0.0003585376509202528,0.7943368304194031,16518963.480729878,14.966982751551013,0.20566316958059702,4276954.381983359,-13.875546663258636,"((1, 5506319.015228841), (0.6, 6029945.692419554), (0.3, 3113214.1841176017))",2880065.4041363695,3162845.8051781715,"((1, 1557091.6783192905), (0.6, 2506113.810150716), (0.3, 2905485.7265892583))",2880065.4041363695,-1061874.8851585456,2880065.4041363695,26,195,125,151,320
455.01409398797057,22.267410069654254,2.0,908.0136350359411,12ca5,0.053309209280594134,0.7940515110700577,23212697.401482526,14.260951578851962,0.20594848892994239,6020541.346720694,-14.875352341926664,"((1, 7737564.688198109), (0.6, 2807263.324283483), (0.3, 1859714.6231307283))",4061120.078335523,1561178.5563835953,"((1, 1854641.38607923), (0.6, 1549607.9646892238), (0.3, 2490487.2494956744))",4061120.078335523,-2885914.3552113324,4061120.078335523,27,142,193,220,335
447.00000230457334,23.61643447858496,2.0,891.9854516691466,12ca5,0.02055320398857753,0.7937335188807059,39857730.719887316,15.134785852319244,0.20626648111929408,10357775.834621351,-15.209112948030485,"((1, 12462296.939952143), (0.6, 5656102.187956072), (0.3, 7344833.890778866))",6650199.82426579,3740709.4814388272,"((1, 3505438.931188281), (0.6, 3611955.617861902), (0.3, 3734085.11077806))",6650199.82426579,-4029339.19103686,6650199.82426579,28,30,104,132,134
454.5016247726549,23.172680282914015,4.0,1813.9773932106195,12ca5,0.0648197736478532,0.7931683441441195,36214817.81082286,15.632811361512788,0.20683165585588048,9443607.765781581,-14.155631158202617,"((1, 11857181.28147486), (0.6, 5561813.81097762), (0.3, 5734257.7395630805))",4204986.950210988,6155221.854277185,"((1, 2998394.1862625475), (0.6, 2847825.1068598735), (0.3, 4149887.4880111977))",4204986.950210988,-1405117.037795357,4204986.950210988,29,52,41,70,93
433.0078123020802,23.201430993261475,2.0,864.0010716641603,12ca5,0.010236802906318678,0.7920501397805637,27358446.85196747,15.186802971551838,0.20794986021943618,7182859.9137217365,-14.8053652525362,"((1, 9120994.728390852), (0.6, 6760269.79282171), (0.3, 4644089.062366984))",4661444.837791568,3940440.0842703315,"((1, 2668954.1407364234), (0.6, 2162504.2527297717), (0.3, 3295218.3241538443))",4661444.837791568,-2690843.449781751,4661444.837791568,30,110,100,130,210
415.75629752154805,22.234718983732023,4.0,1658.996084206192,12ca5,0.05698428656093171,0.7916515206571108,14158870.684465038,14.973229569748165,0.20834847934288914,3726360.7778739193,12.56815728735294,"((1, 4719624.335709774), (0.6, 1522502.7564745399), (0.3, 1964497.698414196))",846110.8000857957,3182665.368060692,"((1, 1246593.7842736247), (0.6, 727256.1205182244), (0.3, 1137320.0424723465))",846110.8000857957,287264.1019202871,846110.8000857957,31,209,124,155,333
561.2997570041917,115.71371775476236,3.0,1680.8774416025753,12ca5,0.0031919145799787292,0.7911150230051566,4261293.729019678,13.654158410846302,0.20888497699484335,1125146.4283579201,10.846711868649738,"((1, 1420431.1038904593), (0.6, 315513.77447151503), (0.3, 106055.25688763981))",214535.28721080208,850992.3438349023,"((1, 332911.70785670547), (0.6, 190132.0322985697), (0.3, 117017.78900584583))",214535.28721080208,51364.978580767274,214535.28721080208,32,256,228,260,484
454.2469817896057,22.135541846951877,2.0,906.4794106392113,12ca5,0.1007372088799197,0.7858999032165136,37118123.187796816,15.879556904686272,0.2141000967834865,10111966.847690646,13.952912432964357,"((1, 12372699.894360198), (0.6, 5215095.869253309), (0.3, 3027601.1442520893))",2624870.720197846,7877781.641987352,"((1, 3370657.802626539), (0.6, 3753296.149874889), (0.3, 3427293.6922347727))",2624870.720197846,1147289.1227034759,2624870.720197846,33,44,22,55,66
446.253071181172,26.892285906109905,4.0,1780.983178844688,12ca5,0.1036537183908816,0.7844564709754125,28623920.540992767,14.996696326589772,0.21554352902458748,7864937.158658914,13.80539969098267,"((1, 5911750.837331231), (0.6, 3648645.207277698), (0.3, 3212669.0492501464))",2284367.004645383,3258235.426521587,"((1, 2193389.7297403826), (0.6, 3380851.886149721), (0.3, 5179365.167277601))",2284367.004645383,989940.075996831,2284367.004645383,34,98,119,153,217
441.50525623574435,23.816618535946194,4.0,1761.9919190629773,12ca5,0.0008315895942809084,0.7804531063674846,36514615.539123684,15.861976491491472,0.21954689363251545,10271815.626582244,-13.207653065874785,"((1, 12569412.460211096), (0.6, 8530820.538299328), (0.3, 6253904.38831266))",4389660.551603395,7740497.27943777,"((1, 3651984.698295077), (0.6, 4287313.772684511), (0.3, 4421445.075982287))",4389660.551603395,-544516.2505834347,4389660.551603395,35,49,23,58,72
452.2555581680527,22.53723704189457,4.0,1804.9931267922107,12ca5,0.05148154125784362,0.7801790697585761,27014836.78891028,15.348494311307693,0.21982093024142382,7611619.926046112,-12.830424615115476,"((1, 9004945.294080293), (0.6, 5533767.842224057), (0.3, 4535114.907678702))",3668091.5551647167,4631976.900610458,"((1, 2698479.7190137277), (0.6, 3912990.5518326485), (0.3, 4605531.812555681))",3668091.5551647167,-373407.133884749,3668091.5551647167,36,111,80,116,191
590.6502500215154,117.4419879529468,3.0,1768.9289206545461,12ca5,0.02051505716103265,0.7775778638730526,7372843.069328054,14.368972685846668,0.22242213612694747,2108963.720547005,13.02514771222716,"((1, 2457614.2663113987), (0.6, 405260.03024854575), (0.3, 114670.4652080249))",112230.73022684896,1739264.1611368614,"((1, 759129.5782601247), (0.6, 135961.11271315836), (0.3, 101227.8551010485))",112230.73022684896,453680.1495053912,112230.73022684896,37,241,182,219,423
444.5023868193912,27.49149014874971,2.0,886.9902206987823,12ca5,0.0466545547990517,0.7769336218786026,14411333.060157567,15.18274234008917,0.22306637812139735,4137655.7521831677,14.847456480744283,"((1, 6814901.824490294), (0.6, 3089940.9400777523), (0.3, 1643021.6905176789))",1826994.0611858948,3924471.8517823266,"((1, 3982520.0490313624), (0.6, 4371221.902072106), (0.3, 3118307.108183384))",1826994.0611858948,2806521.799236326,1826994.0611858948,38,207,101,139,308
461.75743621576527,21.91671713474974,2.0,921.5003194915305,12ca5,0.04710462639788361,0.7754098433106077,22682173.744229674,14.683570489082582,0.22459015668939228,6569677.957043897,-13.757360226106377,"((1, 7560716.764271793), (0.6, 2670738.695011874), (0.3, 2919228.3963551335))",3465587.29835872,2382284.5711582704,"((1, 2231836.7333198334), (0.6, 3702659.80792832), (0.3, 2543655.005052092))",3465587.29835872,-943508.0974495488,3465587.29835872,39,147,157,196,304
430.0174924886594,23.42820381631022,4.0,1716.0408640746375,12ca5,0.13297865526879885,0.7734117772145112,6282785.77884311,13.926604636538636,0.22658822278548887,1840682.1640306585,-13.21190570423138,"((1, 2088625.9951136988), (0.6, 2378173.3377433917), (0.3, 826433.7284553107))",1127939.5095047054,1117500.034719357,"((1, 628458.9451019028), (0.6, 726317.6520674528), (0.3, 953073.8468082038))",1127939.5095047054,-546836.8120335055,1127939.5095047054,40,249,218,258,467
461.006312756466,26.20247833034905,2.0,919.998072572932,12ca5,0.030261906673486896,0.7704986673056267,15375499.329452842,14.762376435951476,0.22950133269437342,4579758.196455357,14.179567492528948,"((1, 4104058.7490594294), (0.6, 3523081.4436941), (0.3, 3609527.6149663944))",1875378.5228603054,2577618.415849177,"((1, 3078833.9212626964), (0.6, 3331871.1044694358), (0.3, 1906796.740056391))",1875378.5228603054,1439156.149554418,1875378.5228603054,41,202,149,190,351
438.0053626947576,22.3399447526363,4.0,1747.9923448990303,12ca5,0.023101755329254906,0.7701231986009597,32315425.71354268,15.316161119059238,0.22987680139904024,9645945.885505795,-14.005533193135166,"((1, 9586714.962220393), (0.6, 7945512.969813481), (0.3, 7948208.93264271))",5387266.984901284,4484605.631484692,"((1, 3967566.920903741), (0.6, 5310306.8936388185), (0.3, 4428682.035908523))",5387266.984901284,-1209276.9695383278,5387266.984901284,42,68,86,128,154
431.5087941709952,22.23439148964618,2.0,861.0030354019904,12ca5,0.044504044931218574,0.7696107057444534,24263711.172370862,14.41045654369906,0.23038929425554652,7263541.490909452,-15.101220041254718,"((1, 8087906.369888704), (0.6, 5557110.96120608), (0.3, 2758478.480603538))",5063665.0483136885,1812933.0180706037,"((1, 2421181.0750366766), (0.6, 2205980.9869414875), (0.3, 2104018.230383523))",5063665.0483136885,-3617233.413700239,5063665.0483136885,43,136,179,222,315
542.0472009110547,123.52431761951685,4.0,2164.159697764219,12ca5,0.0006318387786640563,0.7652537129988619,5886836.650904089,14.118987103342608,0.23474628700113812,1805823.3792378937,13.068086674288802,"((1, 1962276.405604887), (0.6, 186539.79530407474), (0.3, 98220.21598317032))",73449.79746381752,1354559.8198813405,"((1, 674160.2725404977), (0.6, 229744.3640600616), (0.3, 47486.546651144345))",73449.79746381752,473584.9926763607,73449.79746381752,44,251,209,253,460
454.7451485483497,22.712621743075193,2.0,907.4757441566993,12ca5,0.05856859533130179,0.7634762150001787,30158108.661903307,15.801854166628754,0.23652378499982127,9342936.779173397,13.863134911440604,"((1, 10052702.562029332), (0.6, 7060661.1344087655), (0.3, 2281212.572493481))",2318238.684972794,7288834.149908101,"((1, 3456719.6242781114), (0.6, 2220016.2064514556), (0.3, 3788834.1141163833))",2318238.684972794,1048776.6120301904,2318238.684972794,45,85,32,77,117
458.25822214886455,24.12669038016586,2.0,914.501891357729,12ca5,0.02233704693062644,0.761114488929274,25944491.743134677,14.179854244980035,0.238885511070726,8143010.36135561,-15.111745317659766,"((1, 6719890.980711042), (0.6, 6378433.225381054), (0.3, 3906704.6456569955))",5069256.545849281,1439568.8902821792,"((1, 2555057.0336270663), (0.6, 1469177.402456235), (0.3, 2981796.699890826))",5069256.545849281,-3655506.8611761774,5069256.545849281,46,120,203,249,323
457.25641084397347,22.294095371499434,2.0,912.4982687479469,12ca5,0.012985994841314909,0.7581397695585084,30255173.81526868,15.266264528645662,0.24186023044149157,9651944.937896501,-13.694649329058343,"((1, 10234547.501209995), (0.6, 3711341.559683079), (0.3, 4836034.006199545))",4066307.4456146876,4266329.990559414,"((1, 3191790.6559493397), (0.6, 2986127.4095163285), (0.3, 4858631.661552769))",4066307.4456146876,-886156.924026588,4066307.4456146876,47,83,91,138,174
619.6656807240328,119.04421431054064,3.0,1855.9752127620982,12ca5,0.0058480708869991975,0.7580072048578723,6552686.538431309,14.152689749421265,0.24199279514212765,2091936.4894724283,12.952160833884712,"((1, 2090509.2731418007), (0.6, 210576.00356996793), (0.3, 68385.05997255883))",108386.71788214915,1400990.0867021452,"((1, 697311.5840854757), (0.6, 169404.5015298864), (0.3, 61711.9857713292))",108386.71788214915,421746.9775295425,108386.71788214915,48,248,206,254,454
433.2531308943174,24.301421476628654,4.0,1728.9834176972695,12ca5,0.1266122154161362,0.7563070266775391,27623144.07344085,14.64622064929867,0.24369297332246093,8900573.278213905,-15.091506263865424,"((1, 10310356.162820807), (0.6, 5955092.663192266), (0.3, 5847518.1507384395))",6478943.630978666,2294947.7843452445,"((1, 3640736.9340264536), (0.6, 2326392.4666031688), (0.3, 6930446.779186896))",6478943.630978666,-3582266.518819423,6478943.630978666,49,107,159,208,266
450.00091174469475,25.446517572372652,4.0,1795.974541098779,12ca5,0.03890118878727728,0.7561640899398063,23393542.26205008,14.06575929421252,0.24383591006019367,7543581.800416704,13.820854575653268,"((1, 5872930.162470066), (0.6, 4888018.584463294), (0.3, 2544602.9384287274))",4056222.1981921257,1284344.8400769804,"((1, 4003767.2735993867), (0.6, 6819410.846813656), (0.3, 3563926.6606364823))",4056222.1981921257,1005358.322421754,4056222.1981921257,50,141,213,263,354
439.2497506012234,23.885681273022197,4.0,1752.9698965248936,12ca5,0.09145207225131151,0.7556062486243287,42517795.48726487,15.892570540482616,0.24439375137567132,13751982.012158394,-14.436435929298417,"((1, 13960749.273089489), (0.6, 10901333.539192157), (0.3, 7994343.304173637))",5961813.475580725,7980970.196004552,"((1, 5666203.141743701), (0.6, 2103865.8667036234), (0.3, 5669939.37830967))",5961813.475580725,-1860649.0367253565,5961813.475580725,51,21,20,71,41
436.50106422620865,22.153647140976354,2.0,870.9875755124173,12ca5,0.05965890862267805,0.754345653118527,31365542.44625834,15.853876056851083,0.2456543468814729,10214258.957236998,-13.821988749298413,"((1, 14303275.339667069), (0.6, 8198980.070510856), (0.3, 6764019.538203892))",5325630.513814703,7678049.157079751,"((1, 3169807.903802231), (0.6, 5720302.401493811), (0.3, 6857615.86639338))",5325630.513814703,-1006499.2202007681,5325630.513814703,52,77,24,76,101
564.0603573655508,124.93304458917484,4.0,2252.212323582203,12ca5,0.025127498060664076,0.7528285684535638,6855247.632473169,14.195722749445713,0.24717143154643603,2250739.9983562464,13.062342800180282,"((1, 2285082.624311539), (0.6, 184717.64373265905), (0.3, 45121.52183320509))",151940.55779680167,1462594.9066897165,"((1, 827523.139862325), (0.6, 173854.51408396344), (0.3, 132054.8277122796))",151940.55779680167,470872.57744191133,151940.55779680167,53,242,200,253,442
449.00838051534123,21.78218937011161,4.0,1792.0044161813648,12ca5,0.09570152617945307,0.752052185223184,24308473.40794077,15.258030507900289,0.2479478147768161,8014381.156635528,13.229205730780972,"((1, 8102826.870476247), (0.6, 4503304.589838583), (0.3, 4674689.899016916))",3195666.360544579,4231345.171435137,"((1, 4222595.761110944), (0.6, 2637388.583315484), (0.3, 3578291.0680685877))",3195666.360544579,556379.4089904693,3195666.360544579,54,135,93,147,228
443.25594326546616,22.04390452748058,2.0,884.4973335909323,12ca5,0.04894837587278399,0.751764486510231,35610038.19958626,14.475235573259583,0.24823551348976913,11758571.037186507,-14.406796712876492,"((1, 11870009.99831795), (0.6, 4808051.968551135), (0.3, 4003577.5747515))",6921703.678927179,1934260.3692478118,"((1, 5721719.864639598), (0.6, 4979933.74962115), (0.3, 6074690.685279514))",6921703.678927179,-1806310.1166736097,6921703.678927179,55,53,175,230,228
