Compound,Formula,Adduct,m/z,z,t start (min),t stop (min)
"Sel Score: 0.92 RTime: 35.336 Area: 6923342.868680865 All areas: [232611.80318053096, 863736.2890510688, 759454.5087104554, 6706761.863576698, 10029075.5640071, 4034191.178458796] p-value: 0.06626166033869423 original RTs: [0, 0, 0, 0, 2072.1730105987835, 0]",,(no adduct),406.9607,4.0,25,45
"Sel Score: 0.92 RTime: 21.367 Area: 6346818.742910024 All areas: [606695.8294117443, 254185.23541410003, 843469.2233989618, 10313222.837396296, 3563386.0742957215, 5163847.317038054] p-value: 0.10395834104303635 original RTs: [0, 0, 0, 0, 1173.9526050095837, 1285.9728981527974]",,(no adduct),325.7855,5.0,11,31
"Sel Score: 0.92 RTime: 19.981 Area: 2656743.547914433 All areas: [10261, 28151.473805319445, 696474.449959174, 988482.8065607451, 3192701.3587552314, 3789046.4784273217] p-value: 0.09680306795899551 original RTs: [0, 0, 0, 0, 1137.5162121440324, 0]",,(no adduct),349.8137,5.0,9,29
"Sel Score: 0.91 RTime: 46.537 Area: 17832949.414579537 All areas: [3839432.4780667555, 1133823.7881909318, 10201, 22942264.886109196, 25202476.182628863, 5354107.175000548] p-value: 0.11896433283669144 original RTs: [0, 0, 0, 0, 0, 2760.5540058240704]",,(no adduct),453.2251,2.0,36,56
"Sel Score: 0.91 RTime: 116.782 Area: 2575022.988115872 All areas: [356769.70793114963, 193605.55517502833, 169788.03798975088, 3111824.9739929787, 2809347.5168838017, 1803896.473470834] p-value: 0.025371206921501997 original RTs: [0, 0, 0, 0, 7022.047753486048, 7016.276455335675]",,(no adduct),726.9022,2.0,106,120
"Sel Score: 0.91 RTime: 102.12 Area: 2924654.8853554074 All areas: [305642.19089131843, 10138, 505620.4864307453, 3823807.489271721, 2089371.625053664, 2860785.5417408375] p-value: 0.02654089750437395 original RTs: [0, 0, 0, 6125.944201624598, 0, 6123.225706284856]",,(no adduct),462.7437,2.0,92,112
"Sel Score: 0.91 RTime: 119.535 Area: 1509527.7977433798 All areas: [266794.00193770765, 86113.63800861344, 82842.01341113844, 1269322.7546139734, 1878626.8051363828, 1380633.833479783] p-value: 0.011975572231739772 original RTs: [0, 0, 0, 7172.080136845541, 0, 0]",,(no adduct),534.6376,3.0,109,120
"Sel Score: 0.91 RTime: 124.768 Area: 1276410.37786585 All areas: [72604.87767044947, 65768.66839194049, 237122.69481580995, 1235494.395991074, 1600391.103979529, 993345.6336269472] p-value: 0.01567127906314487 original RTs: [0, 0, 0, 7486.087513004424, 0, 0]",,(no adduct),474.2691,4.0,114,120
"Sel Score: 0.91 RTime: 38.414 Area: 7582796.124773142 All areas: [755329.343198996, 618208.0226956636, 883566.759973749, 6637364.612547401, 9091958.687909465, 7019065.073862561] p-value: 0.011608945733923681 original RTs: [0, 0, 0, 2304.8438446528808, 0, 0]",,(no adduct),351.1929,5.0,28,48
"Sel Score: 0.91 RTime: 35.308 Area: 4973915.906560749 All areas: [322299.1072942025, 759512.0622988426, 419244.8472915498, 3146735.0046542445, 7237446.637976346, 4537566.077051657] p-value: 0.06343291715518355 original RTs: [0, 0, 0, 2110.0538019408764, 2078.986391781895, 0]",,(no adduct),391.4635,4.0,25,45
"Sel Score: 0.9 RTime: 126.05 Area: 1607150.6018046588 All areas: [139556.3424474543, 247039.98018024044, 132841.65493375837, 2427683.4148806045, 1254406.8231592448, 1139361.5673741265] p-value: 0.07228544067999783 original RTs: [0, 0, 0, 7562.375594027187, 7586.134257966716, 7577.383734910992]",,(no adduct),496.032,4.0,116,120
"Sel Score: 0.9 RTime: 122.26 Area: 1259586.109981427 All areas: [10187, 152384.79824355882, 260996.32128104847, 1568944.1955874786, 1360360.057788652, 849454.0765681503] p-value: 0.02491369982489945 original RTs: [0, 0, 0, 7335.593291270934, 0, 0]",,(no adduct),676.874,2.0,112,120
"Sel Score: 0.9 RTime: 35.142 Area: 13079622.982606968 All areas: [1646369.4181431492, 1512375.7772038467, 1260275.8410362345, 14832491.641486555, 19906572.732923485, 4499804.573410863] p-value: 0.12455947201231066 original RTs: [0, 0, 2103.0749269486805, 0, 2071.197699795872, 0]",,(no adduct),411.9624,2.0,25,45
"Sel Score: 0.9 RTime: 83.158 Area: 4723122.529480244 All areas: [819056.1955705049, 785460.6289646925, 10185, 3910866.779879408, 7054802.005604988, 3203698.8029563352] p-value: 0.06520023233000606 original RTs: [0, 0, 0, 4960.764836244167, 0, 5004.132892915155]",,(no adduct),567.2746,3.0,73,93
"Sel Score: 0.9 RTime: 34.131 Area: 3972773.1511075846 All areas: [116548.17705501517, 555289.1413765387, 689129.7802327817, 2635701.1046302393, 5431854.866753494, 3850763.48193902] p-value: 0.043762097538983365 original RTs: [0, 0, 0, 2047.8431198200499, 0, 0]",,(no adduct),398.9885,4.0,24,44
"Sel Score: 0.9 RTime: 21.281 Area: 13140137.771206973 All areas: [45413.0446323144, 2927882.4963035313, 1558221.6258493676, 15294237.630746132, 15686403.275617955, 8439772.407256832] p-value: 0.02776183921155943 original RTs: [0, 0, 0, 1324.3655243100225, 1168.4149297065267, 0]",,(no adduct),342.7887,5.0,11,31
"Sel Score: 0.9 RTime: 35.288 Area: 16579161.23824996 All areas: [653688.8347838329, 2408326.767727114, 2739453.293814601, 13347417.93094447, 26068240.757109787, 10321825.026695622] p-value: 0.09099651081081342 original RTs: [0, 2105.5556720992404, 2140.6631634247824, 0, 0, 2089.2749268377597]",,(no adduct),414.2252,2.0,25,45
"Sel Score: 0.89 RTime: 21.178 Area: 13489250.792489707 All areas: [21159.09836619582, 3013167.5664696037, 1892538.4891090402, 14346619.056399915, 10242209.820820624, 15878923.500248585] p-value: 0.008236928317083574 original RTs: [0, 0, 0, 0, 1173.9471875207673, 1263.2133545976299]",,(no adduct),337.3896,5.0,11,31
"Sel Score: 0.89 RTime: 41.12 Area: 9807609.47002762 All areas: [252249.22489884254, 1510507.1880142908, 1870571.1134361224, 12361973.608161243, 8416973.481240323, 8643881.320681296] p-value: 0.012644050497401593 original RTs: [0, 0, 0, 0, 2473.443235387458, 2384.1476511507262]",,(no adduct),398.9653,4.0,31,51
"Sel Score: 0.89 RTime: 34.411 Area: 11580944.472296648 All areas: [1322859.174355927, 1529234.069940236, 1493038.9225288276, 7850638.908435474, 7972713.327438669, 18919481.1810158] p-value: 0.10989534724931806 original RTs: [2068.8573026663867, 0, 0, 2139.338120984409, 1946.5844833948127, 0]",,(no adduct),412.2158,4.0,24,44
"Sel Score: 0.89 RTime: 19.962 Area: 5093168.748861309 All areas: [10239, 103243.51485298139, 1815791.9225588404, 5015674.686783601, 4892060.423525016, 5371771.136275311] p-value: 0.013033082868335136 original RTs: [0, 0, 0, 0, 1136.3243960922114, 0]",,(no adduct),341.7926,5.0,9,29
"Sel Score: 0.89 RTime: 26.995 Area: 6929146.777795601 All areas: [636545.856697163, 1391068.724955513, 623436.7678196486, 3550430.333789762, 6392263.390371312, 10844746.609225726] p-value: 0.10232069293475181 original RTs: [0, 0, 0, 0, 0, 1578.780812073613]",,(no adduct),342.1823,5.0,16,36
"Sel Score: 0.89 RTime: 51.558 Area: 15000897.82074291 All areas: [3933479.384112574, 1840006.2688880053, 9720, 18961287.475979853, 19170638.0905486, 6870767.895700278] p-value: 0.07526119196742752 original RTs: [0, 0, 0, 0, 3059.607092146089, 0]",,(no adduct),413.981,2.0,41,61
"Sel Score: 0.89 RTime: 46.503 Area: 7013709.422728389 All areas: [874327.6601573671, 511600.5114125908, 1341684.9789862738, 11682382.120876208, 5221593.431881998, 4137152.71542696] p-value: 0.12071158232348468 original RTs: [0, 0, 0, 0, 0, 2758.5077986959004]",,(no adduct),401.9574,2.0,36,56
"Sel Score: 0.89 RTime: 43.895 Area: 8977980.428470926 All areas: [778769.4343921538, 549557.5708673662, 2169925.7928731362, 12823055.345380686, 10806662.67539194, 3304223.2646401543] p-value: 0.11023546556044071 original RTs: [0, 0, 0, 0, 2593.1627637001507, 0]",,(no adduct),390.2205,4.0,33,53
"Sel Score: 0.88 RTime: 33.392 Area: 5338050.302255829 All areas: [801857.7462160802, 999203.4880613171, 286877.4853316581, 6290868.706698458, 4337813.188601447, 5385469.011467584] p-value: 0.007831248303254898 original RTs: [0, 0, 0, 2003.5340682496078, 0, 0]",,(no adduct),339.1985,5.0,23,43
"Sel Score: 0.88 RTime: 53.151 Area: 12244824.72182524 All areas: [1091615.18422034, 1954501.6513727566, 1744685.9946487765, 15405099.508161388, 14613471.523092328, 6715903.134222003] p-value: 0.060459922704945886 original RTs: [0, 0, 0, 0, 0, 3160.5282927570474]",,(no adduct),407.2334,2.0,43,63
"Sel Score: 0.88 RTime: 38.854 Area: 23586946.401015922 All areas: [3475809.338053324, 3590211.872965146, 2197607.6575644524, 25837023.004660938, 24927739.62024959, 19996076.578137238] p-value: 0.0054222612040371095 original RTs: [2396.6068131393454, 2296.280369950205, 2333.554479822792, 0, 0, 0]",,(no adduct),398.2127,4.0,28,48
"Sel Score: 0.88 RTime: 51.819 Area: 9125001.245591303 All areas: [547766.2156567454, 522460.90802081954, 2561772.5189758576, 8664732.180916902, 15006187.64107105, 3704083.9147859635] p-value: 0.1313799246651055 original RTs: [0, 0, 0, 3109.145167115995, 0, 0]",,(no adduct),402.981,2.0,41,61
"Sel Score: 0.88 RTime: 55.109 Area: 10996472.065477122 All areas: [2378106.1810971564, 1049048.1050194784, 950564.5169820212, 12296204.643567001, 15185167.176648613, 5508044.376215752] p-value: 0.0762431639203318 original RTs: [0, 0, 0, 0, 0, 3278.9619756568554]",,(no adduct),411.4825,4.0,45,65
"Sel Score: 0.88 RTime: 36.076 Area: 8001838.330889746 All areas: [451653.9598186872, 1283804.3162262621, 1453735.0507341092, 11061588.626420157, 9595546.400532149, 3348379.965716933] p-value: 0.0967607292864977 original RTs: [2174.762699613044, 0, 0, 0, 2211.585788541861, 2034.6966350937535]",,(no adduct),405.2305,2.0,26,46
"Sel Score: 0.88 RTime: 55.669 Area: 12113214.453851977 All areas: [4824327.258582312, 10269, 10168, 8685776.396219157, 15738971.702382836, 11914895.262953943] p-value: 0.017269872051194464 original RTs: [0, 0, 0, 0, 3309.822459609106, 0]",,(no adduct),429.9891,4.0,45,65
"Sel Score: 0.88 RTime: 95.061 Area: 5918926.206634123 All areas: [566332.562507802, 1290911.0099965346, 527640.0632201072, 7451288.012827879, 6133376.041672442, 4172114.5654020463] p-value: 0.026586157295609855 original RTs: [0, 0, 0, 0, 0, 5695.043921451468]",,(no adduct),840.9419,2.0,85,105
"Sel Score: 0.88 RTime: 34.245 Area: 4407992.07342219 All areas: [393468.37822057714, 557361.4701280409, 826306.0396156464, 7047385.832502453, 2165245.9907046016, 4011344.397059515] p-value: 0.11439558306938083 original RTs: [0, 0, 0, 0, 2005.768953925338, 0]",,(no adduct),399.2395,2.0,24,44
"Sel Score: 0.88 RTime: 34.437 Area: 11945623.522003144 All areas: [1615235.3706611902, 2372752.973085979, 875449.1602190626, 17649628.06044022, 10753182.100423178, 7434060.405146035] p-value: 0.07259477738057504 original RTs: [0, 0, 0, 0, 0, 2028.851400822027]",,(no adduct),412.4862,4.0,24,44
"Sel Score: 0.88 RTime: 20.558 Area: 5864778.810272358 All areas: [20836.11910977533, 998710.7374107981, 1374780.2627327484, 4451074.655414985, 5358299.68287346, 7784962.092528629] p-value: 0.023874199427354685 original RTs: [0, 0, 0, 0, 1172.6329658313105, 0]",,(no adduct),357.9889,5.0,10,30
"Sel Score: 0.88 RTime: 114.202 Area: 16264423.58598762 All areas: [3919474.4216601113, 1308744.5172655254, 1422695.937097842, 21564999.649717104, 18083479.082478248, 9144792.025767514] p-value: 0.056377250305902134 original RTs: [6866.567605146276, 0, 0, 0, 0, 0]",,(no adduct),983.5025,2.0,104,120
"Sel Score: 0.88 RTime: 39.686 Area: 9549456.666744443 All areas: [1169347.566221186, 2017058.4629139137, 742631.4150626031, 13788004.200531432, 10492586.624849888, 4367779.174852006] p-value: 0.09367487351475394 original RTs: [0, 0, 0, 2381.132667855235, 0, 0]",,(no adduct),403.2391,2.0,29,49
"Sel Score: 0.88 RTime: 20.413 Area: 10072671.39843218 All areas: [50429.45102120978, 2800713.9485993744, 1295620.7510434405, 11965470.289733896, 11359158.87727371, 6893385.028288935] p-value: 0.01748560867641968 original RTs: [0, 0, 0, 0, 1163.8037887770195, 0]",,(no adduct),339.5928,5.0,10,30
"Sel Score: 0.88 RTime: 31.615 Area: 6919754.903807304 All areas: [673807.8535243282, 1719401.5716032668, 474715.1856386283, 8483928.179184848, 4647981.154216592, 7627355.378020468] p-value: 0.026387570877683262 original RTs: [0, 0, 0, 0, 1845.6855537557806, 0]",,(no adduct),391.4755,4.0,21,41
"Sel Score: 0.88 RTime: 41.112 Area: 16249377.072140483 All areas: [1397478.3480924955, 2443277.740474819, 2935781.8628032105, 24899387.491265964, 16843884.870339658, 7004858.854815828] p-value: 0.1127867242531228 original RTs: [0, 2520.6084918433185, 0, 2510.1947724667266, 2390.4198589245198, 2384.4934461301486]",,(no adduct),401.4642,2.0,31,51
"Sel Score: 0.88 RTime: 19.918 Area: 6078457.996191119 All areas: [18302.268539528617, 295252.2135235253, 2263417.647510475, 2935060.10245131, 9435932.032865234, 5864381.853256812] p-value: 0.09483171660192852 original RTs: [0, 0, 0, 0, 1133.6288117696276, 0]",,(no adduct),337.7968,5.0,9,29
"Sel Score: 0.88 RTime: 115.85 Area: 4294404.27318975 All areas: [950263.1463242078, 362010.21721690014, 511778.46668767795, 4731368.413590859, 4859646.001370951, 3292198.4046074385] p-value: 0.011040815599620182 original RTs: [0, 0, 0, 6954.789568534495, 6965.0838204107795, 6956.411454623985]",,(no adduct),470.2612,3.0,105,120
"Sel Score: 0.88 RTime: 41.922 Area: 17666189.60205378 All areas: [2255926.439013836, 3854319.9778548195, 1395453.7405656069, 22305077.036371354, 6433530.052621035, 24259961.71716895] p-value: 0.11284665566673371 original RTs: [2574.9028159097925, 0, 2418.949529849028, 2651.408934616334, 2479.892771189985, 2391.938823479473]",,(no adduct),414.4871,4.0,31,51
"Sel Score: 0.87 RTime: 41.05 Area: 12753736.350510731 All areas: [1854219.562317092, 2202067.9494876764, 1428058.6004724149, 12488267.246153604, 18950370.84126955, 6822570.9641090445] p-value: 0.08867733445838429 original RTs: [2471.9758420658773, 0, 2496.7540547563335, 0, 2395.6275513670907, 2427.31981058559]",,(no adduct),397.7248,2.0,31,51
"Sel Score: 0.87 RTime: 46.33 Area: 13273438.61824166 All areas: [2051915.4006480505, 2193626.6670872294, 1466447.7798915617, 20646896.966127943, 11119960.44897749, 8053458.439619548] p-value: 0.0950349859426573 original RTs: [0, 0, 0, 2779.829757381901, 0, 0]",,(no adduct),391.2189,4.0,36,56
"Sel Score: 0.87 RTime: 38.975 Area: 23753425.074478153 All areas: [5842672.803441558, 3130416.6713082516, 1277107.1386743495, 35698750.95384066, 26098181.721152257, 9463342.548441542] p-value: 0.11349948870751027 original RTs: [2276.0203941401783, 0, 2319.5318546734075, 0, 2393.1797879356286, 0]",,(no adduct),405.4718,4.0,28,48
"Sel Score: 0.87 RTime: 54.488 Area: 11153758.26691838 All areas: [807110.057921944, 1905397.7518885357, 2140999.9862054046, 7005579.364181669, 17736882.14515744, 8718813.29141603] p-value: 0.1011408430289807 original RTs: [0, 3366.5056130638945, 0, 0, 3204.7456451765065, 3197.2391341099487]",,(no adduct),408.4787,2.0,44,64
"Sel Score: 0.87 RTime: 42.958 Area: 17140393.92504193 All areas: [3197359.140848486, 3595295.2442831392, 761283.3917372097, 19557712.131227624, 18849982.666378554, 13013486.97751961] p-value: 0.01012137674993635 original RTs: [0, 2683.144901236882, 2596.404450338798, 2521.2690606810893, 0, 2499.7257123697873]",,(no adduct),423.2221,4.0,32,52
"Sel Score: 0.87 RTime: 38.368 Area: 4129676.6945050806 All areas: [727314.1729664629, 413575.05743172066, 691831.7767942429, 2374866.396250885, 4035538.823655908, 5978624.86360845] p-value: 0.0762449861517672 original RTs: [0, 0, 0, 0, 0, 2266.5641321179205]",,(no adduct),371.5965,5.0,28,48
"Sel Score: 0.87 RTime: 45.523 Area: 9312386.437352888 All areas: [799404.3942575854, 10171, 3341468.8109701425, 5728695.158063279, 11714991.434636353, 10493472.719359033] p-value: 0.029974483864052295 original RTs: [0, 2734.561982846224, 0, 2746.1214101533233, 0, 0]",,(no adduct),419.7188,2.0,35,55
"Sel Score: 0.87 RTime: 90.392 Area: 4183333.2930993154 All areas: [663487.0018594736, 571523.4858804971, 636130.5541952908, 5811711.9389401, 3843822.588137157, 2894465.352220689] p-value: 0.053469579337005434 original RTs: [0, 0, 0, 0, 0, 5412.656285539103]",,(no adduct),443.2126,2.0,80,100
"Sel Score: 0.87 RTime: 89.8 Area: 4183331.918873225 All areas: [663486.476360466, 571527.4658090946, 636134.2561884618, 5811706.853964577, 3843824.260076686, 2894464.6425784123] p-value: 0.053469517305960876 original RTs: [0, 0, 0, 5397.524856370486, 5383.444404768742, 5371.264364970754]",,(no adduct),443.212,2.0,79,99
"Sel Score: 0.87 RTime: 38.491 Area: 12016740.287394842 All areas: [1896212.4326530343, 1955930.3835047705, 1556327.9872302492, 15224278.398957709, 15230715.705214435, 5595226.758012378] p-value: 0.08600712261015957 original RTs: [0, 0, 2315.31974132331, 0, 0, 0]",,(no adduct),398.7295,2.0,28,48
"Sel Score: 0.87 RTime: 56.113 Area: 11918419.112279288 All areas: [2162098.4333500126, 1393091.1319051906, 1827756.0392786833, 11160340.63821982, 18464228.648421742, 6130688.050196305] p-value: 0.10506406667394125 original RTs: [0, 0, 3375.4013611210876, 0, 0, 0]",,(no adduct),409.7236,2.0,46,66
"Sel Score: 0.87 RTime: 55.906 Area: 7350427.120981845 All areas: [1197037.2497262135, 1649827.3980957512, 484073.312888784, 8848758.632533742, 8505084.41870251, 4697438.311709286] p-value: 0.0357549039720819 original RTs: [3437.4993965784606, 0, 0, 3282.913770135718, 0, 0]",,(no adduct),408.4638,2.0,45,65
"Sel Score: 0.87 RTime: 115.915 Area: 3424798.3021903797 All areas: [730705.9578477698, 312165.1227208626, 516960.73172201245, 3692345.1090117553, 4493387.947656694, 2088661.8499026904] p-value: 0.05078626517500741 original RTs: [0, 0, 0, 6954.917108448107, 0, 0]",,(no adduct),704.8874,2.0,105,120
"Sel Score: 0.87 RTime: 33.359 Area: 6367308.908924545 All areas: [804875.6426525445, 1301634.673689041, 803657.7595814092, 9346764.639173977, 2717136.677185567, 7038025.4104140885] p-value: 0.10779384113753805 original RTs: [0, 0, 0, 0, 1951.8169946504274, 0]",,(no adduct),399.7181,2.0,23,43
"Sel Score: 0.87 RTime: 36.435 Area: 9286651.696289666 All areas: [614037.6638490425, 2437803.787632878, 1206329.9051993685, 13169666.036061738, 9563636.916269127, 5126652.136538132] p-value: 0.07062053100018492 original RTs: [0, 0, 0, 0, 2139.0224002224377, 0]",,(no adduct),406.9865,4.0,26,46
"Sel Score: 0.87 RTime: 35.528 Area: 11699732.661721498 All areas: [447234.2699652929, 4268168.821975205, 664568.297087047, 14592233.642388143, 15488269.479474911, 5018694.863301437] p-value: 0.08382764145585465 original RTs: [0, 0, 0, 0, 2083.868088719673, 0]",,(no adduct),405.2327,4.0,25,45
"Sel Score: 0.87 RTime: 32.206 Area: 11021573.796685679 All areas: [849685.8797568708, 1700019.8137503015, 2533458.9161358075, 14335260.204575477, 11807424.8365613, 6922036.34892026] p-value: 0.044570172231117956 original RTs: [0, 1946.8463530425631, 0, 0, 0, 0]",,(no adduct),436.2217,4.0,22,42
"Sel Score: 0.87 RTime: 35.097 Area: 10527767.486019764 All areas: [1862364.5077263943, 2041635.5669822788, 967042.3459438505, 7877689.563320417, 17172278.66583717, 6533334.228901707] p-value: 0.1154879329082528 original RTs: [0, 0, 0, 0, 0, 2068.755961127818]",,(no adduct),386.2157,4.0,25,45
"Sel Score: 0.87 RTime: 52.546 Area: 10034373.104604311 All areas: [2663905.968726205, 9888, 1982464.2210166007, 6732602.254512308, 15124996.268393433, 8245520.790907192] p-value: 0.07061207840148406 original RTs: [0, 0, 0, 0, 3189.572661574739, 3054.528550257846]",,(no adduct),414.2066,2.0,42,62
