Compound,m/z,z,p value,specificity
"Sel Score: 0.81 RTime: 1757.11 Areas: [17923660.15195207, 26763755.604047466, 10931772.795421837, 12289960.766122509, 20665722.20581282, 12365322.710464833]",438.7072,2.0,0.0070752765916050255,12ca5
"Sel Score: 0.81 RTime: 2247.131 Areas: [10057.0, 15159154.049036525, 28176462.66700631, 5129942.1392144505, 7083450.728236148, 8124610.521306744]",429.9949,2.0,0.026350123967222423,12ca5
"Sel Score: 0.81 RTime: 2707.031 Areas: [16384783.909412846, 22632614.736260038, 17654363.252678614, 19779230.83138654, 15849954.427433675, 17695086.047624297]",472.4866,2.0,0.04317354064769803,12ca5
"Sel Score: 0.81 RTime: 2101.981 Areas: [30840434.70670495, 27330550.60442861, 9288128.578502003, 7830542.526673733, 12414114.678251112, 14368692.822840085]",434.4812,4.0,0.005438985950645705,12ca5
"Sel Score: 0.8 RTime: 2638.217 Areas: [16353103.038413646, 14622698.96244934, 12894957.490049195, 10343548.718381716, 7046512.83063843, 13936943.56454184]",495.6171,3.0,0.012835704845036433,12ca5
"Sel Score: 0.8 RTime: 2484.696 Areas: [10924042.283761138, 25184428.91339979, 11461179.599976433, 8165362.86219906, 7513036.383728896, 10886602.063205058]",542.957,3.0,0.035605651164335825,12ca5
"Sel Score: 0.8 RTime: 2591.194 Areas: [5967810.819630385, 5314529.616901778, 11300541.58144539, 8067877.01655847, 8964001.96767472, 4279946.071155279]",415.4691,2.0,0.014425101538023524,12ca5
"Sel Score: 0.8 RTime: 1510.496 Areas: [8466504.340654608, 19212634.515284438, 13386482.35461762, 15807458.992524052, 6594089.086267542, 4197595.465449858]",436.4681,4.0,0.01654586635224592,12ca5
"Sel Score: 0.8 RTime: 2751.254 Areas: [7166708.305286225, 6722725.916071283, 10548669.423649395, 14181578.015970718, 8103031.27895888, 17238339.160398126]",444.7555,2.0,0.03298749275860372,12ca5
"Sel Score: 0.79 RTime: 1562.693 Areas: [18463022.145719133, 35887152.24266946, 13140586.912205625, 11467668.03763834, 8510614.355247317, 17089018.547201693]",457.7322,4.0,0.004341179155070056,12ca5
"Sel Score: 0.79 RTime: 2326.549 Areas: [12522561.162079128, 38030697.74769543, 21943206.113324378, 29030509.885823984, 17628146.89109964, 27724723.01797486]",393.2203,4.0,0.02063275633769829,12ca5
"Sel Score: 0.79 RTime: 2859.406 Areas: [16952420.49648375, 19208045.67228245, 44843401.22772673, 39045599.87607866, 7706029.324300599, 12967327.389821481]",558.64,3.0,0.035832534430475106,12ca5
"Sel Score: 0.79 RTime: 3304.169 Areas: [6353096.594790594, 9975204.582816876, 21664477.84872612, 15983960.080032602, 6511491.514429209, 16788009.3154299]",427.2383,2.0,0.006973862493378092,12ca5
"Sel Score: 0.79 RTime: 2312.089 Areas: [4341218.679574929, 13522055.695950804, 13331165.162056278, 5538513.0690435, 8012271.423267188, 10681092.752602533]",420.7479,2.0,0.03177638771465438,12ca5
"Sel Score: 0.79 RTime: 3395.235 Areas: [26661589.96659171, 5083285.580862304, 9816338.290785503, 8580387.273272023, 21745580.083429173, 3342371.2067690133]",530.622,3.0,0.024947570198738705,12ca5
"Sel Score: 0.79 RTime: 2989.187 Areas: [6430594.085604452, 16321376.198187172, 7352926.583535141, 10397591.954164267, 8003818.820688028, 7667211.993466529]",449.2236,2.0,0.029702956901933867,12ca5
"Sel Score: 0.79 RTime: 2607.643 Areas: [12185148.663160808, 3537795.7914597187, 6765520.952260837, 18847708.29223132, 7387038.113104616, 8399803.828193225]",577.9581,3.0,0.005937921471205007,12ca5
"Sel Score: 0.79 RTime: 1979.665 Areas: [9396436.579387177, 15840804.799316427, 1838715.6397702417, 9217820.566138178, 7845937.352591082, 13735262.558883805]",463.7425,4.0,0.044080935184936366,12ca5
"Sel Score: 0.79 RTime: 2241.295 Areas: [24245583.09939883, 9617513.706745582, 12100670.523407582, 29343380.570520457, 13845717.535232885, 10298170.346723357]",430.2297,2.0,0.0014387895979178504,12ca5
"Sel Score: 0.79 RTime: 2719.137 Areas: [5080104.8220540425, 6011515.6162868105, 4621598.054519834, 7575251.467111182, 6759152.0961397365, 1550524.8772551348]",434.2267,4.0,0.009882216570416292,12ca5
"Sel Score: 0.79 RTime: 3188.618 Areas: [11775658.9306462, 4910882.468303765, 5395534.737221602, 11499523.81358888, 4844726.489025314, 14904240.878519269]",552.6261,3.0,0.0022764853667694685,12ca5
"Sel Score: 0.79 RTime: 2575.925 Areas: [18018115.27296702, 15888238.048232984, 10082.0, 19525715.907621194, 7815904.872246535, 6518840.180798242]",533.9804,3.0,0.013396193740361538,12ca5
"Sel Score: 0.79 RTime: 2436.208 Areas: [27213010.886984758, 34038360.04347557, 16981108.64951787, 13345389.835927637, 11451528.625083255, 14474406.22157506]",512.9368,3.0,0.0002511103773493442,12ca5
"Sel Score: 0.79 RTime: 1105.355 Areas: [34825035.78738209, 19257058.545556225, 10235.0, 8219679.590619404, 10742051.020781348, 21667517.976540234]",428.4917,4.0,0.005207282053336652,12ca5
"Sel Score: 0.78 RTime: 1216.391 Areas: [23497933.965370387, 31135582.749957852, 14382923.453226795, 4084379.786703875, 18140125.712532, 7089364.2432073355]",440.2456,2.0,0.01985102029873084,12ca5
"Sel Score: 0.78 RTime: 2151.475 Areas: [13361630.129446674, 29901320.640924435, 19935576.018268768, 31093386.23066061, 4510007.396755121, 19628356.332281124]",409.9773,2.0,0.011532321344484224,12ca5
"Sel Score: 0.78 RTime: 2546.187 Areas: [18536436.58406699, 39224150.00716243, 12823697.676519662, 11877208.431715189, 9969173.434469637, 14574178.475127103]",419.718,4.0,0.0015434369292209496,12ca5
