Compound,m/z,z,p value,specificity,areas
Sel Score: 0.61 RTime: 2131.177,438.7301,4.0,0.19655422929573513,Unclear,"[19398458.107917, 11789059.717279144, 20822564.08308736, 12721431.221254578, 5425953.275493484, 15094333.710698998]"
Sel Score: 0.61 RTime: 2913.699,551.6138,3.0,0.07966715134104368,Unclear,"[17699792.928126983, 24600022.074292637, 18104447.519635238, 12883592.716624921, 13472986.547530115, 12254097.772281276]"
Sel Score: 0.61 RTime: 3987.766,557.29,3.0,0.483631073653324,Unclear,"[6957865.792845124, 867142.6201569722, 6711352.909493445, 4766392.384570012, 2256110.2386745587, 2270091.818559655]"
Sel Score: 0.61 RTime: 2642.606,397.4789,4.0,0.47349333827229156,Unclear,"[4082393.98607931, 18736059.71596195, 8698352.335401902, 6693244.405358533, 6359127.36083659, 7096877.224578756]"
Sel Score: 0.61 RTime: 2744.101,508.5994,3.0,0.2293250099631841,Unclear,"[16127111.74813878, 10170827.667493269, 7926365.990435431, 5929364.950258162, 9353545.370619666, 6598166.873591217]"
Sel Score: 0.61 RTime: 1974.489,400.9833,4.0,0.061381323127333055,Unclear,"[12953647.49478276, 10102681.163304389, 9529931.886875592, 8828491.234051464, 6947553.316017633, 5058147.047934977]"
Sel Score: 0.61 RTime: 2707.811,521.607,3.0,0.2571455717179693,Unclear,"[19586746.183754794, 10732874.06248958, 18217222.96843639, 16656178.012689896, 4935933.674197912, 9448621.089874202]"
Sel Score: 0.61 RTime: 3332.187,580.9646,3.0,0.12666577866465553,Unclear,"[11565134.705476671, 19351131.80125651, 18864196.535057753, 8752970.763879757, 12448335.049067007, 10636882.41116764]"
Sel Score: 0.61 RTime: 1704.009,421.2293,2.0,0.33266119553120616,Unclear,"[6965666.77177779, 8636777.470399186, 16141217.189556452, 6911766.467075445, 9967733.527956666, 3422918.0606948724]"
Sel Score: 0.61 RTime: 3928.709,790.9172,2.0,0.2848878949935056,Unclear,"[4562149.557970742, 3757212.096032611, 1742944.483058175, 2177145.7519601933, 1898240.6158805022, 2360900.3832690683]"
Sel Score: 0.61 RTime: 2467.057,424.4706,4.0,0.21213196573656645,Unclear,"[18085011.340271965, 16782371.089095924, 30543628.667752866, 18803557.77462655, 10896413.072089426, 12155412.559123985]"
Sel Score: 0.61 RTime: 1678.929,458.2559,2.0,0.588344153830531,Unclear,"[10342428.06153679, 1747109.0851812887, 2869503.935625684, 5188037.849858882, 1176123.4928853442, 3210651.9964126586]"
Sel Score: 0.61 RTime: 1402.115,445.9986,2.0,0.3621446959535421,Unclear,"[3280515.5404249215, 9563966.6698514, 5825572.882581069, 5718876.206916967, 2041497.0041509734, 4190446.1463103327]"
Sel Score: 0.61 RTime: 2142.844,443.7457,4.0,0.4482153015687292,Unclear,"[4963949.778098435, 20678213.85577351, 14554285.530721957, 14114938.169770587, 9176348.738619894, 2441446.708030651]"
Sel Score: 0.61 RTime: 2833.162,439.4884,4.0,0.27543617853503227,Unclear,"[17113279.552468978, 7502298.339999846, 18763657.867390566, 11445997.265571568, 9951373.359173724, 6378328.422170481]"
Sel Score: 0.61 RTime: 2273.645,428.7315,4.0,0.14194381639084366,Unclear,"[17295463.200930502, 28063463.34313986, 30494616.571547486, 19769260.79173905, 11693176.840968775, 17108033.262005065]"
Sel Score: 0.61 RTime: 3219.427,494.2613,2.0,0.2294766446606204,Unclear,"[5247099.931589408, 6762488.8014800325, 3058660.381693867, 2856511.9679989293, 2850118.414578108, 3944366.7736971816]"
Sel Score: 0.61 RTime: 1709.193,387.2209,4.0,0.15830921477923227,Unclear,"[7472694.858973301, 9516036.455432143, 9608842.144793997, 2730217.7344223782, 7765972.497754479, 6539290.934071719]"
Sel Score: 0.61 RTime: 2670.194,520.9512,3.0,0.24694914316281036,Unclear,"[9112995.20842147, 14155119.768924309, 16986197.66925922, 8932490.068203708, 3763345.0578767005, 13086747.618668152]"
Sel Score: 0.61 RTime: 2100.538,399.4672,4.0,0.20519571920785332,Unclear,"[13510732.68699688, 17421418.22807298, 21528549.562136006, 16159705.462936161, 4850883.126061505, 12592226.488047196]"
Sel Score: 0.61 RTime: 2928.681,563.9486,3.0,0.3432974923676186,Unclear,"[16375619.096270917, 19347637.14333657, 23621702.10011117, 23877840.67131254, 9287606.424892727, 4848552.686302493]"
Sel Score: 0.61 RTime: 2722.574,404.2351,2.0,0.2661781409464,Unclear,"[18873155.469139706, 8479975.808250664, 12574645.286890438, 10555896.218724048, 4595331.184833711, 10433792.618847901]"
Sel Score: 0.61 RTime: 2850.15,433.4736,4.0,0.3910747786833668,Unclear,"[15122672.849779692, 23661150.01385681, 6404544.946098797, 10936235.148655228, 8378850.224444818, 9644004.295773951]"
Sel Score: 0.61 RTime: 2651.316,406.9823,2.0,0.24767427661097172,Unclear,"[25181598.917020574, 17321689.74083883, 13763870.466755966, 5154655.326036121, 13278154.348985309, 17631467.217188813]"
Sel Score: 0.61 RTime: 2644.855,571.2975,3.0,0.10686123426653918,Unclear,"[16706671.288758181, 13593171.209051598, 10940429.068446623, 5646708.660758652, 9317005.847515332, 11470275.29926801]"
Sel Score: 0.61 RTime: 2097.426,414.997,2.0,0.09016687649550968,Unclear,"[10007493.1249903, 13732243.176683605, 15823863.615678059, 10322868.209258843, 6632241.054216889, 8404311.257297337]"
Sel Score: 0.61 RTime: 2347.663,400.9611,2.0,0.3425900376379267,Unclear,"[15289431.860522777, 19980535.254208982, 22796727.709185336, 22012712.251624823, 2641306.6337651997, 12571679.731777491]"
Sel Score: 0.61 RTime: 3263.824,533.9569,3.0,0.4557735744787864,Unclear,"[25590753.346747734, 10282166.15196186, 14069015.566008206, 21784624.890529048, 5041103.767906334, 5197436.279836224]"
Sel Score: 0.61 RTime: 3189.72,514.9539,3.0,0.3035054678728387,Unclear,"[19954725.32484695, 14021180.69631053, 17012680.19275981, 17827094.076810885, 2610950.6736748694, 12260209.80785412]"
Sel Score: 0.61 RTime: 1359.415,403.9723,2.0,0.18033330447310475,Unclear,"[7766009.835335857, 6412805.812599592, 5979687.125789471, 4083515.2587164533, 2294232.7095319116, 6551868.426471731]"
Sel Score: 0.61 RTime: 2006.297,394.7303,4.0,0.4580916136748053,Unclear,"[11846461.771407412, 6519833.422730157, 2474553.4012967623, 4541881.086274809, 3234371.9000566285, 5591469.8608947275]"
Sel Score: 0.61 RTime: 1608.106,410.7399,2.0,0.2652402394775293,Unclear,"[11481639.527234409, 10843433.583092563, 8030301.095191036, 10899379.083320005, 5839498.222807376, 2733627.6465715845]"
Sel Score: 0.61 RTime: 3031.37,553.2753,3.0,0.2835521090306812,Unclear,"[24098275.828906067, 9759487.812965976, 24133432.967652824, 14509842.527611848, 8480502.7565931, 14216347.52343715]"
Sel Score: 0.61 RTime: 3743.304,557.973,3.0,0.37933945089703686,Unclear,"[17430085.262169488, 5478419.41774761, 13519573.307896277, 12680681.692381343, 6731099.17403497, 3960971.346203376]"
Sel Score: 0.61 RTime: 3564.855,452.4934,2.0,0.5804009856740031,Unclear,"[6887987.767456134, 938607.8113989688, 2129126.7367598675, 2146092.2482668897, 2326751.0642531877, 1915907.1190448515]"
Sel Score: 0.61 RTime: 2281.052,438.2432,2.0,0.12749513083560454,Unclear,"[21382671.981395297, 15460275.341954952, 12873652.386425618, 8716323.361063216, 12903452.648963995, 10289572.189472841]"
Sel Score: 0.61 RTime: 1288.251,431.7339,2.0,0.18037991991450356,Unclear,"[4380748.8366438355, 4323700.986535134, 6448913.468376819, 1526584.255781801, 4075333.512653582, 4124697.0807621186]"
Sel Score: 0.61 RTime: 2362.016,439.9907,2.0,0.08628836968640387,Unclear,"[20080653.07480102, 16844863.458140347, 21143243.848671786, 14622482.16523398, 7542274.682667665, 15112293.031233529]"
Sel Score: 0.61 RTime: 2032.007,405.9666,4.0,0.4964275250632469,Unclear,"[2699425.566965077, 24086416.07539552, 19788886.937434606, 9224315.575956345, 5571202.485495505, 15104765.5702419]"
Sel Score: 0.61 RTime: 3347.229,622.641,3.0,0.41928918417981054,Unclear,"[5997143.506161057, 4693068.010324923, 13444414.32461936, 2333286.616383325, 5995681.529410465, 7171306.204475625]"
Sel Score: 0.61 RTime: 2882.381,458.4884,4.0,0.3342968308830011,Unclear,"[15177779.953995325, 6513272.795156144, 15581029.260898791, 2676297.337258663, 9266717.067636158, 11995408.380688298]"
Sel Score: 0.61 RTime: 2375.962,431.4928,2.0,0.28414700806810983,Unclear,"[15446884.557346338, 14011668.565716198, 27504040.606950708, 18372001.24465013, 11474712.041163651, 6743506.716682794]"
Sel Score: 0.61 RTime: 3821.959,545.3151,2.0,0.2910410389180759,Unclear,"[6941747.779729065, 16292670.56593482, 9722713.925767466, 7770473.837235913, 4992139.380779244, 8414031.122237558]"
Sel Score: 0.61 RTime: 1437.85,405.9772,2.0,0.43118672534322794,Unclear,"[14960425.430742007, 6035734.41887608, 5097175.837074264, 3559144.121985298, 6353860.450858996, 6855899.728761741]"
Sel Score: 0.61 RTime: 2599.542,455.2459,2.0,0.3618028386456099,Unclear,"[49528525.92175901, 22676388.31348417, 73656998.14173794, 27430584.779981524, 41653205.409455374, 24662087.797939125]"
Sel Score: 0.61 RTime: 3453.781,540.3042,3.0,0.24472261344437368,Unclear,"[13278996.304634614, 10449069.85210919, 6273998.719466892, 7357096.673856096, 8649408.417407952, 3276417.3732425207]"
Sel Score: 0.61 RTime: 1488.083,408.4788,2.0,0.6015817514528427,Unclear,"[16941083.34720029, 2665028.952001937, 3947534.5465792017, 4963350.960336717, 5598058.468494363, 4582275.2849061685]"
Sel Score: 0.61 RTime: 2385.946,412.2426,4.0,0.0736390810929347,Unclear,"[20266055.183490206, 15911965.462707806, 16842122.62563987, 14735819.148299396, 11784558.616787817, 7570021.074925753]"
Sel Score: 0.61 RTime: 1209.598,426.2306,4.0,0.4355742274664102,Unclear,"[5739107.756698161, 2307390.4117946858, 5954538.773349123, 859104.2171348456, 5902706.9497998245, 2241405.99073502]"
Sel Score: 0.61 RTime: 1681.899,435.2357,2.0,0.2747828062076489,Unclear,"[13385170.172503533, 13568640.193236269, 5766623.13109137, 7152473.916936562, 4435116.691365831, 9455319.001253426]"
Sel Score: 0.61 RTime: 3392.18,477.5036,2.0,0.38904391126562055,Unclear,"[4883319.244688097, 2910308.187805948, 1433958.2018530627, 2619575.44052726, 1631741.6776165953, 1683128.3089799162]"
Sel Score: 0.61 RTime: 1417.259,433.4793,2.0,0.23689905462407615,Unclear,"[5206480.864069909, 3985739.3981340956, 8217401.620534168, 3664035.198245697, 4723923.066364277, 2809019.706772918]"
Sel Score: 0.61 RTime: 1968.922,470.4863,4.0,0.25254565143516733,Unclear,"[6658349.600824512, 3991043.598158451, 3692490.1828091275, 4736530.1819558, 2618683.214650294, 1869112.7293301942]"
Sel Score: 0.61 RTime: 2636.482,443.7412,4.0,0.2809735258041034,Unclear,"[13546780.325272026, 20623153.46710455, 9822092.612890474, 6261265.86726121, 7145797.178390673, 14887698.839459097]"
Sel Score: 0.61 RTime: 2274.616,430.721,4.0,0.10896535986679515,Unclear,"[24422604.109246522, 28988000.732071627, 27736861.203789208, 24001315.120727163, 11119253.84943091, 17076443.19265298]"
Sel Score: 0.61 RTime: 1458.594,383.7169,4.0,0.28398517503191784,Unclear,"[5025914.802118463, 2165108.8502190886, 3927493.969727839, 1365680.057242075, 3609410.7424408724, 2177360.9068465917]"
Sel Score: 0.61 RTime: 1999.972,425.4934,2.0,0.5463884116454578,Unclear,"[6834712.555146061, 26959292.84774429, 6892429.597024843, 10211362.817809757, 9117812.508340312, 6844513.362260686]"
Sel Score: 0.61 RTime: 3882.454,578.2862,3.0,0.11108055590492553,Unclear,"[6475839.039643251, 6838696.596069645, 4644886.559887804, 5090917.005145649, 4077928.9763185414, 2387602.414163066]"
Sel Score: 0.61 RTime: 1142.638,434.2411,4.0,0.407603799397058,Unclear,"[4339484.066147456, 1601074.5065207533, 2089813.3207253644, 919329.2485666277, 2813530.5077310507, 1435158.2709556222]"
Sel Score: 0.61 RTime: 2761.792,407.733,4.0,0.27965523819280463,Unclear,"[8519328.63544322, 16759805.213892128, 12838912.210586376, 6420861.232530214, 13515227.04103514, 4602535.912493762]"
Sel Score: 0.61 RTime: 1443.773,445.2286,2.0,0.16922820145893222,Unclear,"[6479069.146124789, 4911102.383621555, 7782652.179947734, 4636219.465492109, 5625012.024853308, 2081720.6320155566]"
Sel Score: 0.61 RTime: 3385.285,533.6206,3.0,0.276250077348825,Unclear,"[19119966.8058565, 10831708.436863037, 15723444.48921672, 16683869.5416787, 5602374.910958829, 7134075.346340245]"
Sel Score: 0.61 RTime: 1520.972,452.7426,4.0,0.07265426887850424,Unclear,"[7767680.4587953165, 7706272.331358692, 5496589.351843544, 4231757.899775868, 4828513.350031593, 4448485.10492161]"
Sel Score: 0.61 RTime: 2227.963,438.4997,2.0,0.2636170606668106,Unclear,"[13840389.415449241, 13152972.751923343, 7414860.939509973, 11823843.835560907, 6642161.142859941, 3701144.155676975]"
Sel Score: 0.61 RTime: 1240.808,363.9928,5.0,0.28073439586507015,Unclear,"[1887948.649511047, 1918652.7986815022, 1521753.363338015, 2013218.283424064, 682459.0980710665, 737443.4221417072]"
Sel Score: 0.61 RTime: 2954.043,445.4867,4.0,0.17167511851542674,Unclear,"[16885945.958845507, 11397395.825647106, 9463178.651679523, 9826119.842981236, 7162217.725709211, 7333516.762197112]"
Sel Score: 0.61 RTime: 1433.95,428.7525,4.0,0.48922588428304564,Unclear,"[2817112.487317366, 6330536.448415099, 1462135.525794382, 2255262.7170181912, 3360764.3451028243, 1221127.5695550023]"
Sel Score: 0.61 RTime: 3019.36,449.9921,2.0,0.4039907877337369,Unclear,"[9988924.70494863, 6858133.496315166, 19539844.039406322, 12635261.86982653, 4617709.311215868, 6197789.723273508]"
Sel Score: 0.61 RTime: 1914.349,457.4954,4.0,0.07299231286658085,Unclear,"[11994989.000026561, 11065380.45407445, 8018252.245557417, 7063523.091653939, 5516875.779729162, 7451081.563468697]"
Sel Score: 0.61 RTime: 2793.998,421.7182,4.0,0.4666206927914968,Unclear,"[23841634.70091365, 23645882.85954522, 3508297.1214161627, 13135891.046749614, 11418652.043551054, 8315535.87680381]"
Sel Score: 0.61 RTime: 1762.953,434.4838,2.0,0.22612680317092404,Unclear,"[14191760.450405888, 8857491.571434146, 7190923.1089677075, 7545753.563162286, 6824393.394505143, 5124886.569797511]"
Sel Score: 0.61 RTime: 1282.631,416.4854,2.0,0.45455801815584373,Unclear,"[2160102.2764078807, 7101979.886789702, 2843866.197007325, 2273991.68445853, 2103288.8291127635, 3427345.393230327]"
Sel Score: 0.61 RTime: 2886.852,535.2766,3.0,0.36494698447361384,Unclear,"[34543497.46694279, 10139398.493814148, 25961844.733506493, 19347581.30090197, 15585810.220117837, 10619625.37557412]"
Sel Score: 0.61 RTime: 2115.28,444.7259,2.0,0.2390583883235363,Unclear,"[6729374.492890047, 15185027.549938297, 12711335.499596182, 5793124.852404499, 8624844.805517582, 7910119.861155173]"
Sel Score: 0.61 RTime: 2764.275,414.7455,2.0,0.35136839819722454,Unclear,"[14704858.271517187, 14948696.445329681, 4740564.767003245, 9442698.433344554, 7405509.832168974, 5330852.44101155]"
Sel Score: 0.61 RTime: 2489.94,404.2301,2.0,0.2337556441059605,Unclear,"[26097696.94913284, 15447258.569131583, 31677269.36340627, 10338689.763280801, 23265583.957245633, 13616110.47930607]"
Sel Score: 0.61 RTime: 2490.486,390.2337,2.0,0.4312446657775926,Unclear,"[8659138.663729975, 5999528.176865328, 19522210.97350085, 7312073.587152891, 7882406.56386635, 6849071.449056312]"
Sel Score: 0.61 RTime: 2014.633,409.7427,2.0,0.31389181726709275,Unclear,"[13449117.558903206, 16976397.255645532, 8946216.763175135, 2466573.3258479927, 9326567.094972624, 13600901.208325207]"
Sel Score: 0.61 RTime: 2814.926,406.7344,2.0,0.13880693432566607,Unclear,"[8805399.023857385, 14756314.615423657, 11164680.341687089, 7116472.104706898, 7845158.184933458, 7436798.818771911]"
Sel Score: 0.61 RTime: 1676.932,388.2264,4.0,0.41802091318041573,Unclear,"[18460797.58314792, 10639449.745291986, 5131547.32757885, 10663566.534914384, 7277120.737681845, 4138973.8438890832]"
Sel Score: 0.61 RTime: 2416.464,433.737,4.0,0.4145613802057171,Unclear,"[33176323.330185845, 12568564.084720716, 50549960.730284914, 19125170.78562902, 14334551.84385037, 28661877.13573965]"
Sel Score: 0.61 RTime: 3019.727,538.6093,3.0,0.45960138624642705,Unclear,"[12680749.8625928, 35846713.25231179, 12117427.942233885, 15906838.124797061, 8487226.213342581, 14731787.234180765]"
Sel Score: 0.61 RTime: 2520.303,447.2375,2.0,0.2423226947592088,Unclear,"[16101398.596949585, 31951336.711302415, 20563278.792829104, 16413424.031721573, 19654284.51108827, 8202630.206782968]"
Sel Score: 0.61 RTime: 2615.48,408.4729,4.0,0.1370041126838811,Unclear,"[20347416.48334142, 15619737.27530064, 11870222.156646974, 11650929.81453684, 8856331.897427384, 10357913.301089669]"
Sel Score: 0.61 RTime: 3822.913,602.6275,3.0,0.43446147186376666,Unclear,"[5161677.767068714, 13282764.249144832, 5108399.863450266, 5434330.606542848, 7509719.5838021245, 2253490.4768160265]"
Sel Score: 0.61 RTime: 2559.975,532.9705,3.0,0.6263819190285635,Unclear,"[8967512.403338289, 10181.0, 21303628.38682972, 3755625.6715134764, 5884713.054300153, 9899487.020828275]"
Sel Score: 0.61 RTime: 4718.406,813.4354,2.0,0.24381059170077093,Unclear,"[9323221.283550927, 12697642.885035623, 8369450.585524587, 9743418.061582321, 7465765.664341616, 2404014.791642157]"
Sel Score: 0.61 RTime: 2405.862,424.2354,4.0,0.07842259347647693,Unclear,"[20883831.056023594, 29759014.44796765, 31240807.60860634, 16405513.893525638, 22101640.600570157, 14349717.002119016]"
Sel Score: 0.61 RTime: 2482.713,458.7344,2.0,0.468137705280534,Unclear,"[3547857.896177761, 18758139.92432797, 22547016.90731208, 11834354.054054976, 4820896.022854212, 12300461.570209654]"
Sel Score: 0.61 RTime: 1485.479,350.5969,5.0,0.293664434253221,Unclear,"[3031845.6173083484, 7521963.340368601, 6816129.3284005, 4907148.055260104, 4320090.397899577, 1987222.1021030962]"
Sel Score: 0.61 RTime: 2440.436,431.219,4.0,0.26744851163895506,Unclear,"[15406478.242751744, 17074316.718791157, 30260939.52831898, 8788132.566954834, 19247742.075643573, 12476139.277293537]"
Sel Score: 0.61 RTime: 2453.386,504.9448,3.0,0.3617684319297215,Unclear,"[7778142.931882737, 11849639.943817794, 17458290.781204615, 5326756.462427932, 14335049.99629708, 4284532.778915776]"
Sel Score: 0.61 RTime: 2133.161,424.223,4.0,0.5703179020889729,Unclear,"[25793448.09016669, 10996010.98251199, 7503416.096625257, 21534325.491541415, 10165.0, 7056417.05314865]"
Sel Score: 0.61 RTime: 2874.435,439.7321,2.0,0.27957757031895036,Unclear,"[12397658.532682877, 15786846.75167787, 9691558.524301201, 14082614.404562436, 5489389.453816216, 4886226.103583058]"
Sel Score: 0.61 RTime: 3027.212,430.9886,2.0,0.26102903038042274,Unclear,"[19179968.397556726, 12754288.365085462, 9976885.880793229, 12963402.798220143, 10049860.870439362, 4055080.6031038947]"
Sel Score: 0.61 RTime: 3172.096,433.7324,2.0,0.51472604574002,Unclear,"[4143292.3237242927, 13249816.111291114, 26466376.16815552, 12666301.129807362, 10248224.84495575, 5413081.859282002]"
Sel Score: 0.61 RTime: 3175.536,519.604,3.0,0.18929548553289333,Unclear,"[7219057.587568697, 12641379.394920748, 8883209.83547034, 8155417.09764883, 6975598.841627335, 3437693.0513388417]"
Sel Score: 0.61 RTime: 2606.295,423.985,4.0,0.31104544242294285,Unclear,"[19986328.2736985, 26309084.792226095, 14255962.514200233, 21790096.36802322, 4600520.733489656, 12732428.577527544]"
Sel Score: 0.61 RTime: 2833.24,429.9893,2.0,0.44179268369905,Unclear,"[31373125.180435285, 8801452.796139933, 21821069.025906973, 24349216.93185624, 8203391.37477549, 7504068.397919612]"
