Compound,Formula,Adduct,m/z,z,t start (min),t stop (min)
"Sel Score: 0.94 RTime: 20.835 Area: 12743947.8206577 All areas: [15141643.736828506, 10314352.340069393, 12775847.385075202, 1531359.974524691, 640296.94534579, 293373.76702261326] p-value: 0.009574335609982238 original RTs: [1219.030241355826, 0, 1250.0286889732217, 0, 0, 0]",,(no adduct),399.0307,5.0,10,30
"Sel Score: 0.93 RTime: 26.695 Area: 15762152.496105887 All areas: [15724472.702118354, 16148664.298193008, 15413320.4880063, 1378361.461202133, 1228877.751895552, 783465.2971167598] p-value: 1.0989116727021517e-06 original RTs: [0, 1607.3530454121912, 1598.171139301921, 0, 0, 0]",,(no adduct),477.7694,4.0,16,36
"Sel Score: 0.92 RTime: 15.274 Area: 1981317.3416053692 All areas: [2483702.7252713065, 1786648.4371775961, 1673600.8623672053, 324544.5396013275, 100734.11693464099, 87986.37020470927] p-value: 0.013126281599766297 original RTs: [0, 916.4518296617117, 0, 0, 0, 0]",,(no adduct),458.7214,2.0,5,25
"Sel Score: 0.92 RTime: 12.995 Area: 1831891.868272566 All areas: [1679320.67645257, 2573858.7161951177, 1242496.2121700102, 228698.42489160068, 104954.26347243959, 157246.18010532483] p-value: 0.04990095611357325 original RTs: [0, 779.6807599344203, 0, 0, 0, 0]",,(no adduct),555.9833,3.0,3,22
"Sel Score: 0.91 RTime: 25.116 Area: 8449778.959087761 All areas: [10912237.896189738, 8662582.473143104, 5774516.507930442, 547947.8077761946, 1408628.3997164613, 515338.84176886734] p-value: 0.03194775817403716 original RTs: [0, 0, 1508.4732632963266, 0, 0, 0]",,(no adduct),384.9388,2.0,15,35
"Sel Score: 0.9 RTime: 22.36 Area: 52973864.114104725 All areas: [68123839.9960291, 50401485.92781638, 40396266.41846872, 9372520.630128639, 5402298.966384231, 3496212.81926073] p-value: 0.024442236601181163 original RTs: [1322.6915936236032, 1327.8422364190733, 1344.3804526844292, 0, 0, 0]",,(no adduct),382.2165,3.0,12,32
"Sel Score: 0.9 RTime: 21.69 Area: 61837788.40616711 All areas: [84433235.68855509, 51002173.24751612, 50077956.28243013, 8532504.703382256, 6677086.351688219, 6482499.476456426] p-value: 0.03985779067044449 original RTs: [1278.0617966605405, 1287.3228096642235, 1308.343413878353, 0, 0, 0]",,(no adduct),470.0255,4.0,11,31
"Sel Score: 0.89 RTime: 65.72 Area: 20531234.507523272 All areas: [23251947.357709453, 19413316.56483541, 18928439.60002495, 3626006.6032058354, 1921839.2476998642, 2042647.131448332] p-value: 0.0021805587821769534 original RTs: [0, 3943.181721428209, 0, 0, 0, 0]",,(no adduct),941.0307,2.0,55,75
"Sel Score: 0.89 RTime: 25.262 Area: 9313458.627574401 All areas: [11218930.892415052, 9135472.67968213, 7585972.3106260225, 530093.1307258148, 2208568.35030809, 813489.7796462632] p-value: 0.006743368066506552 original RTs: [0, 1507.8145579622826, 1525.3183869680777, 0, 0, 0]",,(no adduct),406.1978,4.0,15,35
"Sel Score: 0.88 RTime: 48.957 Area: 28396708.763562847 All areas: [27143665.032412358, 27877655.114436887, 30168806.143839296, 10219, 3945055.044299254, 7352164.513253456] p-value: 0.002713448963260712 original RTs: [0, 2967.72479515117, 0, 0, 2918.022437841662, 0]",,(no adduct),453.2451,4.0,38,58
"Sel Score: 0.87 RTime: 21.037 Area: 3977312.7902858867 All areas: [5143837.161511957, 3853515.905340005, 2934585.3040056974, 405472.4566057413, 575948.6770461804, 754573.7275458816] p-value: 0.031154511294158586 original RTs: [1231.3789760823329, 0, 0, 0, 0, 0]",,(no adduct),395.1935,2.0,11,31
"Sel Score: 0.86 RTime: 37.934 Area: 32515483.429069057 All areas: [35402706.12577637, 28833166.03019208, 33310578.13123871, 3359058.943801306, 5097860.982842272, 7112638.52883822] p-value: 0.0009217563529011172 original RTs: [0, 2276.0593958951104, 0, 0, 0, 0]",,(no adduct),426.2057,2.0,27,47
"Sel Score: 0.86 RTime: 21.852 Area: 6407060.547886361 All areas: [6739414.614615391, 4909522.9640002875, 7572244.065043407, 1840210.3220605475, 861929.2502005738, 511288.6218834766] p-value: 0.009392704689524412 original RTs: [0, 1311.1412357250863, 0, 0, 0, 0]",,(no adduct),446.9715,2.0,11,31
"Sel Score: 0.84 RTime: 55.066 Area: 8407988.55890823 All areas: [7609589.2856158065, 8756658.196872864, 8857718.194236021, 1380318.0852327254, 3280209.646164275, 9837] p-value: 0.009625266688890728 original RTs: [0, 0, 3346.1758009818504, 0, 3293.229781852024, 0]",,(no adduct),472.7463,2.0,45,65
"Sel Score: 0.84 RTime: 24.194 Area: 27735780.860259157 All areas: [29375710.00811258, 27120687.630758114, 26710944.941906776, 7820001.277037013, 4476402.235238975, 3457230.5377964154] p-value: 0.0003796176455989396 original RTs: [0, 1451.6584601530499, 0, 0, 0, 0]",,(no adduct),440.242,4.0,14,34
"Sel Score: 0.84 RTime: 49.401 Area: 13893355.42786625 All areas: [11180104.961111093, 12311889.156165281, 18188072.16632238, 3744177.2103418047, 3211942.8779482692, 1099002.768004801] p-value: 0.02441253688786454 original RTs: [2888.183639464019, 0, 0, 3081.469386658074, 0, 0]",,(no adduct),411.24,2.0,39,59
"Sel Score: 0.84 RTime: 35.766 Area: 12104786.269965358 All areas: [16208855.483562075, 10337142.124550842, 9768361.20178316, 3334339.2402177514, 3698908.505708362, 9731] p-value: 0.023240943342884214 original RTs: [0, 2145.935649612783, 0, 0, 0, 0]",,(no adduct),383.2243,2.0,25,45
"Sel Score: 0.84 RTime: 28.736 Area: 14759148.99524355 All areas: [15858268.197026249, 11555842.269571984, 16863336.519132413, 3477017.286720291, 3583327.2192448266, 1670193.179802549] p-value: 0.010450404604018174 original RTs: [0, 0, 1727.1850080044924, 0, 0, 0]",,(no adduct),438.7076,4.0,18,38
"Sel Score: 0.84 RTime: 22.19 Area: 10890471.919230584 All areas: [6933842.168441854, 13012919.62338649, 12724653.96586341, 1408928.32932621, 1761654.7897633212, 3273532.2599692494] p-value: 0.03895654603277806 original RTs: [0, 1331.413672252222, 0, 0, 0, 0]",,(no adduct),408.9756,4.0,12,32
"Sel Score: 0.83 RTime: 37.888 Area: 21447648.07118803 All areas: [19177477.636761777, 24276857.04770208, 20888609.52910023, 3676246.975791463, 6288797.578515843, 2816984.093630711] p-value: 0.0012027785388453208 original RTs: [0, 0, 2280.1817387739284, 0, 0, 0]",,(no adduct),511.6138,3.0,27,47
"Sel Score: 0.83 RTime: 24.774 Area: 17770258.728845187 All areas: [20148171.092406303, 22298723.33542968, 10863881.758699574, 4463250.332282769, 4836774.287308224, 1294438.9327844726] p-value: 0.04494354698984104 original RTs: [0, 1486.4592707008703, 0, 0, 0, 0]",,(no adduct),398.4712,4.0,14,34
"Sel Score: 0.83 RTime: 15.324 Area: 844944.1868255112 All areas: [925976.9004753311, 931221.7705187913, 677633.8894824112, 353655.9551046857, 86526.88859287844, 71842.53603029586] p-value: 0.005691059767581028 original RTs: [0, 919.4352251776971, 0, 0, 0, 0]",,(no adduct),366.9783,5.0,5,25
"Sel Score: 0.83 RTime: 21.616 Area: 8004539.7768839225 All areas: [9630565.790761543, 8711077.365579331, 5671976.174310895, 790108.7527156527, 1303665.5381084643, 2815295.5273569683] p-value: 0.018170741525698902 original RTs: [0, 1289.1556144852884, 1304.8435959692683, 0, 0, 0]",,(no adduct),391.9611,4.0,11,31
"Sel Score: 0.83 RTime: 48.73 Area: 38552353.71484098 All areas: [39135502.478576966, 30273485.839519247, 46248072.82642672, 10347500.04493978, 6868941.599473001, 6645540.631989121] p-value: 0.017008173574913795 original RTs: [0, 2896.613123251589, 2853.968055355891, 0, 3044.620783285389, 0]",,(no adduct),442.2371,4.0,38,58
"Sel Score: 0.83 RTime: 48.197 Area: 21074340.542320907 All areas: [16389348.21131894, 25820152.934707537, 21013520.480936244, 6423552.089858644, 3665565.420604474, 3025396.012829493] p-value: 0.015826014582734256 original RTs: [2950.729447544359, 2766.6657514506974, 2889.79745178805, 3013.6169920225725, 0, 0]",,(no adduct),432.2308,4.0,38,58
"Sel Score: 0.83 RTime: 32.397 Area: 19823351.76873332 All areas: [17283254.850648034, 17016186.01646903, 25170614.4390829, 1495459.735697757, 5451740.17476405, 5396510.480111685] p-value: 0.014377454285815893 original RTs: [0, 0, 0, 0, 0, 1929.8419710996295]",,(no adduct),420.7334,2.0,22,42
"Sel Score: 0.83 RTime: 41.501 Area: 24280951.9680052 All areas: [22487872.681867722, 21942903.421945438, 28412079.800202448, 5054387.313044806, 4139875.0702427006, 6099054.065999953] p-value: 0.007850238421927938 original RTs: [0, 0, 0, 0, 2493.8992859244754, 0]",,(no adduct),546.9704,3.0,31,51
"Sel Score: 0.82 RTime: 39.794 Area: 26589796.67886233 All areas: [31318185.893802825, 29403231.736872923, 19047972.405911237, 3519406.591017886, 4452354.087425042, 8997448.100591151] p-value: 0.018553329038785312 original RTs: [0, 2387.6570043223887, 0, 0, 0, 0]",,(no adduct),527.9511,3.0,29,49
"Sel Score: 0.82 RTime: 56.154 Area: 12720875.450087154 All areas: [14489596.755150458, 14531294.469426356, 9141735.125684649, 2577997.6945877997, 3455107.2297087135, 2185150.4974470637] p-value: 0.02647939504426073 original RTs: [3353.879355809973, 0, 3382.597015124214, 0, 0, 0]",,(no adduct),797.9147,2.0,46,66
"Sel Score: 0.82 RTime: 52.298 Area: 33291528.40949734 All areas: [35383798.27753743, 22879894.114703145, 41610892.83625146, 5612038.57000541, 5035459.414965608, 11089798.841767486] p-value: 0.030861808452702526 original RTs: [0, 3098.0778670038253, 3102.335725940684, 3242.639256423635, 3196.665039467667, 0]",,(no adduct),545.9615,3.0,42,62
"Sel Score: 0.82 RTime: 64.608 Area: 6314531.043421413 All areas: [5617895.505093459, 8081771.804013649, 5243925.82115713, 2255096.979725611, 9917, 1871849.202444042] p-value: 0.01356308110203576 original RTs: [0, 3876.459031322753, 0, 0, 0, 0]",,(no adduct),547.6177,3.0,54,74
"Sel Score: 0.82 RTime: 27.386 Area: 12899064.740371525 All areas: [12169211.587086855, 9676011.364824306, 16851971.269203417, 3226610.5659542046, 3172626.4713891796, 2105045.070340589] p-value: 0.037613768197666396 original RTs: [0, 0, 1677.788290250509, 0, 0, 1593.0103330154204]",,(no adduct),390.2162,2.0,17,37
"Sel Score: 0.82 RTime: 34.943 Area: 23944613.76071325 All areas: [29690949.045492426, 23745754.718000658, 18397137.518646672, 5691950.037166107, 5712068.182631485, 4396273.066242934] p-value: 0.027389502230693336 original RTs: [2029.1088582225545, 2138.615957177397, 0, 0, 0, 0]",,(no adduct),550.9496,3.0,24,44
"Sel Score: 0.82 RTime: 21.766 Area: 8207585.786344559 All areas: [10239703.652363718, 8711079.299016364, 5671974.407653595, 930803.7260220826, 1078429.4208174266, 3461749.368767852] p-value: 0.022333583923955506 original RTs: [1275.4369577032098, 0, 0, 0, 0, 0]",,(no adduct),391.9606,2.0,11,31
"Sel Score: 0.82 RTime: 56.35 Area: 21454784.88841 All areas: [26298419.492063604, 17688435.20021327, 20377499.972953122, 6260038.104860518, 5208178.59650585, 2871778.186086501] p-value: 0.013141978757861177 original RTs: [0, 0, 0, 0, 3399.8712796887785, 0]",,(no adduct),465.2455,2.0,46,66
"Sel Score: 0.82 RTime: 43.587 Area: 53152801.419016205 All areas: [49379064.58066671, 65567782.29548439, 44511557.380897515, 9536121.282131813, 16602829.549931126, 9841646.011975553] p-value: 0.01455318241355459 original RTs: [2602.3945333025013, 2563.3964345498894, 2536.2869790046752, 2814.4019210126535, 2615.7386482193524, 0]",,(no adduct),396.2273,2.0,33,53
"Sel Score: 0.81 RTime: 32.197 Area: 16589216.546061873 All areas: [16559595.179732714, 17008538.42146168, 16199516.036991227, 6752691.947345099, 3145171.36006552, 1646650.4492395397] p-value: 0.012318205134012767 original RTs: [2029.5317295890636, 1926.2426899917036, 0, 0, 0, 1798.543442583529]",,(no adduct),451.9888,4.0,22,42
"Sel Score: 0.81 RTime: 48.711 Area: 19928688.797704995 All areas: [15504080.135535477, 23996949.091199495, 20285037.166380014, 10565833.774810439, 10062, 3327729.6757580596] p-value: 0.020141465032006752 original RTs: [0, 0, 0, 0, 0, 2921.0662883964783]",,(no adduct),448.2451,2.0,38,58
"Sel Score: 0.81 RTime: 23.532 Area: 8472470.849035988 All areas: [9847597.83130504, 8005097.698618279, 7564717.01718464, 1176515.8447921257, 2459243.8566823537, 2278690.330843041] p-value: 0.00318247428417879 original RTs: [0, 1406.593743399925, 1418.1677870926599, 0, 0, 0]",,(no adduct),409.9519,4.0,13,33
"Sel Score: 0.81 RTime: 35.688 Area: 15174683.383675963 All areas: [15620948.05481157, 12706752.646433027, 17196349.44978329, 695950.1435614869, 6155320.911997865, 3830456.537498989] p-value: 0.005344180176436064 original RTs: [0, 2141.2933548586693, 0, 0, 0, 0]",,(no adduct),399.4661,2.0,25,45
"Sel Score: 0.81 RTime: 23.39 Area: 4189078.5674773254 All areas: [3436448.691165354, 4255579.560682983, 4875207.450583639, 261380.59336335692, 1875110.003426149, 857504.5927357095] p-value: 0.007396860447176919 original RTs: [0, 0, 1404.1753269916292, 0, 0, 0]",,(no adduct),439.2079,2.0,13,33
"Sel Score: 0.81 RTime: 26.235 Area: 8306977.464611117 All areas: [9221293.763110252, 5694247.966878135, 10005390.663844964, 2857090.0416693264, 546979.0458508057, 2575102.8054774576] p-value: 0.023397075752075863 original RTs: [0, 0, 1576.0832386155007, 0, 0, 0]",,(no adduct),355.1935,5.0,16,36
"Sel Score: 0.81 RTime: 29.285 Area: 14026310.111553578 All areas: [14831011.454038195, 11555849.30928071, 15692069.57134183, 2418664.2166677765, 3640879.3692530254, 4042718.6184438285] p-value: 0.0070752765916050255 original RTs: [1741.1419483721995, 1745.6534633387525, 0, 0, 0, 0]",,(no adduct),438.7072,2.0,19,39
"Sel Score: 0.81 RTime: 37.452 Area: 25486328.458951384 All areas: [23771614.813150484, 25496544.787867807, 27190825.77583585, 12526266.77874242, 10127, 5847074.789872121] p-value: 0.026350123967222423 original RTs: [0, 0, 2354.435842893842, 2212.4719109043945, 0, 2239.043907368463]",,(no adduct),429.9949,2.0,27,47
"Sel Score: 0.81 RTime: 45.117 Area: 12417138.767541401 All areas: [16529320.77805687, 11659188.144711483, 9062907.37985585, 2717630.6843237276, 4015828.5732993996, 2227665.517553469] p-value: 0.04317354064769803 original RTs: [2743.3675011376545, 2637.93201486443, 0, 2782.4194847875274, 0, 0]",,(no adduct),472.4866,2.0,35,55
"Sel Score: 0.81 RTime: 35.033 Area: 24541476.592535127 All areas: [22906866.49576379, 22823649.33438346, 27893913.947458133, 3779457.1738114804, 3092428.6236808216, 10937898.079174725] p-value: 0.005438985950645705 original RTs: [2130.5491203376137, 2074.5800463489472, 0, 2143.7375651272414, 0, 0]",,(no adduct),434.4812,4.0,25,45
"Sel Score: 0.8 RTime: 43.97 Area: 13631002.253812416 All areas: [10904278.248593882, 15388749.509601206, 14599979.003242157, 3493040.9404821303, 3846684.5295197517, 2598793.4168965654] p-value: 0.012835704845036433 original RTs: [0, 0, 2647.6682677047493, 0, 0, 0]",,(no adduct),495.6171,3.0,33,53
"Sel Score: 0.8 RTime: 41.412 Area: 33773707.77526473 All areas: [41770204.480747804, 24088642.53218351, 35462276.31286288, 7694581.451236103, 7377694.016803453, 10427143.45247387] p-value: 0.035605651164335825 original RTs: [0, 0, 0, 2549.627289319898, 0, 0]",,(no adduct),542.957,3.0,31,51
"Sel Score: 0.8 RTime: 43.187 Area: 31450717.43847054 All areas: [33816009.49155957, 36423014.48774619, 24113128.336105853, 10517429.02853493, 8072607.029390889, 5308967.482759582] p-value: 0.014425101538023524 original RTs: [0, 0, 0, 2591.120719239682, 2576.7548548319833, 2670.842398844425]",,(no adduct),415.4691,2.0,33,53
"Sel Score: 0.8 RTime: 25.175 Area: 8139576.129444306 All areas: [8582980.12090218, 5942433.834183612, 9893314.433247125, 3818523.5046904664, 676685.8284276908, 1705484.7809557342] p-value: 0.01654586635224592 original RTs: [0, 1510.4962386838497, 0, 0, 0, 0]",,(no adduct),436.4681,4.0,15,35
"Sel Score: 0.8 RTime: 45.854 Area: 12299365.621325897 All areas: [16187540.875213496, 8884415.18305195, 11826140.805712247, 4296531.993855374, 3942307.8860689583, 1178218.0637677223] p-value: 0.03298749275860372 original RTs: [0, 0, 0, 2814.3568481487705, 0, 0]",,(no adduct),444.7555,2.0,35,55
"Sel Score: 0.79 RTime: 26.045 Area: 5352956.18523076 All areas: [6151068.019629567, 4953887.851231084, 4953912.684831629, 722098.1132756773, 2389792.3519507805, 1041253.3015337209] p-value: 0.004341179155070056 original RTs: [0, 1507.4781271113266, 1620.2107720279073, 0, 0, 0]",,(no adduct),457.7322,4.0,16,36
"Sel Score: 0.79 RTime: 38.776 Area: 23531239.504142612 All areas: [18180275.057064332, 29368940.811386336, 23044502.643977158, 8410548.259034267, 6096350.070021858, 3789438.4286092473] p-value: 0.02063275633769829 original RTs: [2259.641072813611, 0, 0, 2435.2330151366054, 0, 0]",,(no adduct),393.2203,4.0,28,48
"Sel Score: 0.79 RTime: 47.657 Area: 21116401.087725263 All areas: [14800392.174702948, 22137689.85182572, 26411121.23664712, 5400398.907235826, 3867577.173296989, 7172341.727049116] p-value: 0.035832534430475106 original RTs: [0, 2835.6655027847064, 2816.910274125999, 0, 0, 2934.84350330506]",,(no adduct),558.64,3.0,37,57
"Sel Score: 0.79 RTime: 55.069 Area: 15776078.195888916 All areas: [12419711.855876077, 17631700.475261576, 17276822.2565291, 7010543.419834659, 3484218.4991048486, 1838163.183860952] p-value: 0.006973862493378092 original RTs: [0, 0, 0, 0, 3321.7681557844235, 0]",,(no adduct),427.2383,2.0,45,65
"Sel Score: 0.79 RTime: 38.535 Area: 20616103.762484077 All areas: [19111958.86532628, 16722195.635063343, 26014156.787062615, 5497982.951610804, 5259839.593601708, 5382221.84148136] p-value: 0.03177638771465438 original RTs: [0, 0, 0, 0, 0, 2302.770512601691]",,(no adduct),420.7479,2.0,28,48
"Sel Score: 0.79 RTime: 56.587 Area: 17563202.76415055 All areas: [22203652.026133485, 13974081.98509213, 16511874.281226031, 5879013.0014784755, 4668963.074515519, 3237891.782961136] p-value: 0.024947570198738705 original RTs: [3400.6282297207013, 3350.3093633723124, 3406.201597361742, 3480.7446102005783, 0, 0]",,(no adduct),530.622,3.0,46,66
"Sel Score: 0.79 RTime: 49.82 Area: 27493014.375852767 All areas: [20170978.805569004, 33976362.61379373, 28331701.708195563, 7912207.004731529, 8819989.911784142, 5108542.493995502] p-value: 0.029702956901933867 original RTs: [0, 2989.1870797751626, 0, 0, 0, 0]",,(no adduct),449.2236,2.0,39,59
"Sel Score: 0.79 RTime: 43.461 Area: 21144904.10773869 All areas: [23000373.370416198, 17975468.32288865, 22458870.62991121, 4587955.789766449, 6268119.1919614, 6042827.351759861] p-value: 0.005937921471205007 original RTs: [0, 0, 0, 0, 0, 2602.0603824936347]",,(no adduct),577.9581,3.0,33,53
