RT consensus,charge,m/z,quality,362-058_12ca5_High_1,362-058_12ca5_High_2,362-058_12ca5_High_3,362-058_WDR5_High_1,362-058_WDR5_High_2,362-058_WDR5_High_3
2121.9074151999534,4,410.72360143923856,0.6844408512115479,2016.707606535459,2252.1532498050365,2132.0132945477917,2135.63304892486,2070.7476760960626,2124.18961529051
2594.8408900558697,4,455.24535367454024,0.6850520968437195,2628.995687352717,2563.305388316042,2544.729524244823,2704.1255161504246,2594.669399899761,2533.2198243714492
1421.9429768475138,2,438.2335368218021,0.6871930360794067,1508.9881664399286,1472.9840591498519,1428.8480992472566,1357.152961598251,1308.1932261108077,1455.4913485389877
2414.1772611725933,2,413.96488921743054,0.6890559196472168,2374.4559059843145,2312.510965485626,2444.7314138000597,2409.6326468471384,2437.117858030709,2506.6147768877117
3784.0967312237735,2,457.4882776368065,0.6931312680244446,3648.6914550200427,3829.6409015664117,3799.3471302228154,3895.4757547353665,3751.1827493552146,3780.2423964427903
3324.784114748925,4,448.4890698377692,0.6936118006706238,3325.763776436563,3373.7983078480192,3293.5546616528186,3408.955427186833,3231.930803475739,3314.7017118935782
2563.2052616898295,2,444.24198060005205,0.6947664022445679,2585.1819349800153,2565.8502575294146,2529.0131591698128,2528.5523883991805,2508.8375137976814,2661.796316262872
2434.721443642285,2,435.4817130887082,0.6956974864006042,2384.1353580990744,2567.131559540721,2411.047565992885,2444.349539123217,2437.878783869602,2363.785855228209
1489.5911146620938,4,434.487905165111,0.699039101600647,1483.3862656631673,1519.6657503103536,1452.1448361969924,1417.5210423208855,1454.7120839519832,1610.116709529181
2206.798828660572,2,407.9681847893741,0.699567973613739,2322.574492282584,2205.3844197181547,2221.5699955037944,2112.5295742000594,2197.617492939271,2181.1169973195656
1997.950049674967,4,438.4792385536173,0.6996285319328308,2014.5616699968648,1986.1939530351262,1960.7500327723028,2136.436249710108,1936.1429614576389,1953.6154310777597
1946.2296342129764,2,450.2472534018761,0.702510416507721,1928.0410242727062,1937.7418992819485,2014.0301789293783,1938.6593296780459,1962.4003179733488,1896.5050551424295
2552.4186645199743,4,452.73736253647184,0.7035603523254395,2568.123450273771,2568.8765222944144,2643.692807562811,2447.144017100062,2622.028070604176,2464.6471192846116
1602.6140253785481,4,422.2243280956395,0.7046841979026794,1578.0143553917824,1549.3064092177315,1683.1114357416002,1517.9139196294796,1603.596175706656,1683.7418565840405
2628.4041588283803,2,441.22914207791945,0.7076338529586792,2626.512561961253,2665.879934839571,2661.920466671179,2568.558459154014,2735.710886535433,2511.842643808832
2447.3528490904528,2,446.22672269942956,0.7078803181648254,2429.9849401561223,2565.8716810174606,2444.825950217196,2322.135172376041,2439.2214749157874,2482.0778758601095
1586.296523533062,4,403.4733888126162,0.7098217010498047,1475.8667879624518,1677.4470521640942,1583.7844688010111,1587.9624778486861,1613.7539232640995,1578.9644311580305
2734.6028997336834,2,407.96890133589363,0.7107804417610168,2860.369846320558,2765.500792903639,2652.3389366178953,2653.0070505803455,2733.4901506621277,2742.9106213175355
2547.3446252260865,4,409.9791310551675,0.7195947170257568,2620.7607548208284,2569.3571558391845,2495.4316690342744,2568.695334563715,2593.763493352036,2436.0593437464813
2196.300154964891,4,435.73520008374,0.7255959510803223,2260.5867791439337,2264.3788132365225,2178.8059188231505,2107.0627485500663,2161.5925815321407,2205.3740885035313
2924.6986973987805,2,453.9852360956209,0.727586030960083,2864.924967655935,2894.914549367722,2930.6531049393434,2934.9295535970955,2995.1094211003447,2927.660587732242
3280.9129892808355,4,433.97523345559586,0.7301152944564819,3282.979790947074,3200.7484263325787,3214.8248332838893,3271.667395945849,3395.8567403204574,3319.4007488551615
2115.1333225733933,4,419.21803442478904,0.7307383418083191,2243.6353296998154,2106.979868536676,2182.395742730006,2046.6836514876147,2044.6828395032683,2066.42250348298
2759.756009985777,4,448.73453227569894,0.7351528406143188,2728.4828645278244,2747.165606844258,2776.654281874805,2890.6853113789693,2682.3021411729883,2733.245854115816
2882.486491728549,4,431.9782435228151,0.7357495427131653,2855.645460789011,2980.9505164386296,2835.678658494729,2823.2264389964016,2964.7521522949028,2834.665723357621
2326.8970737676423,4,407.4664954556008,0.7373109459877014,2267.0096089318145,2352.8153802381644,2399.2611832858374,2214.857155340819,2362.738903081615,2364.7002117276015
1413.7879256706037,4,432.9885755342564,0.7384775280952454,1467.5446771745715,1335.2687292455075,1404.0008417069257,1458.899288732818,1442.100179323457,1374.913837840343
1830.754307807161,4,438.240187890023,0.7389107346534729,1795.2713945023568,1933.7899934378715,1755.9852613257335,1798.8802133016263,1861.2206267776041,1839.378357497773
2693.5967886968833,4,428.2306458541707,0.7395694255828857,2696.138460543363,2641.9368458894364,2719.980161866776,2689.9390292240746,2733.5288470920327,2680.0573875656173
2918.5961125843655,4,430.2249046313862,0.7396370768547058,2900.5572319926277,3004.4623069162903,2908.682683405175,2933.7989990261044,2891.988588358812,2872.0868658071818
2234.5145190557723,2,424.2256168171073,0.7408015131950378,2267.2450563972557,2256.625733329129,2215.0090438711914,2336.365585241298,2132.5894323380394,2199.25226315772
2269.954482821144,2,417.22983547816233,0.7425702214241028,2269.7410122461533,2317.5374590598512,2354.462876233626,2297.5073849712626,2199.87085032203,2180.607314093945
1519.2491326987401,4,446.98635060450124,0.7559075355529785,1488.1205155618063,1506.2102937908164,1457.0997102838132,1526.740107493309,1528.6620138597957,1608.6621552028998
2441.9609035473923,4,415.72109443400285,0.7565150260925293,2360.3870087065,2559.5274475833603,2450.203687523336,2416.974691606821,2384.7720870198204,2479.900498844516
1788.9031874071577,2,429.2264514647064,0.7568449974060059,1764.374148790257,1826.4619720703513,1800.2299126132855,1739.6029134993503,1864.516453966834,1738.2337235028685
1541.538246169586,4,413.9792763048203,0.8066032528877258,1595.9566611923017,1563.6418299231511,1544.4523274131436,1584.8314445048234,1487.1855715193467,1473.1616424647484
2934.5875861457976,4,424.9726603968334,0.8242986798286438,2948.860941923203,2895.352460712671,2956.1269974374545,2935.1703319376243,2966.450543912815,2905.5642409510187
2390.1235458736114,4,417.23242136459277,0.8343072533607483,2488.4209890713787,2388.5476284629367,2322.386651862099,2381.1902721876754,2394.077672874668,2366.1180607829124
2998.5823255853925,4,435.7343170915888,0.8623095154762268,3025.6053971593806,3003.6916903864276,2997.1167869015358,2970.911324801569,3012.514189401491,2981.654564861954
2135.3918822177616,2,343.19888845744737,0.9047108292579651,2215.7926414471676,2139.161311303745,2121.8698757689676,2115.5538489252076,2115.8142682848943,2104.1593475765876
1992.7874532379053,3,331.98886072348324,0.9124791622161865,2045.597069214805,2007.6645978920149,1984.3849921159142,1959.5777009143071,1990.413761531406,1969.086597758984
1515.0345224072541,2,493.76834954786426,0.9158294796943665,1573.9933828587884,1523.7539175306256,1498.1965902978036,1508.171069582578,1478.6135733892272,1507.4786007845025
2427.0635895835153,5,524.1018920872513,0.9387245774269104,2453.47088771075,2437.649931520873,2410.260423478184,2413.2980722024595,2434.82201167063,2412.8802109181966
3788.8075893586833,5,771.8369911753607,0.9470723271369934,3780.48085516361,3776.6781098540528,3771.3723714313105,3836.249376224129,3782.6228336907748,3785.4419897882267
2181.5518595232984,2,422.736422811032,0.9500003457069397,2216.6623081935195,2188.554998026666,2171.942706148242,2176.1078472184904,2171.0463675204082,2164.9969300324624
4861.223134232351,2,336.67167850038635,0.9586191177368164,4875.810309299644,4871.673970361602,4857.474796522719,4866.3426144679315,4846.785150902457,4849.251963839757
4325.0718818888445,2,315.1778435519457,0.9590021967887878,4339.545757881775,4337.192850024866,4324.7140653060715,4328.551709904644,4314.670349601038,4305.756558614671
4634.858166267012,5,777.6080593763195,0.9616806507110596,4635.2311229114075,4624.667320313253,4620.156141646037,4650.4337223032735,4639.00649938211,4639.654191045993
5205.611290989559,2,1309.6231271490117,0.9627378582954407,5201.047478941843,5200.704421303332,5199.940865237083,5209.093486717836,5212.064844830428,5210.816648906832
4686.053985895863,5,774.2033999083607,0.9633503556251526,4686.991228629167,4676.683838193913,4671.180379646478,4702.790093982144,4690.201355889646,4688.477019033827
4890.268153792557,3,878.7497092647503,0.965903103351593,4885.206922437933,4886.0146308096855,4879.703168951472,4899.59212521469,4895.5097660212305,4895.5823093203335
5883.92552782712,4,1121.3821539133623,0.9660046100616455,5881.1177130706055,5879.890402072587,5875.178279020065,5891.176610834593,5885.614256018541,5890.575905946339
6792.88929448617,2,642.3649449309704,0.9664114117622375,6802.81194559518,6800.156100442358,6798.361924369322,6789.918219943544,6780.262396050019,6785.825180516602
6884.551230474351,2,686.3914904115318,0.9666930437088013,6894.587200372039,6892.74876881705,6889.684617903216,6883.00013121916,6870.570459637366,6876.716204897279
3053.880201609704,5,553.5155275137229,0.9675363898277283,3068.403042269351,3048.6671620331804,3055.474911679878,3038.2359189530666,3061.0410807533785,3051.459093969369
5941.362248062116,4,1054.3002039695705,0.9680604338645935,5938.207778726234,5935.4449495064455,5932.11498909846,5953.120014005812,5943.718154808384,5945.567602227363
5346.764573928181,3,400.0345320672181,0.9681997895240784,5359.36839566352,5351.337755463391,5352.509877456178,5330.212833570574,5337.066332772897,5350.092248642527
3060.494345870998,5,643.9632330349582,0.968523383140564,3069.8530157995588,3054.3781630743515,3058.9815186437468,3046.8460443772287,3071.17310410051,3061.734229230595
7596.112915945369,2,467.2366873782922,0.9685998558998108,7605.765381448348,7585.669542432943,7597.7476433255315,7605.87010857042,7582.535551064245,7599.08926883073
6927.0002536356915,2,708.4045866466222,0.970059871673584,6936.951688206941,6933.4722203793735,6931.3645629622615,6926.670724602533,6913.1379892339,6920.404336429136
7595.79500395245,2,458.7234888858662,0.9700855612754822,7605.4364982406505,7588.013982774928,7595.557503739761,7605.135818234879,7582.2162526370985,7598.409968087384
5205.592760608411,3,873.4182562452734,0.970540463924408,5200.7235843306225,5201.905493227608,5198.815499878138,5208.648955461806,5212.577514815629,5210.885515936659
6969.6688638786945,2,730.41779825704,0.9705715179443359,6978.362229347118,6977.399354726708,6974.258327854406,6969.19745763077,6956.870635232703,6961.925178480464
3060.470982715938,3,536.9717847835053,0.9706442952156067,3069.1790884245033,3054.530339952272,3059.770923857289,3047.212557344938,3071.3969801573103,3060.7360065593166
7408.990623359269,2,392.684207038975,0.9707071185112,7422.1205122943165,7415.223458170772,7411.126449604629,7409.326612320491,7396.239162697596,7399.907545067809
4413.657884827583,2,1007.4986419193707,0.9710792899131775,4411.182099497349,4412.726404957217,4403.254146817111,4420.222593629428,4419.555417826313,4415.006646238083
7552.474065703602,2,445.2237452517592,0.9711227416992188,7564.134004143553,7558.740107157965,7555.026186772287,7553.674981641266,7538.426674934105,7544.842439572432
7483.15489170847,2,414.6973645741131,0.9721283912658691,7496.415647847436,7490.039081990689,7483.436367397489,7483.2064429358115,7469.963771381306,7475.868038698081
7552.078033217632,2,436.71046719889796,0.9721994996070862,7564.114625854582,7557.352772869686,7554.580570234516,7553.395164861811,7538.182248074683,7544.842817410503
7483.136773990479,2,423.2106220305209,0.9724355936050415,7495.566253253328,7489.970363132028,7483.970506859591,7483.340098941899,7470.21093182347,7475.76248993256
5007.74033651273,2,401.2200680052085,0.9734627604484558,5017.04834490255,5011.8876377303895,5004.254069376508,5010.57443195328,5001.55727551317,5001.120259600487
4748.212220339489,2,412.74598616864023,0.9750769138336182,4752.000833934017,4748.224230330711,4737.975175292163,4741.793477898383,4753.189252489767,4756.090352091898
2170.317461894086,2,343.19892130751305,0.9755282402038574,2169.4976693362323,2188.3498291347437,2170.176780599739,2170.232960758556,2166.626736392438,2157.0207951428065
7494.407841686317,3,647.7088146220314,0.976216197013855,7501.309024624872,7499.618225417155,7499.024355109658,7486.950423113971,7483.916672379734,7495.628349472512
6744.370884278535,2,620.3518783806713,0.9763965606689453,6754.72240623355,6745.035921743901,6749.745779422022,6743.746922231156,6733.937798721118,6739.036477319469
3672.8528757402673,4,728.4099075800405,0.9764409065246582,3682.9220916431336,3674.984000696514,3676.8460975626426,3666.800895952368,3669.815901149913,3665.7482674370317
3672.3550090960307,5,582.9293763556883,0.976607620716095,3683.0709214765025,3674.3663043823894,3676.1176709734395,3668.2530401243635,3668.206895614677,3664.115222004814
4290.061619199337,2,318.195904562068,0.9766112565994263,4294.0654934717995,4290.039301383334,4279.829035045523,4283.199709915768,4299.351980373966,4293.884195005631
4947.1530163624375,2,404.2325983890048,0.9770799279212952,4951.820283606895,4946.091090118024,4938.1143696293875,4942.030777115972,4950.97413815532,4953.887439549022
7281.337973018918,3,574.3330505958712,0.9772582054138184,7289.069018774108,7286.6069196301005,7284.046812966442,7277.387082903886,7270.24297170983,7280.67503212914
4928.20822412308,2,406.2482033815538,0.9781761169433594,4931.805185259201,4927.299598386505,4920.059854611329,4923.155324803998,4931.240063171987,4935.689318505462
3173.0521356016434,5,562.0976859883347,0.9785093069076538,3173.8658193753854,3169.9225652316068,3161.4558219465957,3174.8088281371,3182.3241173780602,3175.93566154111
4594.37816830029,2,382.21953147310273,0.9785444140434265,4598.725536967732,4594.501252491197,4586.297612203019,4587.162600309245,4600.23420797743,4599.347799853112
5262.231776532819,2,941.0330366917948,0.9786942601203918,5261.952393958507,5260.859970591601,5256.192816088607,5261.970103351078,5264.489024618286,5267.9263505888375
4815.616504189168,5,797.2435100595454,0.978971004486084,4822.15259562331,4812.60613221724,4812.753940942039,4815.453155094567,4809.9165621243355,4820.816639133517
7184.445964154661,3,544.982221371856,0.9790003895759583,7194.91820972632,7187.667408668096,7184.579482938394,7180.837614106349,7173.349188440887,7185.32388104792
7080.232347423645,3,515.6312975618038,0.9793155193328857,7088.767478473771,7083.236509649607,7079.026796021654,7076.844459335615,7070.008732468456,7083.51010859277
5079.583576354798,2,426.2458143875097,0.9794549942016602,5082.652449368898,5075.909486471727,5071.846118650045,5078.155061779149,5083.3177985333,5085.620543325667
4889.213365052883,2,426.2459242370422,0.9796793460845947,4893.710421371627,4889.1055010789,4881.753462032441,4883.035226785199,4892.310037842653,4895.365541206479
4748.394468457897,2,404.2326626308106,0.9804683923721313,4752.138327807658,4747.339745544706,4740.436272557275,4744.227085151469,4752.707027027747,4753.518352658532
3280.9402875284904,4,587.5883467738272,0.9804819822311401,3282.7331162048204,3282.387479496665,3278.7532461554115,3268.571835414352,3290.976238884468,3282.2198090152287
7026.165491987437,3,500.9560608546738,0.9806615114212036,7034.982261536975,7029.751755946886,7024.787333333739,7024.654833641989,7015.227034276936,7027.5897331881
5020.568069932283,2,448.25887028583,0.980708658695221,5024.917278027305,5017.662455545721,5013.609191609988,5018.146019744101,5023.239076204382,5025.834398462196
5156.255613396071,4,964.2785217620172,0.9809173345565796,5161.775844063114,5155.125817063416,5156.9460722947015,5155.074051366628,5150.4729011052,5158.138994483359
4430.313971376806,2,360.20644287946567,0.981599748134613,4434.215710376213,4431.014736204561,4422.858848863894,4424.481322689228,4435.457504671244,4433.855705455694
5395.445568450632,2,494.30098768154306,0.9816768765449524,5399.297250844453,5391.434898378552,5390.225505826837,5396.824519955799,5393.4172880611395,5401.473947637013
3280.496997910442,5,470.27212183144866,0.9817562699317932,3282.0185316984744,3282.3766675210295,3278.3286036403733,3268.5379463233908,3289.5027784131003,3282.2174598662823
3553.48696588225,5,797.4560171442337,0.9835994243621826,3557.6481644364726,3548.8552461380514,3554.3531444567725,3557.2469852212093,3549.4987960973435,3553.319458943651
3834.563939108228,4,651.9959679015038,0.9838613867759705,3836.502619796421,3832.3029976139846,3835.823688166869,3841.901200571289,3826.4235325449404,3834.429595955865
5178.913387172788,2,450.2748045021439,0.9841967821121216,5179.807997215892,5178.318590051895,5171.1466814663945,5176.468369297653,5182.417247446227,5185.321437558665
3553.2973117970705,3,664.8816376685594,0.9843217134475708,3558.437562484467,3550.913689719367,3554.34554595837,3556.0333140528833,3549.580452064184,3550.47330650315
3808.6341857370694,2,498.80185891452976,0.9853965640068054,3809.3718038973657,3806.442473896897,3800.106791740647,3812.026500966686,3813.1821057814177,3810.6754381394007
5291.627094564054,2,472.2876879040732,0.9872857332229614,5293.7233820399515,5290.273221658948,5286.413763690076,5290.7991382992905,5290.742483507128,5297.810578188926
6644.790704831771,3,932.1952428368401,0.9877170920372009,6646.337403391995,6644.349813721987,6642.034715679155,6647.288424328013,6642.098941840315,6646.634930029154
5155.512394822654,5,771.6243972543128,0.9878410696983337,5159.2007881131985,5155.754275769183,5156.038811456043,5153.767862718578,5151.2982879688325,5157.014342910091
3472.534459023483,4,583.589607966232,0.9921685457229614,3475.732841880967,3471.0701218324684,3472.200494317746,3471.15556976456,3473.4660874883266,3471.581638856833
3472.4435202045656,5,467.0731282913089,0.9940248131752014,3475.7051087198333,3471.576524665757,3470.9293879531006,3471.239323124527,3473.7443360601665,3471.4664407040123
1720.9096682534794,4,435.4821612905909,0.33680272102355957,1719.6842081678944,1580.2738854416336,1837.7498068265882,1849.38189776409,1617.4585430671896,0.0
1409.3666196421132,2,432.7384013504631,0.3448968827724457,1431.8754287179404,1443.794104175493,1391.7767178183421,1515.7831094566166,1263.6037380421735,0.0
3418.5717150335067,2,426.48009303916905,0.3772062361240387,3476.5926961861305,3428.9776049985603,3275.98872267398,3512.938837682222,3398.36071362664,0.0
1779.9095242526746,4,399.2196447051777,0.38243791460990906,1631.7329059355181,1771.8903314883858,1867.931571990345,1730.0102220639305,1897.9825897851942,0.0
2529.2162171911973,2,442.9965259522385,0.3921425938606262,2522.349521144136,2602.4948141951936,2425.462872663273,2655.9583797147816,2439.8154982386013,0.0
2416.440144526252,4,447.9897416575801,0.40935373306274414,2430.2373463516824,2323.8839901065294,2555.631443601003,2334.339819616947,2438.1081229550973,0.0
2460.46168063492,2,409.23293875481926,0.41229283809661865,2461.219606318687,2442.7278139673913,2344.7195360787155,2452.449037362782,2601.1924094470255,0.0
3786.8013954209914,3,568.6167435810805,0.4182184636592865,3682.9501175109344,3832.836959129209,3917.340648787599,3709.6583484603234,3791.2209032168907,0.0
1629.9610716470531,4,419.2255673268369,0.41915440559387207,1589.959549037432,1683.7283439720197,1719.9033669501762,1499.3532395825214,1656.8608586931168,0.0
3224.9748126418262,2,441.9890399403137,0.4227488934993744,3221.748055268169,3313.7584384630254,3117.185980770535,3180.337272171105,3291.844316536298,0.0
2229.4557381912136,4,411.47535603846654,0.43235528469085693,2365.030270040154,2169.926740708144,2250.8536516007503,2141.36521365884,2220.1028149481795,0.0
2067.427257043529,2,407.4802340955653,0.4396410286426544,1975.9589313886834,2158.5206681118816,2008.021877364436,2131.318448484262,2063.3163598683814,0.0
2814.131261872984,2,420.22442191761763,0.4436391294002533,2905.3813441234893,2769.908291182012,2743.033569489024,2885.6075897059977,2766.725514864397,0.0
4622.027974137524,3,563.6265362529556,0.4471450448036194,4573.957775607095,4657.660976493707,4538.708412480271,4652.686739611936,4687.125966494613,0.0
3064.3429310408583,4,438.7248350311538,0.44831353425979614,3207.399321668828,3119.0602694068857,3089.718777051239,2964.732464323142,2940.8038227541965,0.0
1482.0891800185684,2,427.9700573216487,0.45572301745414734,1494.1534321167928,1629.966940225198,1447.2850494899785,1423.5476204919012,1415.4928577689716,0.0
3758.776303478769,2,463.48635918609295,0.4564167857170105,3886.978621367514,3862.163478252839,3741.0205022911537,3701.9909697766757,3601.727945705662,0.0
1934.2897267713574,4,439.7361973590022,0.4572380781173706,1899.3092054829424,1979.7177690474755,1942.2435732345173,1982.6716656822184,1867.5064204096343,0.0
