Compound,m/z,z,p value,specificity
"EScore: 0.76 RTime: 1692.511 Areas: [27256686.371459626, 13405911.24767539, 14648325.67627723, 35324310.72765105, 22895092.078230117, 35656041.73856452]",447.4914,4.0,0.04867044599966914,12ca5
"EScore: 0.76 RTime: 1772.598 Areas: [9662099.302106353, 18419228.603184022, 22308382.77936258, 17687994.949979883, 5695592.0521771, 18961756.97436445]",411.4786,2.0,0.006743228689726372,12ca5
"EScore: 0.75 RTime: 1416.301 Areas: [22992556.088906784, 29101888.949187946, 13828730.820494542, 20156773.225121915, 9732983.358464409, 9929759.46948064]",454.9879,2.0,0.04784554886283202,12ca5
"EScore: 0.75 RTime: 2330.947 Areas: [32615266.17553235, 19813326.052348312, 23744481.674037248, 21692768.075968683, 19382099.132901825, 18168158.884941813]",424.2115,2.0,0.02469087564134383,12ca5
"EScore: 0.75 RTime: 1508.096 Areas: [32960352.98689579, 87939031.92241892, 113949438.38080955, 45084226.540019795, 17144646.24652657, 49072626.51018271]",412.2067,2.0,0.018821515520446787,12ca5
"EScore: 0.75 RTime: 1225.571 Areas: [31695366.915969744, 5712444.146856163, 10372374.759804595, 17363759.565644145, 11258914.688585691, 32313569.74903942]",426.2067,2.0,0.020684571335539113,12ca5
"EScore: 0.75 RTime: 2665.137 Areas: [36979855.85569928, 23975603.759516902, 19123844.493634213, 7732585.0884390455, 22402112.746052008, 10488386.51439432]",564.6188,3.0,0.021170576110048883,12ca5
"EScore: 0.75 RTime: 3970.172 Areas: [41832192.57391978, 31335665.62495456, 41560910.45881039, 18798140.933338575, 10892370.592256421, 12198272.460421478]",550.9415,3.0,0.00898174058641298,12ca5
"EScore: 0.75 RTime: 1682.822 Areas: [5425935.96900059, 6356727.7190091135, 3035607.9598225327, 13996007.61422714, 2204857.647801768, 4769913.063334268]",431.2318,4.0,0.02324588087482956,12ca5
"EScore: 0.75 RTime: 1610.975 Areas: [59070779.22370504, 41814830.223058015, 77930365.18120265, 66261037.259266384, 15966315.525038127, 31833780.76350024]",434.7147,4.0,0.0034639911619735227,12ca5
"EScore: 0.75 RTime: 1199.017 Areas: [18015912.735428985, 40512775.45276008, 21505183.299971472, 26872044.924778987, 22933447.433783866, 37954408.046097405]",410.4557,2.0,0.03509667721683878,12ca5
"EScore: 0.75 RTime: 1958.807 Areas: [14654365.293544397, 17672307.127883386, 14072038.17102865, 6632291.190422685, 17203754.556874067, 9616834.638683818]",395.4681,4.0,0.012177547396407057,12ca5
"EScore: 0.75 RTime: 3164.673 Areas: [35204179.03707622, 25638612.926468894, 19862491.980321504, 18880924.259113844, 23353878.31644676, 20247253.680294253]",516.2775,3.0,0.00379288070289991,12ca5
"EScore: 0.75 RTime: 2200.26 Areas: [22831209.34606933, 6242474.629619264, 8623283.654871425, 1697003.8901351686, 3715484.826561098, 5263418.994884736]",397.7055,4.0,0.02702512799564016,12ca5
