Compound,m/z,z,p value,specificity,areas
EScore: 0.8 RTime: 2395.107,400.222,2.0,0.0010818044858218227,12ca5,"[86495288.17095912, 83725440.36851297, 100157094.48714973, 20586495.38175238, 19481705.257945962, 28654032.014745135]"
EScore: 0.8 RTime: 2520.063,518.9383,3.0,0.09736395969093531,Unclear,"[52625580.64351811, 36784408.507122174, 20549889.879538335, 9264644.755043272, 10711950.064547904, 8075687.810311286]"
EScore: 0.8 RTime: 1963.638,480.2481,2.0,0.15131253167120398,Unclear,"[10667988.726520844, 6809474.01859701, 20995055.194061995, 3064672.347978368, 4192499.577136848, 2583089.829000994]"
EScore: 0.8 RTime: 1371.786,430.4873,2.0,0.025011446114823928,12ca5,"[9691103.731037483, 15546276.992843103, 11113705.862730535, 4401526.499147151, 2593022.179799975, 2318689.236517529]"
EScore: 0.8 RTime: 1604.364,389.4714,4.0,0.15694419933015197,Unclear,"[34566249.83629087, 9395287.348372739, 20825143.84758353, 4299899.729414449, 6593363.502109288, 5714807.152984581]"
EScore: 0.8 RTime: 1599.668,450.4937,2.0,0.1888715389760859,Unclear,"[8327151.057820183, 8033130.951549816, 23166408.887232397, 3606378.293533844, 3525262.9524784526, 3014815.6884880234]"
EScore: 0.8 RTime: 1539.009,425.7379,2.0,0.023976719504307863,12ca5,"[27325737.722773008, 25127714.708007973, 16515497.37019605, 6564249.64110053, 7672184.521075686, 3500620.9527944718]"
EScore: 0.8 RTime: 2108.632,411.7281,4.0,0.07121034672525539,Unclear,"[69051598.5716673, 34220077.25784301, 74578329.72050624, 18280259.94261446, 12884716.12267854, 14629146.029445222]"
EScore: 0.79 RTime: 1709.915,402.4807,4.0,0.1315863516357624,Unclear,"[47123917.51336588, 15436599.681811882, 27354367.514968257, 5356971.033586916, 11942173.053165732, 5894579.07063507]"
EScore: 0.79 RTime: 3424.434,536.2835,3.0,0.06755538939174302,Unclear,"[46495485.97158013, 21199847.635343734, 42784387.84175367, 11913945.861757532, 10613437.408165123, 5981050.848190342]"
EScore: 0.79 RTime: 1134.608,416.2286,4.0,0.34534898117562224,Unclear,"[15982752.927257916, 1474435.636381244, 4438618.416860354, 1003469.272669011, 1100662.5559152216, 3550695.8260934805]"
EScore: 0.79 RTime: 1740.964,399.7099,4.0,0.1381714182809134,Unclear,"[25748998.994990315, 30084839.49336232, 8352308.67963468, 6221886.216086035, 6256983.516446541, 4151563.0054853414]"
EScore: 0.79 RTime: 1652.772,409.7178,4.0,0.07078701110965402,Unclear,"[28802045.422622807, 16988506.752816316, 38025207.65538376, 4694321.637013413, 8049937.7592939325, 8976908.030354053]"
EScore: 0.79 RTime: 4134.767,598.3021,3.0,0.15017522054776175,Unclear,"[6225481.064312549, 18508019.269868247, 8413857.067860479, 6357268.442397858, 1.70148, 2235930.025912348]"
EScore: 0.79 RTime: 3900.299,537.6195,3.0,0.12069693393459288,Unclear,"[19130252.402715534, 19161065.051659625, 5723971.115378226, 7068285.43169441, 4377093.3453130415, 1.07276]"
EScore: 0.79 RTime: 2727.601,574.9729,3.0,0.047046264430345326,12ca5,"[67927838.50838757, 44556648.08543876, 39650529.38036148, 15680911.085306242, 10951694.187891528, 12993962.889131417]"
EScore: 0.79 RTime: 2832.23,470.2347,2.0,0.18848387197294003,Unclear,"[10541283.095816875, 40800253.79699118, 18675053.01217122, 12153880.461132903, 3313904.6280962303, 2771476.444559481]"
EScore: 0.79 RTime: 1299.472,442.4945,4.0,0.21451400988883026,Unclear,"[10962424.225069435, 3201444.819071257, 18954076.150505733, 3033021.2224650434, 2632712.8396217474, 2970736.096826849]"
EScore: 0.79 RTime: 1165.022,438.4811,2.0,0.13396735807161717,Unclear,"[9291617.862135543, 6222408.082132095, 2773013.1913115685, 836984.7999153868, 1822305.966319278, 2112158.8424498187]"
EScore: 0.79 RTime: 2075.062,442.7352,2.0,0.12146482539862524,Unclear,"[72932731.86507687, 80566581.01967543, 26153085.162644614, 14793526.124492655, 15926002.154468754, 16279060.804220613]"
EScore: 0.79 RTime: 2513.634,407.24,4.0,0.24026948896996994,Unclear,"[22721203.71905679, 29892114.47134052, 89973161.40087833, 14824243.53889559, 7024539.399267862, 15457280.506858826]"
EScore: 0.79 RTime: 1105.355,428.4917,4.0,0.0041777446397836355,12ca5,"[3357529.4906021305, 3183249.8740468994, 2663274.9063975387, 713956.0875585264, 950986.4879647882, 743236.8388729678]"
EScore: 0.79 RTime: 2388.171,404.7128,2.0,0.013333342539563732,12ca5,"[47950298.957765184, 63486522.501213804, 51535956.83511124, 14444587.249056548, 13848065.243763, 14409716.24615691]"
EScore: 0.79 RTime: 3365.316,567.6363,3.0,0.17096083029606432,Unclear,"[27297154.57525879, 58940370.397641554, 18373829.938791897, 10737730.59953469, 9518994.478765117, 7198050.397118419]"
EScore: 0.79 RTime: 1541.197,433.9897,2.0,0.08981833923536442,Unclear,"[29362166.43909281, 18065465.965160284, 12968341.541626945, 4229962.9588357825, 5303324.870420326, 6341010.263608034]"
EScore: 0.79 RTime: 1616.52,405.9509,2.0,0.08459947729230724,Unclear,"[6181046.178617287, 8176913.56152534, 14086478.570585398, 2087195.235412684, 1221387.5866087049, 4174053.4686882994]"
EScore: 0.79 RTime: 1601.649,435.9777,2.0,0.003786572187070049,12ca5,"[22082990.85403424, 21812632.551037036, 16925528.679662157, 6844782.975544998, 5520941.975672458, 3634973.6107630334]"
EScore: 0.79 RTime: 2649.927,491.2563,2.0,0.2604476341626726,Unclear,"[15247289.09856586, 48890616.38711816, 11291476.390914802, 4971419.689953907, 8373156.026592334, 6559635.640678842]"
EScore: 0.79 RTime: 2026.434,442.232,2.0,0.13190308937103384,Unclear,"[18008899.517188713, 58085688.746892676, 62366169.19378413, 11028889.58283022, 7314054.705898992, 18222687.87824883]"
EScore: 0.79 RTime: 2348.907,535.2891,3.0,0.13789875817427377,Unclear,"[28547999.765906665, 51186708.28454139, 87367440.04989445, 15722127.805684656, 11413365.898870049, 17073587.20460736]"
EScore: 0.79 RTime: 1520.92,385.1962,4.0,0.1051828300950057,Unclear,"[20754906.45598253, 10345015.64024762, 9358780.049410932, 5352938.051216346, 2483149.401352724, 2868090.550574986]"
EScore: 0.79 RTime: 2517.994,458.9953,4.0,0.19721788492971312,Unclear,"[8450629.937164877, 50216340.422691315, 36746946.34593122, 6478129.86719674, 9259508.80167829, 9544581.262352413]"
EScore: 0.79 RTime: 3275.057,551.9609,3.0,0.08510527253239392,Unclear,"[36121751.56904623, 83795822.0340922, 50006515.86665355, 7890342.891465409, 25048064.575047977, 12155647.542970475]"
EScore: 0.79 RTime: 1619.95,442.9727,4.0,0.013126359787360488,12ca5,"[12990422.108730305, 16878091.68495803, 11385362.857877912, 2204023.830244016, 4028677.9267677097, 4744191.407561857]"
EScore: 0.79 RTime: 2953.76,528.2761,3.0,0.046915389852937715,12ca5,"[82996604.75395752, 46136657.99861335, 57319117.175417386, 14125538.044332884, 21547494.33472384, 14172138.184008716]"
EScore: 0.79 RTime: 3308.937,559.3009,3.0,0.1031334867046146,Unclear,"[64550484.42858232, 46187865.012454845, 23283391.16436536, 15087992.215948524, 14975613.945624502, 5781148.119837056]"
EScore: 0.79 RTime: 2677.948,532.277,3.0,0.22526460475829158,Unclear,"[70301393.21599257, 129020973.91444467, 20737401.31273647, 22116968.7340799, 8011872.781218988, 28802359.80212899]"
EScore: 0.79 RTime: 1027.212,434.2373,2.0,0.2403442111033054,Unclear,"[2001286.5135434088, 1123778.2940316622, 5168456.989835403, 936805.8406803786, 482760.106837466, 804595.6933696856]"
EScore: 0.79 RTime: 1544.752,415.2249,4.0,0.14054009876814125,Unclear,"[40686821.764838986, 18698774.971224368, 15558420.565870311, 3896256.8498894386, 10273825.228861297, 5959670.139835782]"
EScore: 0.79 RTime: 1336.405,410.9781,4.0,0.1113664787063423,Unclear,"[19266462.821784228, 14357382.16833922, 6431753.865058069, 3909890.8354011206, 5240531.871641016, 1608747.6409120373]"
EScore: 0.79 RTime: 1616.23,442.9763,2.0,0.25765231276467415,Unclear,"[40408404.43605914, 9117119.093763111, 13296728.168745784, 7664273.908693672, 6039886.935033267, 3179647.783270693]"
EScore: 0.79 RTime: 1943.02,448.7304,4.0,0.23813355012699364,Unclear,"[65399705.44329608, 20228910.570710577, 18527022.051868096, 6019789.286850627, 14017748.882517006, 7975012.932059595]"
EScore: 0.79 RTime: 3248.725,522.9589,3.0,0.11744041580901204,Unclear,"[49372439.13566459, 55971360.46726685, 17459956.196966365, 13150536.751307206, 16292338.172723757, 3618127.3563786605]"
EScore: 0.79 RTime: 2768.816,445.7427,4.0,0.15757488946111048,Unclear,"[73133173.11429624, 20238945.114509374, 43370742.716765024, 17903977.438863166, 10044850.565045992, 8869394.928498928]"
EScore: 0.79 RTime: 1795.56,412.2317,2.0,0.15705547954575189,Unclear,"[46601780.890789606, 23517384.310987648, 15051282.040831521, 8265940.548838151, 9190878.304906713, 5486535.742219145]"
EScore: 0.79 RTime: 2395.897,453.7257,4.0,0.016171195543603873,12ca5,"[47811138.25453549, 39003816.72392476, 31664458.093462337, 9265994.24151878, 14048602.97605668, 8676679.195851186]"
EScore: 0.79 RTime: 2486.12,504.6081,3.0,0.003415798906033044,12ca5,"[24138289.82691696, 32780921.69869249, 29617466.057810597, 7245269.064015368, 11314156.3741812, 4817106.593734345]"
EScore: 0.79 RTime: 1955.383,409.4636,2.0,0.17451243637167355,Unclear,"[32360885.071507603, 65401805.55978831, 18541979.507074524, 8800738.112041624, 6623580.3773365775, 16034158.384154439]"
EScore: 0.79 RTime: 1678.922,458.2559,2.0,0.32544639868572156,Unclear,"[26619729.95672164, 4551710.939573944, 6377084.759122604, 5188044.786248204, 1741143.3532505038, 3247358.1885968037]"
EScore: 0.79 RTime: 1828.843,424.9989,4.0,0.3904608543909201,Unclear,"[40485314.46853137, 6226860.276029507, 5230479.20047556, 2795811.2605843237, 5144817.532386556, 6196753.425197741]"
EScore: 0.79 RTime: 2732.347,494.2844,3.0,0.06817149240967868,Unclear,"[20891171.58956292, 42526047.81675366, 45000962.401507065, 6247841.87144711, 11042522.861162577, 12222923.46850575]"
EScore: 0.79 RTime: 2230.685,457.2506,4.0,0.22706928260476553,Unclear,"[54147518.23666117, 30130914.417293783, 8696695.347500287, 10819542.481574155, 5777166.963957406, 8769257.29444395]"
EScore: 0.79 RTime: 2723.642,522.9436,3.0,0.0009355446791299097,12ca5,"[41851671.740133986, 50257870.55620345, 44925930.84907448, 9690666.658900322, 18053112.33683393, 9665048.357747298]"
EScore: 0.79 RTime: 2045.64,457.4761,4.0,0.2221455924412994,Unclear,"[40074276.68066989, 9939017.297195178, 15804910.935851049, 3952396.65177188, 10283657.985916598, 3763807.551951112]"
EScore: 0.79 RTime: 1389.732,416.2462,2.0,0.21409591157555483,Unclear,"[17267485.788539305, 2299467.1014817357, 12721949.944207428, 3434925.170100837, 548398.1895485026, 4848233.174101005]"
EScore: 0.79 RTime: 1521.57,389.2104,2.0,0.237325765829909,Unclear,"[29140395.593933176, 5157894.029155819, 13534756.120228097, 6297279.00498371, 5870440.902340768, 922438.8601031015]"
EScore: 0.78 RTime: 1331.414,408.9756,4.0,0.006564999938907988,12ca5,"[9212636.457950842, 13012916.656437248, 12724658.433333402, 1408929.8176555675, 4909388.469755052, 3273529.007315322]"
EScore: 0.78 RTime: 1247.354,430.4987,2.0,0.12824287666912138,Unclear,"[9207636.711000394, 3039992.329165137, 5622666.4108308125, 634232.1585503556, 2029006.153076544, 2249075.196205044]"
EScore: 0.78 RTime: 2161.344,400.7182,2.0,0.07727754347678252,Unclear,"[26397004.034001563, 55047036.503688805, 29734617.59198581, 1.16631, 11718916.079899013, 18879740.218945075]"
EScore: 0.78 RTime: 3022.005,519.9572,3.0,0.051627688880546134,Unclear,"[55931466.53628469, 74287073.82914029, 112930978.42340416, 42239535.58949287, 7303362.374940788, 17493579.2520247]"
EScore: 0.78 RTime: 1650.655,403.7238,2.0,0.0024640574788315625,12ca5,"[30627348.11269459, 24105549.225657087, 25032247.628962997, 8708623.84355985, 9867594.939748934, 3469611.622621139]"
EScore: 0.78 RTime: 2965.452,407.9615,2.0,0.017355295789232984,12ca5,"[6633323.781593287, 9158053.973504983, 9679816.612609766, 3873938.1387898414, 3186013.1501987344, 1.69163]"
EScore: 0.78 RTime: 2146.616,429.715,2.0,0.340350830652832,Unclear,"[13559295.00659054, 75366115.3325507, 15507616.72553047, 15377044.903668698, 13617373.528668806, 1.47912]"
EScore: 0.78 RTime: 2846.115,532.9604,3.0,0.16868820464836973,Unclear,"[85486202.14265512, 36235619.269583285, 30093359.09434345, 9236659.393487724, 20167692.829721604, 12767379.547297893]"
EScore: 0.78 RTime: 1658.823,411.9713,2.0,2.7326252487713228e-05,12ca5,"[24910622.53784202, 23388035.084949017, 25237372.979565803, 7983294.957192753, 6345138.754647652, 6115703.269568492]"
EScore: 0.78 RTime: 2077.664,422.999,2.0,0.09684786920306618,Unclear,"[28460929.537384298, 40429693.66194183, 15987125.607608482, 10415787.050683623, 6061257.431874365, 7121130.008500785]"
EScore: 0.78 RTime: 2743.551,518.278,3.0,0.09970065756544794,Unclear,"[33278767.34590009, 26933532.49847133, 60516438.99557515, 15640760.409742903, 10202433.567621788, 7792260.176381956]"
EScore: 0.78 RTime: 3369.255,797.9147,2.0,0.013208128553068342,12ca5,"[16495585.244558599, 15346100.811507791, 10543809.557151478, 2644545.161183979, 6504264.381833525, 2697322.1409014994]"
EScore: 0.78 RTime: 4136.941,755.9179,2.0,0.08870312800295692,Unclear,"[28116851.654180188, 19313948.964569174, 11258739.368862161, 6509893.745235197, 7788996.237847375, 2165446.4537825324]"
EScore: 0.78 RTime: 1883.792,427.4711,2.0,0.08107631500682509,Unclear,"[51848690.14615984, 29754565.95127769, 24941933.828112572, 8706939.25086934, 14632207.368771989, 6590683.632663141]"
EScore: 0.78 RTime: 1905.286,425.7275,2.0,0.10544957576833118,Unclear,"[79489206.68035744, 50162130.266021065, 29735674.51562812, 24906247.79584337, 11583879.445579981, 8305043.566191795]"
EScore: 0.78 RTime: 1931.804,451.9888,4.0,0.16570761116875662,Unclear,"[58605860.67639558, 32580299.55765658, 16199514.308967644, 14594520.601416744, 11830539.734784966, 3756730.9297883227]"
EScore: 0.78 RTime: 1660.612,455.4942,4.0,0.1728264407729654,Unclear,"[20551754.63537996, 4397125.116040884, 20790011.99550156, 2126711.66287021, 3199928.5118388957, 7531732.464785711]"
EScore: 0.78 RTime: 2613.291,502.9353,3.0,0.05981471393989771,Unclear,"[49051243.30265081, 43278093.76866435, 23174206.59079996, 6260732.0463532545, 10970196.774081947, 15243423.620586218]"
EScore: 0.78 RTime: 1676.929,391.9781,2.0,0.01940703898175182,12ca5,"[25980062.18458972, 17580504.989127412, 18902990.205118738, 6830673.651671252, 6809202.357894747, 3989336.6877648956]"
EScore: 0.78 RTime: 1296.945,391.9611,4.0,0.020094220173126974,12ca5,"[10109465.707396789, 9461963.52312474, 6058198.208180332, 790108.4641537279, 2612814.637525013, 3844914.3671885454]"
EScore: 0.78 RTime: 1281.565,438.7371,2.0,0.22092664653240288,Unclear,"[22831209.34606933, 6242474.629619264, 8623283.654871425, 1697003.8901351686, 3715484.826561098, 5263418.994884736]"
EScore: 0.78 RTime: 2520.037,419.7189,2.0,0.06249593752220671,Unclear,"[85203949.71384436, 55652520.97282571, 110746088.47535473, 26423894.789698426, 22959190.830661368, 21884105.850722164]"
EScore: 0.78 RTime: 1912.836,423.7262,4.0,0.04099462337841456,12ca5,"[63756502.71397059, 53185392.30126541, 35202879.649228886, 18772873.77897979, 12776135.129318135, 11546798.16769229]"
EScore: 0.78 RTime: 1525.694,419.9668,2.0,0.07243513510021465,Unclear,"[11738778.817931864, 10140928.898708211, 19511855.18213357, 4490426.278076135, 2975404.2262942144, 4262326.607213101]"
EScore: 0.78 RTime: 1109.153,426.2323,2.0,0.27308988636132736,Unclear,"[10927983.730004918, 2370580.5900072195, 3507712.124273823, 1169957.2865614807, 1766644.3954288622, 1834056.4949940832]"
EScore: 0.78 RTime: 1613.971,441.9919,4.0,0.12921037872134528,Unclear,"[11995419.42956802, 15358965.26136483, 29941144.89208712, 4837335.0437595425, 6725399.374727346, 4716656.40534338]"
EScore: 0.78 RTime: 2057.835,396.7201,4.0,0.07998812178524618,Unclear,"[30195063.331109364, 50035034.140939966, 72539056.84338586, 9789003.27976508, 8722149.177541016, 24999297.45646323]"
EScore: 0.78 RTime: 2475.126,398.2093,4.0,0.05122670442427977,Unclear,"[51083581.6138235, 66087405.05169161, 34999557.86469556, 18029649.4905729, 12493841.64287663, 12822643.132101376]"
EScore: 0.78 RTime: 2775.44,436.2313,4.0,0.20874594623108225,Unclear,"[105185568.4661713, 45899445.17545335, 27987328.22641949, 16367290.632867334, 18128891.441911977, 16535624.69011129]"
EScore: 0.78 RTime: 2137.975,408.747,2.0,0.2347263905186494,Unclear,"[15973329.63024754, 45286419.83957905, 11828707.428459724, 8795700.72923115, 12049486.829916222, 1.86223]"
EScore: 0.78 RTime: 1668.682,442.7357,2.0,0.13441144120291976,Unclear,"[14941540.337286826, 15964302.148186473, 34659439.096331865, 6996578.258914191, 6274300.304125802, 5440111.789252572]"
EScore: 0.78 RTime: 1560.429,426.4967,2.0,0.10657459194510885,Unclear,"[17575743.839569736, 9850293.736734997, 7620828.693849181, 3353768.562520619, 4090497.535417477, 2562117.2533044387]"
EScore: 0.78 RTime: 2590.924,405.4779,4.0,0.2760309615983207,Unclear,"[25272519.94088821, 25539860.763214707, 96555186.70173933, 9451316.724477008, 12048222.518455911, 20615152.060782935]"
EScore: 0.78 RTime: 1200.742,437.732,2.0,0.17777274673302554,Unclear,"[7810690.237574578, 3363906.8078329694, 2500002.1691963454, 1124753.8626475036, 439600.1036604846, 2343688.1973076356]"
EScore: 0.78 RTime: 2770.207,406.2298,2.0,0.07750790105330367,Unclear,"[55150165.73478135, 26147944.74006371, 37691008.12945189, 11399104.508509008, 10205359.82044954, 12426377.763425834]"
EScore: 0.78 RTime: 2914.247,561.3044,3.0,0.051426139201568855,Unclear,"[28789592.673357826, 59516006.74109992, 42977956.96363503, 19385963.73145599, 1.70069, 18203294.14797942]"
EScore: 0.78 RTime: 1162.411,424.9674,2.0,0.06003324873041416,Unclear,"[8879264.99204581, 9197867.209520333, 4406363.101547725, 1464827.5623617459, 3314215.276214751, 1667624.4137401197]"
EScore: 0.78 RTime: 2860.848,399.4709,4.0,0.01630563644343011,12ca5,"[17237768.335633717, 14014712.922168864, 15612541.58678498, 7898558.602741961, 4495989.902113643, 1090418.6990110285]"
EScore: 0.78 RTime: 1201.532,424.7147,2.0,0.04187839656395995,12ca5,"[7777061.3420786215, 5888190.161396272, 3946881.932670532, 590269.9846459306, 1467681.6109319916, 3011204.8380445363]"
EScore: 0.78 RTime: 1765.761,442.2481,2.0,0.05056824274257097,Unclear,"[13013890.403921863, 20341825.130495798, 10825843.661237964, 5584696.665258492, 5438786.7923636865, 1694607.3327435686]"
EScore: 0.78 RTime: 2699.559,538.9554,3.0,0.18083396622636097,Unclear,"[29107155.062871337, 95324614.30215701, 43014752.18064499, 6542259.991841044, 25666454.400492854, 16014013.195900265]"
EScore: 0.78 RTime: 3029.965,412.7343,2.0,0.26622916425292653,Unclear,"[9709691.321989736, 46756781.874755286, 16375476.404420996, 6003108.263238004, 12094093.707404157, 2913534.1244748756]"
EScore: 0.78 RTime: 3359.308,577.6444,3.0,0.07434001390642975,Unclear,"[22119695.157993007, 36118398.46081547, 17631406.5414803, 9663263.872290388, 7894568.2963598715, 4327910.558465308]"
EScore: 0.78 RTime: 1107.169,403.9785,2.0,0.22597822648754762,Unclear,"[4192712.476788739, 743982.7057366541, 2285924.6815222385, 362103.5845488134, 723763.0435311997, 1009817.185771026]"
EScore: 0.77 RTime: 2285.772,416.7125,2.0,0.11905842750234066,Unclear,"[47719838.965862505, 79298534.07939936, 29762333.41759165, 13998353.555221066, 10610596.087273665, 20965474.37105691]"
EScore: 0.77 RTime: 1697.424,415.7184,4.0,0.026446454026461494,12ca5,"[20419014.73124148, 19972868.375076503, 30697416.3578577, 9909689.491289517, 5105803.788367105, 5651354.379699953]"
EScore: 0.77 RTime: 2810.795,553.2999,3.0,0.025584527641997243,12ca5,"[46093527.11997398, 70163884.36812535, 46737959.923177704, 14327701.120751776, 10742543.8846459, 22327128.912389018]"
EScore: 0.77 RTime: 1553.174,442.7493,2.0,0.051830152605790464,Unclear,"[17773365.307695586, 13232440.76091285, 8712458.624506555, 1987257.4256108578, 3489880.2047549263, 6080834.831410861]"
EScore: 0.77 RTime: 1652.626,385.719,4.0,0.22083879367708315,Unclear,"[26997532.59857006, 7279950.367425671, 10432414.421626527, 1915937.949055697, 7793009.855544063, 3303672.0252107577]"
EScore: 0.77 RTime: 3241.896,544.9734,3.0,0.06450705792696663,Unclear,"[42596552.174396135, 40100087.88961258, 21201495.822864786, 12196305.43942623, 9694830.617551401, 8400032.439272719]"
