Compound,m/z,z,p value,specificity
"Sel Score: 1.0 RTime: 4133.054 Areas: [272579.54604762077, 256337.17606268806, 348527.5729446142, 87368.31726900401, 79264.08967081907, 163120.51487508856]",755.3821,2.0,0.02342887468911004,12ca5
"Sel Score: 1.0 RTime: 3905.506 Areas: [527786.621921546, 326831.92061578523, 266883.62635153375, 386523.3819110316, 311445.67929518456, 89918.02578364602]",799.8778,2.0,0.01814188790089467,12ca5
"Sel Score: 1.0 RTime: 2310.534 Areas: [833560.1402595004, 152333.9603827786, 186705.4702025956, 728810.7360741225, 331668.72931723134, 435716.625382736]",728.3219,2.0,0.004794680497511872,12ca5
"Sel Score: 1.0 RTime: 3492.99 Areas: [1034923.9267071174, 646280.0457399964, 550572.3227222229, 493919.19273774285, 509961.29788497096, 591512.4290038183]",736.8579,2.0,0.01321585597487535,12ca5
"Sel Score: 1.0 RTime: 2495.653 Areas: [1159567.9255485276, 413071.77469243266, 194999.42098225356, 398486.60608013783, 495624.3220011207, 105570.30363241916]",518.5666,3.0,0.006247823909154169,12ca5
"Sel Score: 1.0 RTime: 2217.251 Areas: [261192.24200725037, 274840.6094786879, 250225.8209930478, 396195.5960286992, 439608.1318698158, 1306739.3235279305]",535.232,3.0,0.010369349432142549,12ca5
"Sel Score: 1.0 RTime: 2474.503 Areas: [950982.5144377853, 271110.532480147, 569107.1136346174, 536134.7950815416, 859011.3201426702, 149651.76543472172]",751.3422,2.0,0.0067923699823964285,12ca5
"Sel Score: 1.0 RTime: 1970.002 Areas: [1123458.255500701, 1289980.301432208, 593454.5478267882, 414665.7785149136, 182492.16895768294, 283370.3932373044]",473.8875,3.0,0.00013589539785290345,12ca5
"Sel Score: 1.0 RTime: 1961.708 Areas: [1138922.3393153055, 116688.41027207003, 192789.93055904744, 1060969.528607969, 869889.9628321705, 413427.4421220943]",473.8874,3.0,0.0001358908838172742,12ca5
"Sel Score: 1.0 RTime: 2583.455 Areas: [772565.2296066633, 298847.69213099673, 224073.75841152243, 184716.00219486761, 234942.7696245576, 57109.63850783235]",1040.8985,2.0,0.025004553546019253,12ca5
"Sel Score: 1.0 RTime: 2852.242 Areas: [1083860.003242523, 332022.3025680663, 396601.4367579144, 968505.2373059263, 1018622.7432796168, 1414681.7058808238]",764.8494,2.0,0.000604439010852933,12ca5
"Sel Score: 1.0 RTime: 2813.867 Areas: [703202.3049094277, 266041.2400379854, 502429.3947037589, 1545634.3242830334, 1422286.9632934874, 928457.1293046903]",764.849,2.0,0.0006044816977574072,12ca5
"Sel Score: 1.0 RTime: 2778.74 Areas: [587078.932401376, 501512.13693185535, 194830.3201324286, 775559.5254888412, 115283.91399742516, 199016.47323663573]",721.333,2.0,0.005541903791297004,12ca5
"Sel Score: 1.0 RTime: 2014.096 Areas: [791239.5910674903, 856341.2445520948, 674138.1240997794, 447248.71857324906, 888089.3367081897, 222881.35053503112]",496.897,3.0,0.004759773723573933,12ca5
"Sel Score: 1.0 RTime: 2011.967 Areas: [1820450.0778318553, 708881.3310945218, 562346.9329418964, 1773785.42785673, 1312008.3368831668, 1070294.755866533]",496.8971,3.0,0.004869796589916493,12ca5
"Sel Score: 1.0 RTime: 3807.882 Areas: [1003102.7347571657, 875257.3762570699, 778441.6786750815, 918276.5333144693, 1261533.986253265, 244016.68041159443]",790.872,2.0,0.014040188866144483,12ca5
"Sel Score: 1.0 RTime: 2570.775 Areas: [293346.37048701284, 555458.4216554693, 234380.95671262319, 522794.15330696583, 357517.6029917607, 389564.67211581627]",774.8373,2.0,0.0012509248940238938,12ca5
"Sel Score: 1.0 RTime: 2661.295 Areas: [1012376.9215735976, 307783.332099772, 803737.9489406502, 164337.5394195136, 155479.52421964257, 218579.8057385853]",512.5641,3.0,0.013465821942516987,12ca5
"Sel Score: 1.0 RTime: 3710.085 Areas: [1088290.067822518, 773080.5486917731, 176571.800199497, 415875.710955784, 696703.8802262181, 88809.12221417135]",783.3872,2.0,0.021063294726667868,12ca5
"Sel Score: 1.0 RTime: 3225.105 Areas: [1294722.2781712012, 673001.5213751775, 2160889.3947848785, 994726.1026118966, 788313.1241383242, 183230.21583679007]",492.8972,3.0,0.024138202025310564,12ca5
"Sel Score: 1.0 RTime: 3867.145 Areas: [1473922.5936977195, 397108.10029893095, 599482.5896930862, 383022.2235055783, 783945.4873703783, 236630.3704741657]",799.8779,2.0,0.010503598289919742,12ca5
"Sel Score: 1.0 RTime: 3549.092 Areas: [623391.7891595139, 363754.0360632409, 595425.7032208577, 1729612.650085457, 568120.959971474, 777111.9681341376]",736.3563,2.0,0.013444681890067119,12ca5
"Sel Score: 1.0 RTime: 1862.7 Areas: [506783.8819856397, 356138.08664280234, 117533.6710227356, 926341.1262244046, 517659.98505681276, 542637.4690145958]",544.9257,3.0,0.0006258924275771015,12ca5
"Sel Score: 1.0 RTime: 3282.175 Areas: [566980.8231160033, 330696.58400677756, 66201.09909658179, 216545.57238216256, 125071.68316874579, 142427.55761874042]",777.8464,2.0,0.045185528889355446,12ca5
"Sel Score: 1.0 RTime: 3167.507 Areas: [843862.8800760123, 849874.551225947, 497807.3843855329, 1054667.1048251172, 438816.8021762554, 243749.53611708822]",754.8618,2.0,0.007858936331239488,12ca5
"Sel Score: 1.0 RTime: 2699.895 Areas: [710917.9532866355, 553808.3897787478, 1430163.1062995007, 1219305.0925875958, 435538.7092794885, 249996.87222815832]",697.3597,2.0,0.023524608116623113,12ca5
"Sel Score: 1.0 RTime: 3225.019 Areas: [1877602.9655166476, 674620.2922831599, 381942.7883294283, 488520.0095326316, 565854.5000061959, 467992.4708696697]",777.8463,2.0,0.04748975383634746,12ca5
"Sel Score: 1.0 RTime: 1180.382 Areas: [969681.2538815573, 560826.8081999887, 154774.12158301583, 949735.0758361854, 506724.3832907869, 293272.06399224076]",522.9382,3.0,0.0032534312692292545,12ca5
"Sel Score: 1.0 RTime: 1173.51 Areas: [963977.7302946793, 328748.2242006359, 1003532.9622537893, 1545448.577631908, 967002.9808946921, 551060.3671009671]",522.938,3.0,0.0032534337197099514,12ca5
"Sel Score: 1.0 RTime: 1848.352 Areas: [763439.7079322212, 926431.2172396792, 255107.1851496513, 1250799.6318149725, 536636.459485242, 289274.4299374254]",528.5909,3.0,0.0029843543271932896,12ca5
"Sel Score: 1.0 RTime: 1775.164 Areas: [1145883.4215455565, 514601.7052048701, 1083846.7576415716, 585685.3552441866, 233511.77205876375, 617898.4453649479]",509.2288,3.0,0.019571892201347883,12ca5
"Sel Score: 1.0 RTime: 2860.706 Areas: [821415.5165726303, 144172.45333433992, 671975.9233951094, 298703.51950356644, 188225.84911571234, 576127.5162704923]",1040.8984,2.0,0.0034720682281316455,12ca5
"Sel Score: 1.0 RTime: 2081.512 Areas: [348830.3299297876, 111030.659236424, 224301.21162040316, 53500.04925521484, 137352.4244288176, 199455.92988916513]",496.8978,3.0,0.0049318364851370835,12ca5
"Sel Score: 1.0 RTime: 2234.221 Areas: [594205.3784388148, 560446.6565738111, 668186.4183655408, 382967.1684385075, 206564.74651613654, 232293.1159061262]",720.8328,2.0,0.001402686636888291,12ca5
"Sel Score: 1.0 RTime: 2470.488 Areas: [450745.41576231516, 323595.4288246852, 508271.8648108034, 461344.25144222827, 310225.35431864887, 301325.543832078]",488.8898,3.0,0.02427376022795767,12ca5
"Sel Score: 1.0 RTime: 2030.291 Areas: [732064.0408056274, 484775.83553214656, 1174844.6727818674, 354724.55116834934, 235735.55312974955, 163007.3641530379]",504.2251,3.0,0.006055306527302172,12ca5
"Sel Score: 1.0 RTime: 2587.03 Areas: [435743.0772353894, 214625.0293604548, 246172.21104590502, 255890.23202253436, 265446.9140336745, 156171.60600570223]",732.3445,2.0,0.0009180075903311714,12ca5
"Sel Score: 1.0 RTime: 3562.932 Areas: [894593.9036646292, 427829.6594136262, 330895.89653195225, 333281.7027278109, 250817.73356750802, 160169.99690505353]",754.8632,2.0,0.0037178770870043144,12ca5
"Sel Score: 1.0 RTime: 2189.71 Areas: [790681.1182667969, 161409.0277691671, 254819.03922795545, 319475.336655424, 103336.64544317927, 145622.66255442306]",747.346,2.0,0.07833820427927958,12ca5
"Sel Score: 1.0 RTime: 2287.378 Areas: [265119.09273141046, 513615.05708140583, 512181.12452883954, 460060.0793158694, 461440.0120133709, 340066.14172939706]",549.2454,3.0,0.0011197279119783414,12ca5
"Sel Score: 1.0 RTime: 2564.636 Areas: [398913.1431353157, 436751.6190469554, 240580.50124860916, 682588.7573153913, 840085.824773404, 327297.4713352692]",760.3719,2.0,0.12459159937492775,12ca5
"Sel Score: 1.0 RTime: 3277.113 Areas: [1598667.1624406893, 381074.797573813, 492962.7752401952, 1440400.8531002512, 572715.0099845851, 397811.2059574208]",753.846,2.0,0.031187136950592158,12ca5
"Sel Score: 1.0 RTime: 3328.395 Areas: [281165.6229082206, 651936.3795340557, 121501.33600176622, 128934.62666676183, 118475.31123723365, 81087.06336174447]",753.8461,2.0,0.030724078798730226,12ca5
"Sel Score: 1.0 RTime: 1685.442 Areas: [959688.8614498614, 1343365.3034665056, 404869.97712727694, 1092895.2126629257, 844906.8079989179, 1044647.1812651985]",499.9311,3.0,0.07265325843286174,12ca5
"Sel Score: 1.0 RTime: 2525.75 Areas: [1266515.550437552, 1603867.6625022944, 1383373.5450339594, 431523.16219604755, 641529.8692045491, 437707.98096414114]",517.909,3.0,0.0008224168441488455,12ca5
"Sel Score: 1.0 RTime: 1265.24 Areas: [1174291.208792438, 790055.7082553841, 1042860.9235105538, 168557.66741564465, 930247.4133324135, 437870.96742277284]",470.5642,3.0,0.01914633172079632,12ca5
"Sel Score: 1.0 RTime: 1176.112 Areas: [1033563.7888864325, 1492824.1598745629, 871892.8396865993, 253894.13488992114, 403092.84581110685, 218002.56086029208]",470.5643,3.0,0.01914634193083975,12ca5
"Sel Score: 1.0 RTime: 4481.672 Areas: [2205284.3449271233, 461410.5338835198, 597758.7975905645, 823347.4952318461, 1190903.5871401676, 445842.9523368802]",817.8592,2.0,0.09000535240651797,12ca5
"Sel Score: 1.0 RTime: 2444.149 Areas: [1138762.6925943114, 536489.2574261872, 101641.9695567788, 116980.37911279753, 184310.5501328298, 230569.69799429155]",742.8478,2.0,0.0037418055396190456,12ca5
"Sel Score: 1.0 RTime: 1735.443 Areas: [738676.9617554487, 933857.3558414185, 1184913.0733023523, 1274493.913927718, 809045.0785216736, 364125.3098875973]",499.931,3.0,0.07263557379802255,12ca5
"Sel Score: 1.0 RTime: 1485.377 Areas: [833683.5624465208, 290195.424972961, 662149.2434155392, 654169.1132982657, 520673.38479313004, 267444.5581471545]",379.671,4.0,0.12769139835814952,12ca5
"Sel Score: 1.0 RTime: 2354.65 Areas: [789162.2119617318, 773196.4891906611, 1228476.5297127313, 959237.1212852761, 317275.7694166344, 307462.0248042636]",509.5566,3.0,0.02653165706752774,12ca5
