Compound,m/z,z,p value,specificity
"Sel Score: 0.87 RTime: 1127.565 Areas: [342102.09031933575, 822484.6186409814, 592605.4354420414, 847810.9617216551, 163409.324524379, 280787.72624302015]",371.4572,4.0,0.009792693659011574,ACE2
"Sel Score: 0.87 RTime: 1517.318 Areas: [33910539.417488575, 342935.68275020237, 167132.441089501, 410793.6826338746, 665316.5334099255, 191010.031355798]",392.9681,4.0,0.012020054773126667,ACE2
"Sel Score: 0.87 RTime: 3557.151 Areas: [380116.4796279194, 698447.9980690989, 307541.00547155994, 1067580.4902698058, 278509.07988221326, 423835.08538099733]",420.2229,4.0,0.054395885614132965,ACE2
"Sel Score: 0.87 RTime: 1644.051 Areas: [388865.4177757321, 691591.1121616751, 384930.962451823, 704344.9500844865, 747008.1610203254, 547735.4537505315]",394.2122,4.0,0.07633535185186008,ACE2
"Sel Score: 0.87 RTime: 2612.338 Areas: [832442.5669764224, 408123.63992660167, 1194306.227817639, 1138260.5715566194, 180216.67973340163, 160936.62296102935]",456.4948,2.0,0.10294004669772984,ACE2
"Sel Score: 0.87 RTime: 3119.187 Areas: [1304955.9926769012, 101871.42312176799, 272987.6320384376, 122370.93932292299, 160031.15477537204, 151546.69325832918]",439.7476,2.0,0.02206309545107837,ACE2
"Sel Score: 0.87 RTime: 2707.484 Areas: [288143.4247417296, 161245.87052593633, 362321.1704624491, 620040.9513022942, 241232.30310347368, 372131.1796957437]",423.4876,2.0,0.029399460327758933,ACE2
"Sel Score: 0.87 RTime: 1669.989 Areas: [691962.8160242412, 170423.53882265915, 454360.6602556042, 1742560.6600807314, 1067644.844600378, 959330.8704775866]",434.9997,4.0,0.06322399577435696,ACE2
"Sel Score: 0.87 RTime: 3317.255 Areas: [479635.65104407864, 361975.84365754115, 403467.11096340476, 2417772.5396803855, 1987990.6139693204, 527478.1713136759]",413.7356,2.0,0.0489029199541597,ACE2
"Sel Score: 0.87 RTime: 1488.432 Areas: [1003586.210787521, 118670.81062677177, 503397.398913785, 1775667.4783505343, 2305093.5717724734, 204590.67935794557]",392.9684,4.0,0.004808541247570349,ACE2
"Sel Score: 0.87 RTime: 2297.018 Areas: [1744767.5565387832, 433083.08538549155, 241769.4295458404, 851163.878814587, 611916.9611854267, 372807.94674176956]",568.6258,3.0,0.041899558049002174,ACE2
"Sel Score: 0.87 RTime: 1858.003 Areas: [708064.5243847556, 264201.16370174004, 1200399.3838201305, 540425.3455941147, 323906.27207593014, 108634.70499688119]",429.7307,4.0,0.02981606799327265,ACE2
"Sel Score: 0.87 RTime: 2954.673 Areas: [1440080.1963077046, 535591.2654558322, 228311.8341541071, 626414.6959802716, 155724.13061646602, 401943.4838760784]",435.4824,4.0,0.03784865451223384,ACE2
"Sel Score: 0.87 RTime: 1626.26 Areas: [536590.6150789782, 1352715.7739899035, 349019.13917958207, 380917.69700961164, 359577.0600676473, 335058.35891276854]",389.7221,4.0,0.026755061736631943,ACE2
"Sel Score: 0.87 RTime: 1975.244 Areas: [553574.278153446, 151433.91707767715, 228581.20036171298, 1983673.2038391137, 518291.3894464824, 257955.67724861702]",412.9733,4.0,0.02547969100064518,ACE2
"Sel Score: 0.87 RTime: 3240.978 Areas: [931243.4298618198, 657737.126646333, 161410.28376560437, 1357710.6973298166, 962408.0923263008, 150248.74142303338]",443.4828,2.0,0.10418200880536119,ACE2
"Sel Score: 0.87 RTime: 2899.483 Areas: [706489.3323746113, 369171.11532928585, 733552.2645770425, 1673885.8482098782, 405073.4578607128, 312290.87263380736]",435.235,4.0,0.034488908144516085,ACE2
"Sel Score: 0.87 RTime: 2051.194 Areas: [621265.0068926557, 774593.2566941386, 406590.6195584936, 770303.7189786498, 866671.190196779, 176037.84711020062]",343.3982,5.0,0.03262265448240134,ACE2
"Sel Score: 0.87 RTime: 1587.725 Areas: [1860698.5189946988, 1289769.5926202012, 217186.97583509632, 1656247.058884878, 362210.17585193535, 277788.8178463804]",458.7578,2.0,0.0012772135099379494,ACE2
"Sel Score: 0.87 RTime: 3159.472 Areas: [1570877.5232038952, 667248.5518006705, 865734.7409804513, 482001.3348132212, 770186.4976324508, 383807.88309824327]",439.4969,2.0,0.11252897170326971,ACE2
"Sel Score: 0.87 RTime: 1689.237 Areas: [3464974.0715499376, 222327.4583876664, 373247.83582882286, 571594.5504374857, 225008.1567578147, 503471.7671948112]",361.8047,5.0,0.06350993415011304,ACE2
"Sel Score: 0.87 RTime: 3144.94 Areas: [356870.62751773006, 246759.16412218145, 236869.33544915926, 184305.01780962927, 260564.62086382633, 187846.31877836026]",420.7387,4.0,0.01792311809180168,ACE2
"Sel Score: 0.87 RTime: 3197.451 Areas: [1044757.4039565942, 995274.6227035905, 579190.3797532904, 461834.8133633152, 520339.5316863208, 120069.67797166394]",550.9785,3.0,0.0030704487317397946,ACE2
"Sel Score: 0.87 RTime: 1543.182 Areas: [952979.7810453817, 684230.6795550593, 861620.8628532371, 608563.8814035652, 521841.5522630039, 325867.5761549332]",394.7188,4.0,0.03919043968902934,ACE2
"Sel Score: 0.87 RTime: 2939.715 Areas: [162592.34260594065, 391356.5980737058, 235160.95668085353, 674804.8520948117, 599100.5592325386, 210686.34582603103]",435.4827,2.0,0.03438829202959559,ACE2
"Sel Score: 0.87 RTime: 2938.638 Areas: [2451160.122416801, 1783003.3382197376, 1310420.4560162583, 953809.5242955629, 251303.03276083784, 317567.17172622035]",579.9748,3.0,0.07436820742163675,ACE2
"Sel Score: 0.87 RTime: 1200.817 Areas: [436308.5107764757, 1951077.243452384, 656487.4333476902, 260281.60150506778, 236785.3981862043, 349055.2867402212]",332.3763,5.0,0.07058319726511006,ACE2
"Sel Score: 0.87 RTime: 2837.962 Areas: [264312.67632297653, 94170.09596389001, 244781.38256732983, 258755.5686897472, 431938.6926556631, 153421.26628778942]",523.9391,3.0,0.008497455047866767,ACE2
"Sel Score: 0.87 RTime: 2255.265 Areas: [2161928.321871601, 1768162.7243402712, 1144258.9260472, 261389.92574761744, 624885.0146396579, 134771.30499126608]",379.442,4.0,0.05417674232017545,ACE2
"Sel Score: 0.87 RTime: 2442.833 Areas: [1116961.5056305707, 789657.2871302627, 847230.8480548479, 1050780.8530119057, 582698.6778265391, 444902.31465827505]",440.4994,2.0,0.04458496812672173,ACE2
"Sel Score: 0.87 RTime: 3743.962 Areas: [798938.3390262603, 266246.166022537, 318584.620530666, 702067.2776433399, 598641.2280363934, 438450.9923233928]",589.6256,3.0,0.08380761255489674,ACE2
"Sel Score: 0.87 RTime: 1854.896 Areas: [607148.8142022958, 1008794.5942742749, 227465.0313889459, 1084969.1272274465, 1657624.0521769037, 426000.54976232676]",337.9906,5.0,0.02611066927084235,ACE2
"Sel Score: 0.87 RTime: 2595.196 Areas: [1590101.4026104603, 1515097.356453419, 543406.823183516, 663642.2227841545, 201054.732247369, 230045.3043836418]",345.5848,5.0,0.014687406215726038,ACE2
"Sel Score: 0.87 RTime: 1847.684 Areas: [2086613.6850675845, 546244.3941525056, 640983.8092870449, 525978.6815073611, 326281.3482304107, 566487.1576169522]",333.3958,5.0,0.08317553044591265,ACE2
"Sel Score: 0.87 RTime: 2130.81 Areas: [3273767.605165042, 463979.8664502002, 661697.696654339, 4287516.965775903, 3090578.096023375, 587144.3308654894]",356.958,4.0,0.02036548208039223,ACE2
"Sel Score: 0.87 RTime: 1576.703 Areas: [1137756.284632556, 334808.53149624437, 799519.6921266167, 932861.3770916184, 310365.0124229941, 159964.2397260804]",388.2148,5.0,0.10192097406726139,ACE2
"Sel Score: 0.87 RTime: 3286.55 Areas: [458645.4878930314, 246576.34006142517, 164553.85041955253, 201557.2151176783, 499280.4652970645, 189248.1918689146]",430.9893,2.0,0.02830881365915082,ACE2
"Sel Score: 0.87 RTime: 3272.549 Areas: [831545.1683152784, 136515.33993664174, 44151.77770565199, 161534.41990866727, 73568.8634051846, 94876.88203975509]",419.7249,4.0,0.03888401370430463,ACE2
"Sel Score: 0.87 RTime: 3058.073 Areas: [750110.4645036466, 447010.99860722304, 302056.3727398117, 398127.81510321517, 104941.19574015697, 431631.5694919596]",565.9356,3.0,0.11652016230841462,ACE2
"Sel Score: 0.87 RTime: 3187.192 Areas: [1595071.6464128273, 123529.36456393743, 518549.49333180086, 531833.6404095142, 473832.0415559939, 356255.1152123059]",413.736,2.0,0.04958722361610997,ACE2
"Sel Score: 0.87 RTime: 2347.713 Areas: [947526.8544349602, 336745.09269904724, 465177.58068542473, 1378256.41143679, 403178.61563036154, 147781.9738229558]",447.7385,2.0,0.03160082619652268,ACE2
"Sel Score: 0.87 RTime: 2123.781 Areas: [2000416.9411278674, 506587.95416625985, 380554.84600230295, 711030.7915866568, 576173.1952300268, 283751.69392640446]",447.7388,4.0,0.007625032952878512,ACE2
"Sel Score: 0.87 RTime: 2061.145 Areas: [681695.5627921171, 788688.7122390601, 822073.8195792512, 991113.9595078946, 436249.3868494506, 196313.78708875834]",393.9717,2.0,0.02547336597517602,ACE2
"Sel Score: 0.87 RTime: 3047.815 Areas: [619773.1499105338, 228360.18776850437, 106665.91819150742, 240579.0896666163, 84001.47726498057, 180306.5877393007]",576.9713,3.0,0.13279500858990273,ACE2
"Sel Score: 0.87 RTime: 3124.211 Areas: [1076082.848302045, 998414.6008872658, 939346.9804531197, 1191167.3542603867, 624391.1038812737, 85372.57471299008]",522.937,3.0,0.01411167635296542,ACE2
"Sel Score: 0.87 RTime: 2047.714 Areas: [4268013.151026335, 1795096.1125105028, 942677.4557466669, 251565.06312522115, 64638.15898487078, 124540.13956839725]",463.4981,4.0,0.06621006703212262,ACE2
"Sel Score: 0.87 RTime: 2097.695 Areas: [3271666.0186711857, 291740.1206986602, 716734.8730731795, 428065.5729827645, 311379.8626199312, 387537.62477514416]",412.4766,2.0,0.031533715714526574,ACE2
"Sel Score: 0.87 RTime: 2382.433 Areas: [751058.9360207106, 347851.95918375184, 405717.8008140509, 1679978.5058900125, 1559604.9877580337, 638158.2186243078]",447.74,2.0,0.03179332677042452,ACE2
"Sel Score: 0.87 RTime: 3197.034 Areas: [1276906.182935176, 648156.7002202045, 439813.2154528556, 720992.7016410715, 802480.0808415934, 281793.88362513005]",387.7353,4.0,0.05610269189909467,ACE2
"Sel Score: 0.87 RTime: 2169.375 Areas: [780231.3679409447, 873469.9920064172, 127899.22734915678, 493460.04406515654, 644567.4468036836, 471235.9903087031]",392.2397,4.0,0.03908034150185041,ACE2
"Sel Score: 0.87 RTime: 3461.29 Areas: [299800.68513220205, 80824.72953628335, 281283.12989562325, 145951.85809465533, 74954.29197037437, 101318.50328185142]",490.2845,3.0,0.008406534349358447,ACE2
"Sel Score: 0.87 RTime: 1218.601 Areas: [3068886.2721192003, 560805.8123889104, 264159.7542086664, 1632371.1457991926, 935734.9989768692, 758217.664860534]",395.7163,2.0,0.09673755906479158,ACE2
"Sel Score: 0.87 RTime: 2869.304 Areas: [182913.67631959135, 142059.48082664207, 124765.82279558481, 294128.5532153891, 365895.61817863217, 259714.0478411354]",565.2949,3.0,0.02689242690070759,ACE2
"Sel Score: 0.87 RTime: 1678.175 Areas: [766860.9459365525, 749256.4950153914, 598416.0202938822, 1030169.0399446922, 319110.8606248036, 134727.3072869188]",481.256,2.0,0.02103476388751361,ACE2
"Sel Score: 0.87 RTime: 2621.536 Areas: [660083.1210989966, 375663.94495212205, 114380.9967873269, 400231.762606964, 99416.07757320096, 319571.1254327538]",364.5886,5.0,0.02927066717438669,ACE2
"Sel Score: 0.87 RTime: 3443.224 Areas: [775380.8419803613, 439534.16011894715, 541661.5789457201, 1311149.7222491784, 1063581.9269919568, 214907.30155347794]",596.3091,3.0,0.002692132268564211,ACE2
"Sel Score: 0.87 RTime: 3122.328 Areas: [146048.0691485178, 1391102.5136397372, 1733057.2915192198, 1641442.1138375353, 520456.25880551257, 969039.154903547]",400.4788,2.0,0.05812079500350005,ACE2
"Sel Score: 0.87 RTime: 1908.331 Areas: [201254.25265545523, 222059.10730275777, 245402.80461945766, 621614.812933071, 636173.2607314662, 182543.0719419971]",391.9704,4.0,0.027956394309527708,ACE2
"Sel Score: 0.87 RTime: 1161.461 Areas: [4097662.2819391447, 1425699.2532500022, 1417609.7037410939, 1963401.1085333156, 1095102.579193909, 391676.1264189382]",437.2565,4.0,0.030331640217245614,ACE2
"Sel Score: 0.87 RTime: 2704.376 Areas: [1086181.1922721001, 614623.5748843047, 665655.9789384543, 294092.8720394177, 948337.9938095955, 504634.43827595917]",558.9822,3.0,0.006485666314293557,ACE2
"Sel Score: 0.87 RTime: 2405.842 Areas: [938945.7244757612, 324909.05356599065, 606751.5889931575, 235497.89687869593, 389917.7846751776, 303414.97301185183]",333.988,5.0,0.00424574305486336,ACE2
"Sel Score: 0.87 RTime: 2708.758 Areas: [562019.1117333716, 159380.35266856046, 151559.01283346058, 192598.11488004497, 220026.59554422283, 114229.801949254]",558.9823,3.0,0.006511019800987389,ACE2
"Sel Score: 0.87 RTime: 2883.509 Areas: [511396.7000935886, 202035.1988357973, 216992.39305060683, 3326846.4488734966, 2112593.7443858385, 1369825.6535270412]",454.7646,4.0,0.12962642423846948,ACE2
"Sel Score: 0.87 RTime: 3023.274 Areas: [756789.4656756709, 260518.71385698547, 398041.9502243364, 729209.9596848225, 398918.38659216627, 81865.89318052685]",565.2994,3.0,0.0706836688675659,ACE2
"Sel Score: 0.87 RTime: 1921.37 Areas: [187866.4473091847, 198129.6126946552, 134248.4243264671, 784263.9999211379, 775015.1258130182, 171158.26803269677]",441.9638,2.0,0.03192603621306343,ACE2
"Sel Score: 0.87 RTime: 1056.663 Areas: [869074.8521778578, 1681834.0386561453, 314009.3261318293, 605520.5631542307, 160347.86304382875, 203589.96802469445]",385.2358,3.0,0.018023517145575572,ACE2
"Sel Score: 0.87 RTime: 1903.903 Areas: [111533.20410085953, 197838.9145360173, 249498.76928228582, 164283.48882027913, 894581.4747336812, 119808.29969722503]",422.4819,4.0,0.09676653914054932,ACE2
"Sel Score: 0.87 RTime: 2136.557 Areas: [1417626.8788511895, 157344.5412069315, 413538.03745714674, 1497292.884137559, 933251.8431834418, 748727.3387543646]",512.9413,3.0,0.0008285963338550097,ACE2
"Sel Score: 0.87 RTime: 2954.674 Areas: [937565.8727733326, 285753.45932529785, 452638.5404172958, 1907162.5102533386, 1878335.3562910797, 637936.6505672993]",435.2324,4.0,0.03690885877264258,ACE2
"Sel Score: 0.87 RTime: 1129.572 Areas: [1776883.641732149, 150504.7327232392, 1307396.4652785824, 642847.2973104713, 443266.2972241009, 564156.1724181981]",422.4644,2.0,0.005509678174100581,ACE2
"Sel Score: 0.87 RTime: 1674.915 Areas: [1100540.3751057945, 227363.5792313215, 202632.9099893181, 1194245.6008849056, 826463.0943819296, 778542.0840946202]",383.0095,5.0,0.0002112545647727764,ACE2
"Sel Score: 0.87 RTime: 2931.04 Areas: [1683831.1130700875, 847129.7416522003, 631543.2043258251, 733958.6410290084, 544448.833237808, 530975.7694893334]",416.2151,4.0,0.09102736086853612,ACE2
"Sel Score: 0.87 RTime: 2568.471 Areas: [630463.0952635466, 67734.29871530416, 247791.3024892065, 289305.17684858653, 193514.5163069752, 180877.08822537994]",430.4904,4.0,0.0004583469412951559,ACE2
"Sel Score: 0.86 RTime: 3122.437 Areas: [882210.1960234859, 789467.1305948348, 489958.6670125761, 858136.4840209752, 384860.3981614799, 452747.36128274485]",411.7124,4.0,0.01197330605361776,ACE2
"Sel Score: 0.86 RTime: 3120.642 Areas: [760103.3014355248, 668240.0114932649, 614849.874014881, 2010108.257812403, 2162226.8868083167, 1666749.741740332]",439.2456,2.0,0.02542725721203745,ACE2
"Sel Score: 0.86 RTime: 2743.68 Areas: [836404.2294137524, 271711.72056706133, 150772.9053643255, 307602.7588787717, 548344.7150085133, 455202.02133028547]",427.9593,2.0,0.021939840438756828,ACE2
"Sel Score: 0.86 RTime: 3249.058 Areas: [887811.0442561471, 786350.3547179826, 863310.8375215085, 951882.2549763425, 1133837.0290555384, 459054.05894518085]",419.9795,4.0,0.03028088725647301,ACE2
"Sel Score: 0.86 RTime: 4119.327 Areas: [679612.3568376919, 647777.2199933125, 363855.7686115648, 177926.3486285956, 171422.35614342312, 419793.5402150203]",605.9888,3.0,0.013674895500075106,ACE2
"Sel Score: 0.86 RTime: 1568.005 Areas: [1497994.7693129857, 1082350.338369592, 917619.0965235296, 693317.7304090108, 143757.53321952923, 144645.98203234008]",458.7572,4.0,0.0052301309411869785,ACE2
"Sel Score: 0.86 RTime: 1184.755 Areas: [253529.9393567463, 223246.38315961786, 326138.44104243885, 348516.66501479514, 663084.3797330922, 493600.3386771747]",381.2179,2.0,0.07043109193548427,ACE2
"Sel Score: 0.86 RTime: 2148.867 Areas: [1232007.989218183, 500834.7852048205, 410515.0220634291, 178891.27215615317, 128276.72715664613, 117021.07141016668]",428.9957,4.0,0.02252920370941414,ACE2
"Sel Score: 0.86 RTime: 2298.991 Areas: [1043134.4027951128, 357456.4742123282, 313966.74898753036, 915655.9906195089, 207527.1383730407, 85475.806604752]",430.7485,4.0,0.017297140609391717,ACE2
"Sel Score: 0.86 RTime: 2642.223 Areas: [721956.015694857, 1156481.1106394539, 1425330.2662679045, 1121614.5959066357, 989786.6042292815, 813759.6758990304]",545.6043,3.0,0.015211066121936853,ACE2
"Sel Score: 0.86 RTime: 1364.618 Areas: [1331064.0895277923, 145917.87753475903, 1433518.2983816403, 274844.54209216643, 188160.2162624055, 72160.86670055814]",408.9643,4.0,0.11509196431851305,ACE2
"Sel Score: 0.86 RTime: 2039.447 Areas: [1797432.742053043, 409010.7491077351, 406068.2143252087, 750933.4146612149, 212737.5430263565, 323875.2588039099]",426.2253,4.0,0.021305055804924245,ACE2
"Sel Score: 0.86 RTime: 1249.142 Areas: [810309.4472567881, 528193.4181104446, 365491.74375430454, 366997.43131089926, 1360697.4109080157, 245150.41049935864]",409.2076,4.0,0.00475063162416142,ACE2
"Sel Score: 0.86 RTime: 2174.03 Areas: [805571.997870998, 668208.1258871851, 389347.87044531887, 1619669.8748950453, 864289.3395769541, 109070.55754446432]",567.9629,3.0,0.04975184768321254,ACE2
"Sel Score: 0.86 RTime: 3465.209 Areas: [517202.24931797205, 1392930.0125849291, 371090.2109474564, 190538.63075832804, 183736.41771633475, 214215.6539549905]",490.2847,3.0,0.008741188271393092,ACE2
"Sel Score: 0.86 RTime: 3470.3 Areas: [3021785.998770907, 861952.5010432713, 1435976.8893468047, 587530.6275403191, 749537.0419244494, 447230.11449086707]",490.2848,3.0,0.008741716610469377,ACE2
"Sel Score: 0.86 RTime: 2968.462 Areas: [523590.2315744729, 586461.7580964202, 271309.45917502756, 1505198.5188732166, 316050.84926024824, 109365.80647486042]",406.1837,4.0,0.05039426566633177,ACE2
"Sel Score: 0.86 RTime: 2325.776 Areas: [367583.28547361784, 172267.1086375894, 106232.09391984306, 108813.41362618792, 331026.36148658156, 52020.72280173134]",430.4844,4.0,0.05095540929050304,ACE2
"Sel Score: 0.86 RTime: 3357.501 Areas: [763574.2007353242, 715997.0376157209, 385941.5222472441, 742041.1853338983, 326046.7608294269, 209766.0123310724]",523.94,3.0,0.0050522298063600864,ACE2
"Sel Score: 0.86 RTime: 3169.926 Areas: [510471.000153612, 1240132.4525873393, 855355.2025349373, 1130940.1608877855, 295634.675247085, 1095243.1210829988]",437.4894,2.0,0.13395325326680732,ACE2
"Sel Score: 0.86 RTime: 1657.548 Areas: [1462801.7938789583, 755962.0498579175, 1803970.2500538556, 454254.51824671915, 864668.7932990047, 311053.97465642524]",421.978,2.0,0.02684005427515793,ACE2
"Sel Score: 0.86 RTime: 2267.815 Areas: [839875.8497272072, 464720.2567905918, 599760.0941026232, 192451.73436044203, 815820.6326147877, 192965.39886772924]",419.4841,4.0,0.04766109091768085,ACE2
"Sel Score: 0.86 RTime: 1182.44 Areas: [1280362.7606054049, 1319575.676990848, 311265.6640995133, 217931.12646161224, 148225.52603152508, 390100.8525206293]",332.3728,5.0,0.07641323879700711,ACE2
"Sel Score: 0.86 RTime: 1951.661 Areas: [499139.50449635246, 553209.4251474305, 345241.3489356683, 617122.037685773, 371013.918410637, 546072.0112931653]",447.2421,4.0,0.032904683382505254,ACE2
"Sel Score: 0.86 RTime: 2710.736 Areas: [244354.90371589086, 118997.50118475522, 953500.362096445, 200729.0757938908, 267735.71362484264, 132943.92569081453]",591.9477,3.0,0.031703713925988884,ACE2
"Sel Score: 0.86 RTime: 1177.069 Areas: [429825.04570587, 151358.4984966265, 840558.6024721967, 930589.4285758736, 324223.3542418433, 178156.4638748234]",399.7147,4.0,0.03019359826971673,ACE2
"Sel Score: 0.86 RTime: 1629.015 Areas: [1866264.4495563423, 1520498.4391702632, 1462660.441936666, 1970485.4880984644, 902512.9882073281, 1131964.2672638223]",340.945,4.0,0.07203179252277313,ACE2
"Sel Score: 0.86 RTime: 2115.396 Areas: [2834328.5987316826, 632762.6358006642, 401268.0123528534, 262063.0679452609, 166211.58610586493, 110695.54088529684]",446.9917,4.0,0.01718354377757355,ACE2
"Sel Score: 0.86 RTime: 2356.566 Areas: [786495.9126541301, 1028092.4453327218, 1145302.3828149033, 472722.46630376833, 1192398.8029115605, 265172.2293056414]",427.7223,4.0,0.02692850682480386,ACE2
"Sel Score: 0.86 RTime: 1444.434 Areas: [740944.7035591884, 545301.4218265091, 204093.24010091834, 1541376.8393006905, 1650403.475289372, 1109861.2055811328]",395.7252,2.0,0.12821795623160784,ACE2
"Sel Score: 0.86 RTime: 1650.065 Areas: [573504.6440139175, 220488.87584898242, 521341.7928628177, 237669.93777391795, 694648.9266311325, 436227.4062710061]",394.7188,4.0,0.04006194077116858,ACE2
"Sel Score: 0.86 RTime: 1833.503 Areas: [10911437.757904204, 191896.80570733445, 109663.23663302742, 219507.56468111926, 250238.0832526596, 123499.06851402042]",333.3958,5.0,0.08609985174068042,ACE2
"Sel Score: 0.86 RTime: 2796.514 Areas: [93928.03249959392, 491237.77383218944, 1323250.203092079, 997330.7905365209, 982740.2501164002, 226228.74894578182]",451.4812,4.0,0.03534425782850783,ACE2
"Sel Score: 0.86 RTime: 2855.381 Areas: [887720.7218086919, 718613.2621764394, 622455.7077828245, 935978.0228575158, 533391.0004304873, 371561.9135207005]",516.9238,3.0,0.05119650517704787,ACE2
"Sel Score: 0.86 RTime: 3165.572 Areas: [3291962.957387035, 728109.5307383667, 523255.57584968285, 1808949.587039616, 1039845.0450445733, 324872.9846410282]",573.3089,3.0,0.02962998232852602,ACE2
"Sel Score: 0.86 RTime: 1073.494 Areas: [1207512.768928465, 6203122.888181155, 6284903.756043365, 120727.32069118312, 739303.4899245907, 145131.95699185607]",422.4651,2.0,0.003931814068283093,ACE2
"Sel Score: 0.86 RTime: 2711.203 Areas: [1089210.3059098925, 580565.925868749, 461902.6679695557, 1344310.0467594392, 386515.23001932347, 176037.848104025]",572.9654,3.0,0.05286123966556707,ACE2
"Sel Score: 0.86 RTime: 1199.222 Areas: [733742.0564522055, 900449.0214325737, 416733.243074577, 1096609.0638984102, 792556.1445614654, 681778.6315912607]",381.7178,2.0,0.008335580344758559,ACE2
"Sel Score: 0.86 RTime: 2172.982 Areas: [1269702.9391481315, 755719.3440904396, 553476.5727909602, 2197245.028706323, 650590.457824971, 772688.2675349067]",424.4971,4.0,0.11789591953611973,ACE2
"Sel Score: 0.86 RTime: 1906.752 Areas: [784752.3991962878, 235215.41579784767, 325709.22020916233, 462118.6765831687, 284656.0546186066, 125455.9960232472]",412.7216,4.0,0.011457212358490163,ACE2
"Sel Score: 0.86 RTime: 3186.43 Areas: [360636.8360583269, 137281.7615752897, 93929.50198127255, 98230.36602552813, 277571.9019617911, 51674.62204238211]",413.4863,4.0,0.01887709197273023,ACE2
"Sel Score: 0.86 RTime: 2093.355 Areas: [238338.16507223094, 141597.82362589214, 89115.84628209886, 1198893.9832006176, 286616.62457611697, 627687.7279301479]",447.7414,4.0,0.004829428447892631,ACE2
"Sel Score: 0.86 RTime: 2411.212 Areas: [1465239.3735545317, 1139205.8631597252, 246211.34167105076, 1558835.8517437226, 592791.6992595296, 547959.6900365803]",434.7203,2.0,0.04023859389006711,ACE2
"Sel Score: 0.86 RTime: 3031.626 Areas: [1300851.0255139198, 804171.8159853464, 1803725.4540233486, 1001407.5582623419, 228252.47310506352, 577357.2559054911]",595.9755,3.0,0.009139465683186484,ACE2
"Sel Score: 0.86 RTime: 920.657 Areas: [540454.8517080611, 196554.18100078145, 344598.377672431, 782946.1729827002, 925209.677713911, 234897.76463664128]",415.2176,4.0,0.009581460474759681,ACE2
"Sel Score: 0.86 RTime: 1969.648 Areas: [970828.1612282386, 326302.37701227923, 603090.0886129668, 476327.67892516794, 545723.1462460043, 169582.4622553709]",572.3106,3.0,0.026688292223962046,ACE2
"Sel Score: 0.86 RTime: 1919.772 Areas: [1633302.4223578207, 1787705.5237507846, 1502148.9435837117, 100891.7331569702, 127428.01393800447, 103452.8459881445]",372.2018,4.0,0.021253534144800496,ACE2
"Sel Score: 0.86 RTime: 1622.503 Areas: [859515.0266716967, 340814.57603401266, 786350.4304027831, 457465.9648435619, 353928.8108352481, 91633.85572111497]",452.0015,2.0,0.08950402022234098,ACE2
"Sel Score: 0.86 RTime: 2442.862 Areas: [844741.7987186412, 540788.3576872709, 508366.60511907167, 1601329.461766392, 740421.1897983687, 184557.36629572304]",381.9729,4.0,0.006194923015846055,ACE2
"Sel Score: 0.86 RTime: 1863.668 Areas: [883033.2233219164, 251893.07666540446, 237663.17436913756, 613732.0859156754, 476884.16054406203, 230467.19460958932]",422.484,2.0,0.08726578891834606,ACE2
"Sel Score: 0.86 RTime: 2595.332 Areas: [485173.7106936095, 154421.99172008212, 322793.0449550472, 103265.45505592282, 186557.87034352936, 185353.43098607875]",573.3188,3.0,0.00792835394621692,ACE2
"Sel Score: 0.86 RTime: 1237.794 Areas: [1083756.3434587559, 131781.53098887572, 187562.57828212963, 549463.3908006381, 414627.8723204675, 159473.47017814475]",399.4612,2.0,0.08927980154559512,ACE2
"Sel Score: 0.86 RTime: 2935.647 Areas: [1082170.7090103826, 786778.047487841, 996010.5128214544, 306803.64786615485, 1123276.2589640594, 440790.41685165785]",364.9967,5.0,0.08517252551049558,ACE2
"Sel Score: 0.86 RTime: 2206.328 Areas: [1158175.4816228675, 293455.19505933934, 289855.8801304119, 1046579.4332505182, 407481.83892285934, 397957.9575085048]",417.475,2.0,0.0003622811186615378,ACE2
"Sel Score: 0.86 RTime: 2310.137 Areas: [810768.297110779, 929566.44895959, 178590.57200031495, 839044.6773450768, 614329.0083684105, 462155.1728915938]",340.9927,5.0,0.011551690374852912,ACE2
"Sel Score: 0.86 RTime: 2179.123 Areas: [1783180.3574311086, 1229763.9739132286, 675301.473719813, 844325.4705473178, 640741.6044416138, 332796.36181032547]",567.9624,3.0,0.05080932100686385,ACE2
"Sel Score: 0.86 RTime: 3803.713 Areas: [269494.8280728714, 416790.0201252702, 436087.7216792618, 1934165.5731208136, 2070897.842635632, 1559622.624420922]",525.3005,3.0,0.13232184089077415,ACE2
"Sel Score: 0.86 RTime: 2447.973 Areas: [1009097.5847399558, 268456.1874334421, 212426.54229535826, 354928.50463242107, 181599.07684606168, 304046.7952170977]",470.5057,2.0,0.03108923201530787,ACE2
"Sel Score: 0.86 RTime: 3191.974 Areas: [325746.4036945936, 257313.88527301617, 333831.24011003977, 1355523.6919743991, 317163.2809589605, 186403.06748234035]",550.9784,3.0,0.034666550420143855,ACE2
"Sel Score: 0.86 RTime: 2186.458 Areas: [1446381.007856258, 1300687.107112968, 1749756.5467669915, 868976.5866711083, 822320.2313462168, 588546.7380544544]",567.9625,3.0,0.05107493291389705,ACE2
